nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,smart,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
13179,1,201208,2,1,1,1,2, , ,1,4,2,2,2, ,3,4,2, ,2,-7,-7,7,5,7,1,1,4,-7,5,7,6,-7,7,5,4,6,4,4,6,3,3,1, , , , , , , , , , , , ,6,2,4,4,1,1,3,1,1,3,2,1,5,80,1,1,1,2,2, , , , , ,3,6,4,11,5,1,40,20,2,6,4,2,2,2,5,4,2,4,2,4, , , , , , , , , , , , , , , ,3,5,1,1,3,1,6,4,3,6,4,5,6,6,3,3,3,3
13181,1,201208,5,2,4,4,3, , ,2,1,2,3,2, ,3,1,1,2,1,1,1,1,7,7,1,7,7,7,7,7,1,1,7,3,4,7,7,1,7,4,5,-7, , , , , , , , , , , , ,4,2,4,4,1,1,4,1,2,1,1,1,5,40,100,100,0,100,2, , ,1,3,1,1,10,4,10,6,2,40,60,3,2,3,4,2,4,4,4,1,4,2,4, , , , , , , , , , , , , , , ,4,4,2,4,2,3,5,5,3,2,6,5,5,5,5,6,2,3
13182,2,201220,4,2,5,5,2, , ,-7,1,2,5,2, ,3,1,1,3,1,-7,6,-7,6,6,5,3,6,4,6,6,1,1,7,4,7,7,7,1,7,1,1,-7, , , , , , , , , , , , ,7,1,4,4,1,1,4,1,1,3,1,1,5,50,100,100,0,100,1,2,3,1,3,1,1,10,2,6,6,4,38,16,3,3,4,2,1,1,3,4,1,4,1,3, , , , , , , , , , , , , , , ,1,5,4,2,1,1,5,3,2,1,5,5,7,6,1,3,4,4
13186,2,201208,5,2,3,2,1,1,2,-7,3,2,3,2, ,3,2,1,2,1,5,5,5,4,4,4,3,3,5,5,4,2,4,4,3,3,1,7,1,1,1,1,-7, , , , , , , , , , , , ,5,4,2,4,1,1,4,1,2,1,1,3,4,75,50,0,0,50,1,1,2,1,3,1,1,7,3,10,4,4,32,32,4,2,3,2,2,3,3,4,3,3,2,3,3,3,4,4,5,3,4,5,4, , , , , , ,1,4,5,4,1,3,3,3,3,3,4,3,1,3,4,3,3,3
13194,1,201208,5,2,3,3,2, , ,1,1,2,3,2, ,3,4,2, ,4,1,1,3,6,1,1,1,1,1,7,3,-7,3,7,5,1,7,3,3,5,7,7,-7, , , , , , , , , , , , ,3,1,1,4,2,1,4,1,4,3,1,1,4,95,100,100,0,100,1,1,5,1,3,1,2,8,2,10,7,4,45,45,3,2,2,1,1,1,4,4,1,5,2,2,7,7,6,7,7,7,3,4,4, , , , , , ,4,5,1,1,4,4,7,6,3,3,3,6,3,5,3,2,2,1
13194,2,201208,5,2,3,3,2, , ,2,1,2,3,2, ,3,4,2, ,4,1,4,1,7,1,1,1,1,1,7,4,1,1,7,1,1,7,5,1,7,7,7,-7, , , , , , , , , , , , ,2,1,1,4,2,1,4,1,4,3,1,1,4,90,100,100,0,100,1,1,5,1,3,1,2,8,2,10,7,4,40,30,3,2,4,2,1,1,4,5,3,5,1,2,7,7,7,7,7,1,1,7,7, , , , , , ,4,5,1,3,4,4,3,1,7,6,5,7,7,4,4,4,4,4
13194,3,201208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,7,7,7,-7, , , , , , , , , , , , ,1,1,1,1,1,1,4,1,4,3,1,1,1,100,50,50,50,50,2, , ,1, , ,1,3,1,1,7,5,10,10,3,1,1,5,1,1,3,2,5,3,2,1, , , , , , , , , , , , , , , ,1,3,3,3,1,2,4,4,4,4,4,4,4,4,4,4,4,4
13194,4,201208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,6,7,7,-7, , , , , , , , , , , , ,1,1,1,1,1,1,2,1,2,3,1,1,1,100,50,50,50,50,2, , ,1, , ,1,2,1,1,5,5,3,3,3,1,5,3,1,1,5,5,4,5,1,2, , , , , , , , , , , , , , , ,1,5,5,4,2,3,7,6,3,7,5,1,7,7,1,3,2,5
13199,1,201208,4,2,3,3,2, , ,2,2,2,3,2, ,1,2,2, ,3,5,4,5,5,4,4,4,5,4,4,5,4,5,5,4,4,5,4,4,4,4,4,2, , , , , , , , , , , , ,3,5,4,3,1,1,4,2, ,1,1,1,3,50,50,50,50,50,2, , ,2,2,3,2,8,3,9,6,1,50,50,1,4,5,1,3,1,5,5,1,4,2,5,7,7,7,4,2,6,6,7,7, , , , , , ,1,1,5,2,1,2,4,3,4,5,5,5,3,5,4,5,3,4
13202,1,201208,4,2,4,4,3, , ,-7,2,2,3,2, ,2,2,1,2,2,5,6,6,6,3,3,3,5,5,5,6,2,3,3,4,5,6,3,1,5,3,3,3, , , , , , , , , , , , ,4,2,2,3,1,1,2,1,1,1,1,1,5,70,99,99,80,100,1,2,2,2,1,1,2,11,2,9,6,5,0,0,2,3,3,4,4,2,4,4,4,4,2,4, , , , , , , , , , , , , , , ,1,3,3,2,1,1,5,3,4,4,5,3,5,4,2,5,3,4
13208,1,201208,4,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,2,1,4,5,6,6,5,5,4,4,4,6,6,2,5,7,6,6,6,6,2,5,3,3,-7, , , , , , , , , , , , ,5,3,3,2,1,1,4,1,2,1,1,1,3,30,10,1,1,80,1,1,3,2,4,3,2,6,4,7,5,4,36,15,2,1,3,2,2,1,4,5,1,4,1,4,7,7,7,7,7,2,2,7,7, , , , , , ,1,5,3,3,1,1,3,3,6,3,3,4,5,4,1,5,4,4
13214,1,201208,4,2,3,2,2, , ,-7,4,2,3,2, ,2,2,2, ,3,7,6,6,5,5,-7,-7,-7,7,3,4,-7,3,3,4,-7,4,7,1,6,1,1,-7, , , , , , , , , , , , ,6,3,1,3,2,2, ,2, ,1,1,1,4,60,0,0,0,10,1,1,3,1,4,1,3,12,4,9,4,5,40,30,2,1,3,2,2,4,3,3,2,3,2,4, , , , , , , , , , , , , , , ,3,3,1,4,2,2,2,1,6,6,6,2,1,1,1,1,6,1
13216,2,201208,4,2,4,4,3, , ,-7,1,2,4,1,4,3,1,1,2,1,-7,-7,5,7,7,3,2,7,-7,7,5,2,-7,7,5,4,7,4,1,7,6,1,-7, , , , , , , , , , , , ,6,2,3,3,1,1,3,1,1,3,1,1,3,50,75,5,1,99,2, , , , , ,5,7,4,-9,5,4,40,25,1,1,3,2,3,1,4,3,2,3,2,4,5,5,5,6,5,1,5,7,5, , , , , , ,1,2,4,3,4,3,2,2,2,2,2,3,5,4,3,3,2,2
13217,1,201208,3,2,4,4,2, , ,-7,-9,2,4,2, ,3,1,1,1,1,1,4,-7,7,7,-7,-7,7,1,7,-7,-7,7,7,-7,-7,1,1,1,1,1,1,-7, , , , , , , , , , , , ,6,1,5,4,1,1,4,2, ,1,1,1,4,100,100,100,0,100,1,1,2, , , ,1,13,1,-9,6,5,0,0,1,1,5,1,3,1,5,5,1,5,1,5, , , , , , , , , , , , , , , ,3,4,2,4,4,3,1,1,4,1,1,1,1,1,1,1,1,1
13218,1,201208,3,2,4,5,3, , ,-7,3,2,4,1,4,3,1,1,2,1,-7,-7,7,7,2,2,1,6,-7,7,7,1,-7,6,6,5,6,5,5,5,2,2,-7, , , , , , , , , , , , ,7,1,3,3,1,1,2,1,1,1,1,1,4,50,80,0,0,50,2, , , , , ,3,8,1,6,4,4,25,30,1,1,1,3,4,1,3,4,2,4,1,4,6,6,4,6,3,2,6,5,1, , , , , , ,1,2,2,2,2,2,5,4,1,1,4,4,5,4,2,4,1,4
13223,1,201231,-9, ,3,4,3, , ,2,1,2,5,2, ,2,2,1,-9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , ,4,3,2,3,1,1,2,2, ,1,3,1,1,90,0,0,0,0,1,1,5,1,3,1,1,8,4,8,6,4,40,32,2,1,5,1,1,1,5,5,1,5,1,5, , , , , , , , , , , , , , , ,3,5,5,2,4,4,5,5,3,3,2,6,4,1,1,2,3,5
13223,2,201241,-9, ,4,3,2, , ,2,-9,2,3,2, ,3,2,1,1,1,4,4,4,5,5,3,4,4,4,5,4,3,4,4,4,4, , , , , , , , , , , , , , , , , , , ,4,4,2,3,2,1,4,1,2,3,1,1,3,35,25,12,6,30,1,1,3,1,3,8,2,11,2,-9,4,4,40,32,1,1,2,4,2,4,4,3,3,3,4,2, , , , , , , , , , , , , , , ,2,4,4,3,4,3,4,3,3,3,4,2,4,4,4,4,4,4
13224,1,201208,3,1,2,1,1,1,1,2,4,2,2,2, ,-9,2,2, ,3,4,4,5,5,4,5,4,4,4,6,5,4,4,6,5,4,4,3,4,5,4,3,3, , , , , , , , , , , , ,3,6,5,2,2,1,3,1,3,1,1,1,4,65,25,20,10,35,2, , , , , ,4,7,2,8,4,4,40,24,1,8,2,2,3,2,4,4,2,3,2,4,3,5,5,4,2,2,4,5,2, , , , , , ,4,4,4,3,4,4,4,3,5,5,5,3,5,5,5,5,5,4
13227,1,201208,3,2,2,3,2, , ,-7,1,2,2,2, ,2,3,1,1,4,6,6,7,6,7,3,1,4,5,6,4,1,1,5,3,4,7,7,2,6,5,2,1, , , , , , , , , , , , ,4,3,2,3,1,1,3,2, ,3,1,1,4,10,100,25,0,75,1,3,2,4,5,1,3,11,4,-9,3,4,40,0,1,6,4,2,1,2,5,5,3,3,1,5,7,2,7,6,5,1,5,5,5, , , , , , ,3,4,2,4,4,3,4,4,6,6,4,4,6,4,6,6,6,6
13247,1,201208,3,2,4,4,3, , ,2,-9,2,5,2, ,3,1,1,2,1,3,6,7,7,7,1,3,7,4,7,5,-7,3,7,3,6,7,7,1,7,1,1,-7, , , , , , , , , , , , ,7,1,1,5,1,1,4,1,1,1,1,1,5,44,100,100,0,100,1,1,3, , , ,2,11,1,-9,6,4,0,30,3,2,2,1,4,1,4,4,1,4,1,5, , , , , , , , , , , , , , , ,1,5,5,3,4,4,1,1,6,1,6,1,1,1,5,6,6,6
13250,1,201208,4,2,4,4,2, , ,2,2,2,4,2, ,2,2,1,1,2,3,4,7,7,7,3,2,6,3,7,6,3,6,7,5,6,5,2,1,5,6,5,3, , , , , , , , , , , , ,5,2,2,3,2,1,3,1,3,3,1,1,4,60,75,11,1,80,1,1,3,2,2,1,2,9,4,8,5,4,40,32,1,8,4,4,2,2,5,4,5,4,3,3,6,6,6,6,5,5,4,6,5, , , , , , ,2,4,4,4,3,3,5,3,4,4,6,6,5,6,5,4,6,5
13251,1,201208,4,2,3,3,1,2, ,-7,1,2,3,2, ,3,2,2, ,2,-7,-7,3,4,6,3,1,1,-7,5,3,1,-7,5,4,4,7,7,2,7,5,3,1, , , , , , , , , , , , ,4,4,1,1,1,1,4,2, ,1,2,2,4,50,90,70,30,100,2, , , , , ,2,7,2,9,6,4,40,40,1,1,3,3,1,3,4,3,3,3,3,2,7,5,7,5,5,5,2,2,5, , , , , , ,1,3,3,3,4,4,4,3,5,5,5,3,5,3,5,5,5,5
13251,2,201237,2,2,2,2,2, , ,-7,2,2,2,2, ,4,2,2, ,2,5,6,6,6,4,4,3,3,5,7,5,2,3,7,4,5,7,3,1,4,5,5,-7,6,3,4,5,4,3,6,5,4,3,3,3,5,3,3,3,2,1,3,2, ,3,1,1,5,60,10,0,0,100,2, , , , , ,2,6,2,8,6,1,50,30,2,8,1,4,2,2,4,4,2,3,2,4, , , , , , , , , ,1,5,4,3,3,3, , , , , , , , , , , , , , , , , , 
13259,1,201208,5,2,4,3,1,1,3,2,2,2,2,1,4,3,3,2, ,3,1,1,1,5,6,1,1,6,1,6,1,5,1,7,5,1,5,3,5,5,2,2,-7, , , , , , , , , , , , ,5,2,3,3,1,1,4,1,1,1,1,3,5,20,20,0,0,100,1,1,3,1,3,3,1,6,4,10,7,4,40,32,3,1,5,1,4,1,4,4,1,4,1,4,6,6,6,6,6,1,1,6,3, , , , , , ,4,5,2,2,2,4,7,6,2,5,5,5,6,6,2,2,1,2
13266,1,201208,4,2,4,4,3, , ,2,1,2,4,2, ,2,1,1,2,1,1,1,6,6,6,3,3,6,1,6,6,1,1,6,5,5,1,6,1,1,1,1,-7, , , , , , , , , , , , ,4,1,2,5,2,1,2,1,1,1,1,1,4,60,99,99,50,10,2, , ,1,3,1,2,6,4,7,4,4,38,20,3,1,4,1,4,1,3,4,1,3,1,4,6,6,6,6,4,2,4,6,5, , , , , , ,1,1,2,2,1,1,5,3,5,5,5,3,5,5,4,4,5,5
13266,2,201208,4,2,4,4,3, , ,2,1,2,4,2, ,2,1,1,2,1,1,1,6,5,6,2,3,6,1,6,6,2,1,6,5,5,1,1,1,1,1,1,-7, , , , , , , , , , , , ,5,2,2,4,2,1,2,1,1,1,3,1,3,70,99,99,49,5,2, , ,1,3,1,1,7,4,7,4,4,40,20,3,5,3,3,4,2,3,4,3,4,2,4,6,6,6,6,6,6,5,6,4, , , , , , ,1,4,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4
13273,1,201208,5,2,4,4,2, , ,1,1,2,3,2, ,4,2,1,3,1,1,3,5,6,6,1,6,7,1,5,6,6,7,7,1,5,5,2,1,5,5,3,3, , , , , , , , , , , , ,5,3,3,3,2,1,4,1,3,3,5,1,5,75,100,35,0,100,1,2,3,1,3,1,1,10,2,10,6,4,36,32,1,6,3,2,3,1,2,4,2,5,1,3,7,7,7,7,6,5,2,1,4, , , , , , ,1,1,4,2,2,2,6,6,3,1,6,3,6,5,6,6,6,2
13276,1,201208,6,2,4,5,3, , ,2,1,2,4,2, ,4,1,1,4,1,-7,-7,5,5,6,3,3,7,-7,5,5,2,-7,6,7,6,5,7,1,5,5,5,3, , , , , , , , , , , , ,2,7,1,1,1,1,4,1,4,1,2,5,5,60,80,70,10,100,2, , ,1,2,2,2,6,3,9,7,4,40,36,2,6,1,4,1,1,2,1,1,1,1,1,6,7,7,7,7,3,1,7,6, , , , , , ,1,2,3,2,3,4,3,3,5,3,3,3,5,3,5,5,1,1
13277,1,201208,3,2,4,2,2, , ,-7,2,2,4,2, ,2,2,2, ,4,-7,-7,5,2,-7,-7,2,6,-7,4,6,-7,-7,7,3,3,3,6,4,5,3,2,-7, , , , , , , , , , , , ,5,2,1,4,2,2, ,2, ,3,1,1,2,99,50,25,1,99,2, , ,1,5,1,2,10,2,10,6,4,36,32,3,2,2,2,2,2,3,3,4,4,1,3, , , , , , , , , , , , , , , ,1,3,5,4,3,3,4,4,2,5,5,3,2,2,2,2,2,1
13288,1,201208,-9, ,3,2,2, , ,-7,-9,2,3,2, ,-9,2,2, ,-9,-7,-7,5,6,6,-7,-7,6,-7,6,6,1,-7,7,6,5, , , , , , , , , , , , , , , , , , , ,4,6,1,1,3,1,4,2, ,3,1,1,3,50,0,0,0,2,2, , , , , ,2,11,2,-9,4,5,0,0,1,1,3,4,5,3,5,5,3,4,1,4, , , , , , , , , , , , , , , ,1,5,1,4,2,1,2,1,5,6,5,2,4,4,4,4,7,6
13297,2,201208,5,2,4,5,2, , ,2,1,2,3,1,3,4,1,1,6,2,3,6,6,5,6,2,5,7,3,7,6,4,4,6,5,5,7,7,5,7,3,2,-7, , , , , , , , , , , , ,5,2,2,4,2,1,4,1,2,1,1,1,4,30,100,100,50,100,1,1,3,2,3,1,2,8,4,-9,5,1,50,25,2,6,4,1,3,1,5,5,2,3,1,5,2,1,6,4,3,7,1,1,1, , , , , , ,4,5,1,4,3,2,4,4,2,3,4,4,5,4,4,4,3,2
13303,2,201220,4,2,4,4,3, , ,-7,1,2,3,2, ,3,1,1,3,1,3,4,7,5,7,5,6,7,4,7,7,4,5,7,7,7,4,2,1,6,5,4,2, , , , , , , , , , , , ,6,1,3,5,1,1,3,2, ,3,1,1,5,50,80,40,1,80,1,3,3,2,3,1,2,7,4,7,2,4,36,15,3,8,3,1,3,1,4,4,2,4,1,4,7,7,7,7,7,3,2,2,7, , , , , , ,4,5,1,4,1,1,5,5,1,7,7,7,7,6,1,1,1,4
13308,1,201208,4,2,3,3,1,1,3,2,1,2,4,2, ,4,1,1,2,1,-7,-7,6,6,6,5,3,6,1,6,4,1,1,6,3,3,7,6,2,6,1,1,1, , , , , , , , , , , , ,4,4,4,4,2,1,4,1,2,3,2,1,5,50,50,50,1,95,2, , , , , ,2,6,2,7,6,4,38,24,2,8,4,4,3,1,2,4,1,3,3,3,7,7,7,7,7,7,5,5,6, , , , , , ,1,3,3,4,2,2,2,2,5,2,5,2,6,5,2,2,2,2
13317,3,201208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,-9, , , , , , , , , , , , ,4,4,3,4,4,1,4,1,1,1,-9,1,3,50,0,0,0,0,1,-9,5,2, , ,2,9,4,-9,4,3,38,0,2,1,5,1,3,1,5,5,1,5,1,5, , , , , , , , , , , , , , , ,2,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
13320,1,201208,5,2,4,4,3, , ,2,2,2,4,2, ,3,2,1,3,1,2,5,6,5,5,3,3,6,2,6,6,5,4,6,5,7,4,1,5,5,4,5,3, , , , , , , , , , , , ,6,3,3,5,2,1,4,2, ,1,1,1,5,40,85,50,2,85,1,1,3,2,4,1,2,6,4,8,4,4,36,15,2,2,1,4,4,3,2,2,3,3,3,3,3,3,5,3,6,6,6,4,3, , , , , , ,1,1,3,4,2,1,4,4,5,3,6,6,5,5,6,2,3,3
13324,1,201228,5,2,4,4,3, , ,2,2,2,4,2, ,2,2,1,4,2,5,6,7,6,5,3,6,6,6,6,7,4,6,7,4,4,6,5,2,6,4,4,3, , , , , , , , , , , , ,5,1,4,2,1,1,4,2, ,3,1,1,5,60,100,50,5,100,1,2,3,1,3,1,2,6,2,7,6,4,40,40,2,9,3,3,2,2,4,3,2,3,2,3,6,7,6,6,6,5,4,5,5, , , , , , ,4,5,1,4,3,4,4,3,3,4,5,5,6,5,2,3,2,2
13325,2,201208,5,2,3,4,2, , ,2,2,2,3,2, ,3,1,1,-9,1,3,4,5,5,5,5,2,5,4,6,6,4,5,7,4,4,5,5,2,6,2,2,2, , , , , , , , , , , , ,5,2,3,3,1,1,3,1,1,1,1,1,4,50,60,30,5,98,1,1,5,2,3,2,2,6,4,9,6,4,32,24,3,8,4,3,3,2,4,4,2,4,1,4,6,4,6,7,6,6,3,4,2, , , , , , ,1,5,3,3,1,1,5,4,4,5,5,4,5,3,3,3,3,4
13328,1,201208,3,2,4,4,3, , ,-7,4,2,3,2, ,2,1,1,2,1,2,4,7,6,6,-7,1,7,2,7,7,-7,5,7,7,6,7,7,1,7,1,1,-7, , , , , , , , , , , , ,5,2,3,5,2,1,4,1,2,1,1,1,5,50,3,0,0,50,1,2,3,2,4,1,2,11,2,-9,4,5,0,0,2,8,3,1,3,1,4,4,1,2,1,5, , , , , , , , , , , , , , , ,1,1,4,3,3,3,2,3,5,2,5,2,4,2,3,2,4,2
13330,1,201208,5,2,5,5,3, , ,2,1,2,5,2, ,4,1,1,4,1,4,5,6,6,6,5,5,6,2,5,6,4,3,4,3,6,6,5,2,6,4,2,1, , , , , , , , , , , , ,6,2,5,3,1,1,4,1,3,1,1,1,5,35,100,40,20,100,1,1,3,1,2,1,1,5,3,8,5,4,36,30,2,8,3,4,2,2,3,4,4,3,2,3,6,5,5,5,5,3,3,5,4, , , , , , ,1,2,3,2,1,1,4,3,4,2,6,2,5,4,3,3,2,4
13330,4,201208,5,2,5,5,3, , ,2,1,2,5,2, ,4,1,1,4,1,3,5,6,5,7,5,6,6,3,5,6,5,2,4,3,6,5,4,4,5,4,2,-7, , , , , , , , , , , , ,6,1,5,4,1,1,4,1,3,1,1,1,5,25,100,80,30,100,1,3,3,1,5,1,1,6,3,9,4,4,36,24,4,8,3,2,3,2,3,4,2,4,1,4,5,4,5,4,6,4,2,4,4, , , , , , ,1,1,4,2,1,2,5,5,3,6,4,5,4,4,3,3,2,3
13335,1,201208,3,1,2,2,1,1,3,1,5,2,2,1,3,2,-9,1,1,2,1,1,-7,1,1,-7,-7,3,4,4,4,-7,4,7,4,4,5,4,1,4,4,1,-7, , , , , , , , , , , , ,5,3,3,3,3,1,4,1,3,1,3,1,4,80,0,0,0,0,1,1,5, , , ,3,11,2,-9,7,4,0,0,1,1,5,1,3,2,4,4,2,4,1,3, , , , , , , , , , , , , , , ,3,5,5,1,4,4,5,4,4,4,4,3,2,4,4,4,5,4
13340,1,201208,4,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,2,2,2,4,4,4,5,5,2,4,3,5,3,-7,1,7,4,4,7,7,2,6,1,2,1, , , , , , , , , , , , ,5,2,3,1,1,1,4,2, ,1,1,2,5,50,90,50,10,100,1,2,5,1,3,1,2,11,3,9,7,4,36,24,2,1,2,3,4,1,4,4,3,3,1,4,6,6,4,6,5,2,4,7,6, , , , , , ,1,2,3,3,1,1,5,4,4,4,4,4,6,5,3,3,4,2
13341,2,201241,5,2,4,4,2, , ,2,2,2,3,2, ,2,1,1,2,2,1,6,7,6,5,1,4,4,1,5,6,1,4,5,2,6,7,7,1,6,4,2,-7,6,3,5,3,4,2,5,4,2,4,5,5,5,2,3,2,1,1,4,1,2,1,1,1,4,40,100,10,0,100,1,1,3,1,2,1,1,1,5,7,6,4,30,30,1,6,2,4,4,2,5,4,2,3,3,4,7,7,7,7,6,1,4,6,7,1,2,2,4,3,3, , , , , , , , , , , , , , , , , , 
13348,1,201208,5,2,3,3,2, , ,2,2,2,3,2, ,5,2,2, ,3,1,2,6,6,6,3,4,5,1,7,6,4,5,7,5,1,5,1,2,5,4,4,2, , , , , , , , , , , , ,5,2,2,3,1,1,4,1,1,1,1,1,4,10,75,10,1,99,1,1,3, , , ,3,7,4,8,7,4,40,30,2,8,2,4,2,2,1,2,4,2,1,3,6,6,6,6,6,5,2,3,3, , , , , , ,1,3,5,4,2,2,3,2,4,2,3,4,4,3,3,2,3,1
13352,1,201208,4,2,5,5,3, , ,-7,1,2,4,2, ,3,1,1,2,1,-7,-7,7,4,6,1,6,5,-7,6,7,1,1,6,4,3,4,1,1,3,4,4,2, , , , , , , , , , , , ,6,1,3,3,1,1,3,2, ,1,1,1,4,40,75,10,0,95,2, , , , , ,1,8,3,7,6,4,36,32,3,2,2,4,2,2,3,4,1,3,1,3,3,5,4,5,5,2,4,4,2, , , , , , ,1,5,1,4,2,1,3,5,2,3,3,5,6,2,2,5,3,2
13360,1,201220,4,2,4,4,3, , ,2,2,2,4,2, ,3,2,1,2,2,3,6,5,5,5,3,5,6,4,5,5,-7,3,5,2,6,6,6,2,6,2,3,2, , , , , , , , , , , , ,5,3,4,2,1,1,3,2, ,1,1,1,3,40,100,65,0,100,1,2,3,2,2,2,2,10,2,-9,3,4,42,25,2,9,4,1,2,3,4,5,2,3,2,4, , , , , , , , , , , , , , , ,4,4,1,3,3,3,5,6,2,6,4,3,6,4,2,2,2,2
13360,2,201220,5,2,4,4,3, , ,2,2,2,4,2, ,2,2,1,2,2,3,4,-7,4,6,3,6,6,3,4,5,-7,3,5,2,5,4,2,1,5,2,5,3, , , , , , , , , , , , ,5,2,3,4,1,1,2,2, ,1,1,1,4,60,100,90,0,100,1,2,3,2,5,2,2,11,2,8,4,4,38,20,3,8,2,3,3,1,2,2,4,3,2,3, , , , , , , , , , , , , , , ,4,5,2,1,3,3,5,2,4,3,6,3,5,4,2,5,3,5
13361,1,201208,4,2,5,5,3, , ,-7,1,2,5,2, ,5,1,1,3,1,-7,-7,7,7,7,5,7,7,-7,7,7,3,-7,7,4,5,4,1,2,5,7,7,4, , , , , , , , , , , , ,6,1,3,5,1,1,4,1,3,3,1,1,5,80,80,30,5,100,2, , , , , ,1,6,2,7,6,4,45,35,4,9,4,2,2,1,5,5,2,4,1,4,7,7,7,7,7,1,4,6,3, , , , , , ,1,4,2,2,1,1,6,6,6,6,6,6,6,5,5,4,3,2
13368,1,201208,3,2,3,3,2, , ,2,2,2,2,2, ,2,2,1,2,2,-7,-7,-7,4,4,7,7,4,-7,3,-7,7,-7,4,4,4,6,6,1,6,1,1,-7, , , , , , , , , , , , ,4,2,2,4,1,1,3,2, ,3,1,1,4,70,50,0,0,50,2, , , , , ,2,11,1,-9,5,5,0,40,2,1,3,3,3,2,4,4,2,3,2,4, , , , , , , , , , , , , , , ,1,5,5,4,3,3,2,4,4,5,3,4,5,5,4,5,4,3
13382,2,201231,5,2,4,5,3, , ,-7,1,2,4,2, ,2,1,1,3,1,1,5,4,4,6,1,1,3,1,6,3,1,4,4,4,3,5,7,1,3,1,1,1,4,3,4,1,4,3,5,5,3,3,3,2,6,2,3,3,1,1,4,2, ,1,1,1,4,80,100,100,0,100,1,1,3,2,3,2,2,10,2,9,6,4,32,32,2,9,2,4,2,3,3,3,4,3,2,3, , , , , , , , , ,1,2,4,2,1,2, , , , , , , , , , , , , , , , , , 
13384,2,201241,4,2,4,2,2, , ,1,2,2,2,2, ,3,1,1,2,1,3,5,5,6,6,1,1,6,1,6,5,3,6,7,6,5,1,6,1,6,1,1,-7, , , , , , , , , , , , ,4,3,1,4,2,1,4,1,1,1,1,5,5,5,50,10,0,80,1,1,3,1,3,1,1,9,2,-9,5,4,40,32,2,9,2,4,3,1,4,4,2,4,2,4,7,7,6,6,6,7,3,7,1, , , , , , ,2,1,4,2,3,2,5,2,6,5,6,5,6,2,5,6,6,6
13393,1,201208,3,2,4,4,3, , ,-7,2,2,4,2, ,2,1,1,2,1,5,5,5,4,5,3,6,6,5,4,5,4,4,5,3,4,5,3,3,5,5,4,3, , , , , , , , , , , , ,5,2,4,4,1,1,1,2, ,2,3,1,1,50,50,0,0,50,1,1,3,2,3,1,2,7,5,7,5,1,40,10,3,1,4,2,4,2,4,4,2,4,2,4,5,5,5,5,4,5,3,4,5, , , , , , ,3,3,4,3,1,2,4,5,3,5,4,5,5,5,3,3,3,3
13393,2,201208,3,2,4,4,3, , ,-7,3,2,4,1,4,2,1,1,2,1,4,5,4,5,5,3,5,5,4,5,6,4,4,5,5,4,5,4,2,6,4,4,2, , , , , , , , , , , , ,6,2,5,4,1,2, ,2, ,3,1,1,1,50,50,10,10,80,1,3,3,2,3,1,2,6,5,7,4,4,40,6,2,3,3,3,2,2,3,4,3,3,2,3, , , , , , , , , , , , , , , ,1,4,3,4,2,1,5,4,4,4,4,5,5,5,2,2,4,4
13396,1,201208,4,2,3,3,1,1,2,1,2,2,4,2, ,2,2,2, ,2,1,1,6,7,5,1,3,4,1,7,5,2,4,6,6,4,5,3,5,5,6,2,1, , , , , , , , , , , , ,5,2,1,4,2,1,4,1,1,1,1,1,4,60,10,0,0,10,2, , , , , ,3,10,2,7,4,4,36,15,2,8,4,2,5,4,3,4,2,4,1,4,7,5,5,6,3,2,4,6,2, , , , , , ,1,3,3,3,2,2,5,5,3,2,4,4,5,4,2,3,3,4
