nohhold,nomem,psy1,psy2,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,stig01,stig02,stig03,stig04,stig05,stig06,stig07,stig08,stig09,stig10,stig11,stig12,stig13,stig14,stig15,stig16,stig17,stig18,stig19,stig20,stig21,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,control,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6
15882,1,1,1,5,2,4,4,3, , ,-7,5,2,4,2, ,2,2,1,2,1,1,7,1,4,7,1,1,7,7,4,4,1,7,7,4,4,4,1,1,5,5,1,4,5,4,7,6,7,6,1,7,7,4,1,7,7,4,4,1,3,4,4,4,7,7,7,1,7,7,1,-7,4,7,2,6,4,4,4,4,7,4,7,1,6,7,1,3,4,1,1,3,1,1,-9,4,4,100,0,0,0,0,1,1,3, , , ,3,13,2,6,3,5,0,0,2,8,5,1,3,1,1,1,1,3,2,1,1,1,7,1,7,7,7,4,7,7,4,7,1,7,7,4,4,4,1,1,4,4,4,5,5,4,4,4
15882,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,0,0,0,0,1,1,3, , , ,3,13,2,6,2,5,0,0,1,9,5,1,3,1,5,5,3,2,1,5,4,1,6,1,4,7,7,4,4,7,4,4,7,2,1,7,7,4,1,1,1,1,4,3,3,4,4,4
16100,1,1,1,4,2,3,4,3, , ,-7,3,2,4,2, ,4,1,1,2,1,1,1,5,6,7,4,2,6,2,6,6,1,2,7,6,6,6,4,1,4,3,3,2,6,2,6,4,7,5,1,6,7,4,3,6,4,2,4,2,4,4,5,4,4,6,6,4,6,2,2,-7,4,4,4,3,5,3,4,3,3,3,3,4,5,6,3,1,3,2,1,3,2, ,-9,2,5,40,50,50,1,100,2, , , , , ,1,5,2,-9,6,4,36,30,2,1,4,2,1,1,4,5,1,4,1,4,4,4,2,3,5,5,5,3,4,3,3,2,1,7,7,6,7,7,2,4,6,4,1,2,4,3,3,3
16229,1,1,1,5,2,3,2,1,2, ,2,3,1,3,2, ,2,4,2, ,4,3,7,6,6,6,4,2,5,2,6,6,2,4,6,4,5,4,2,2,5,3,3,3,5,2,6,2,5,4,2,5,3,3,2,6,5,5,4,4,4,4,4,4,2,2,1,1,1,1,1,1,4,2,4,4,4,4,5,5,3,3,3,5,5, ,2,1,4,1,1,3,1,1,-9,5,-9,50,0,0,0,0,1,-9,3, , , ,2,7,2,7,4,4,36,24,3,6,4,1,3,1,4,5,1,4,1,4,1,4,2,2,6,5,4,4,4,4,4,4,4,6,6,6,6,5,1,1,4,5,4,2,1,2,3,2
16229,2,1,1,5,2,3,2,1,2, ,2,3,1,3,2, ,2,4,2, ,4,1,7,6,7,6,1,1,4,1,7,7,1,4,6,5,4,4,1,2,5,5,2,4,5,2,6,1,6,5,1,6,6,2,2,5,6,3,4,4,4,4,4,4,4,1,7,1,1,1,1,-7,4,4,4,4,4,4,4,4,4,4,4,4,6, ,2,1,1,1,1,2,1,1,2,3,2,50,0,0,0,0,1,-9,3, , , ,2,7,2,7,4,4,36,24,2,6,2,3,3,3,3,4,3,3,3,4,2,2,1,1,6,6,6,4,5,3,4,2,1,6,3,6,6,6,3,6,5,3,4,1,2,1,3,4
16229,3,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,2,5,5,2,4,6,1,6,4,5,5,1,6,6,2,4,5,6,3,4,4,4,4,4,4,4,1,7,1,1,1,1,-7,4,4,4,4,4,4,4,4,4,4,4,4,4, ,3,2,3,1,1,3,2, ,-9,2,4,50,0,0,0,0,2, , , , , ,1,2,2,4,4,5,40,0,1,9,2,5,2,2,3,4,2,4,3,3,1,4,3,1,4,5,6,1,7,3,4,2,3, , , , , , , , , ,1,1,1,3,1,1
16229,4,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,2,6,4,4,4,6,3,6,4,5,4,2,5,6,3,4,5,6,3,5,4,4,4,4,4,4,1,7,1,1,1,1,-7,4,4,4,4,4,4,4,4,4,4,4,4,5, ,3,3,2,1,1,3,2, ,2,2,4,50,0,0,0,0,2, , , , , ,1,3,1,7,3,4,40,0,1,1,2,2,4,3,4,4,4,4,2,3,1,6,4,2,6,6,6,1,7,4,4,4,4,5,7,6,6,6,1,6,6,3,1,1,1,3,1,1
16272,1,1,1,4,2,3,3,1,2, ,2,2,2,4,2, ,4,3,2, ,2,1,1,4,5,3,6,3,3,1,5,1,1,1,7,7,7,5,3,1,5,4,1,4,5,1,5,1,6,6,3,6,5,4,4,5,4,6,3,3,5,3,4,3,4,4,4,1,4,4,4,-7,4,3,4,3,5,4,5,4,3,4,4,4,2, ,4,2,3,1,1,3,1,2,2,5,4,80,50,30,20,90,2, , , , , ,1,5,3,-9,6,4,40,36,2,6,3,2,3,1,4,4,2,4,2,4,4,5,5,3,4,5,6,5,3,2,2,2,2,6,6,6,6,6,3,4,6,3,1,5,4,4,3,3
16275,1,1,1,6,2,4,4,3, , ,2,1,2,4,2, ,3,-9,1,2,1,5,3,3,1,1,2,6,2,5,1,3,7,5,1,1,2,3,1,7,3,4,5,3,2,7,1,1,1,1,7,1,1,5,7,1,3,4,4,4,4,4,4,4,1,2,4,7,1,7,7,-7,4,4,4,3,3,6,2,4,7,4,7,7,5,6,3,2,3,1,1,4,1,1,2,3,-9,60,10,1,1,100,2, , , , , ,4,6,4,-9,6,4,38,24,2,6,2,4,4,1,3,4,5,4,2,4,6,4,5,4,5,6,5,3,4,3,4,5,5,7,7,5,6,7,1,7,7,5,1,5,1,4,4,1
16275,2,1,1,6,2,4,4,3, , ,2,1,2,5,2, ,3,1,1,3,2,1,2,5,5,5,5,5,6,1,6,6,1,5,5,6,6,5,5,1,6,4,2,6,6,1,6,6,6,6,1,6,6,5,1,6,1,4,5,5,2,5,5,5,5,6,6,2,6,3,1,1,3,2,2,2,4,5,5,5,3,4,5,4,5,4,1,2,2,1,1,4,1,2,2,2,5,60,100,50,20,100,2, , , , , ,2,6,4,8,6,4,40,30,2,8,4,2,3,2,4,4,1,3,1,4,5,6,6,6,6,6,4,5,5,5,2,1,1,6,6,6,6,6,6,2,6,2,1,4,3,1,2,3
16339,1,1,0,5,2,4,4,3, , ,-7,2,2,4,2, ,4,1,1,3,1,5,3,5,5,3,6,2,4,5,6,6,1,5,6,7,6,5,3,1,3,5,2,4,6,1,6,7,6,7,1,6,7,2,1,6,3,3,4,3,3,3,5,4,7,5,3,2,6,3,3,-7,6,6,3,3,5,5,6,6,2,3,3,3,6, ,2,3,4,1,1,3,2, ,-9,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16425,1,1,1,5,1,3,1,2, , ,1,1,2,5,2, ,3,1,1,1,1,3,5,5,7,7,1,1,6,3,6,3,3,6,7,6,5,6,6,5,6,3,6,4,6,3,6,6,6,7,2,5,7,3,1,5,6,5,5,3,5,3,5,3,3,7,7,2,7,3,1,1,6,6,2,6,5,5,5,3,3,2,3,4,4,7,3,2,5,2,1,3,1,1,2,2,-9,65,25,1,0,75,1,-9,3, , , ,2,5,3,9,5,4,40,25,4,8,2,3,4,4,5,5,1,4,1,5,6,5,5,3,5,6,6,3,3,5,3,3,3,2,5,5,5,5,3,5,5,4,1,4,5,2,4,3
16538,1,1,1,4,2,3,4,2, , ,1,1,2,3,2, ,2,1,1,2,1,4,4,4,3,3,4,6,6,5,5,3,2,3,6,6,5,4,3,2,6,5,4,6,5,3,5,5,4,7,2,5,6,2,2,6,7,2,5,5,2,5,3,5,4,3,3,3,4,4,4,4,5,4,2,5,4,3,4,4,3,3,4,3,5,5,3,1,4,2,1,3,2, ,2,2,5,60,99,11,1,100,1,-9,3, , , ,2,5,4,7,5,4,36,16,4,2,2,3,5,3,3,3,3,4,2,4,5,4,4,4,6,4,4,3,4,6,3,4,3,6,5,4,5,2,1,6,5,3,3,4,2,2,3,3
16556,1,1,1,4,2,3,3,2, , ,2,2,2,3,2, ,2,2,2, ,2,3,5,6,6,6,6,4,7,3,6,5,3,5,7,6,6,5,3,3,6,2,2,2,6,2,6,4,6,7,3,7,7,2,2,6,7,2,3,2,2,4,4,2,2,7,6,1,7,4,2,1,4,3,3,3,3,3,1,4,4,5,4,2,5,4,4,4,3,1,1,3,1,1,3,3,-9,50,80,50,0,100,1,1,5, , , ,2,12,2,-9,5,5,0,0,1,1,5,3,4,2,5,5,2,4,2,5,3,3,3,2,5,7,4,3,6,7,3,6,6, , , , , , , , , ,4,5,1,4,1,2
16725,1,1,1,5,2,4,4,2, , ,1,2,2,3,2, ,2,1,1,2,1,4,6,6,6,6,5,5,5,5,6,6,3,5,6,5,6,6,7,2,4,4,2,5,6,2,7,6,6,6,1,5,6,4,2,5,3,2,4,4,3,4,5,4,6,5,3,3,5,4,5,4,3,3,3,2,4,4,5,4,3,4,3,3,4,5,3,2,4,4,1,3,1,1,-9,3,5,50,85,25,5,100,1,1,2, , , ,2,10,2,9,4,5,20,25,2,4,3,2,3,2,4,4,2,3,1,4,6,5,6,3,5,5,6,3,5,4,2,4,2, , , , , , , , , ,3,5,3,3,1,2
16796,1,1,1,5,2,3,4,3, , ,-7,5,2,2,2, ,1,1,1,2,1,1,1,7,7,7,7,1,7,1,7,1,1,1,7,7,7,7,1,1,1,1,6,1,7,1,7,7,7,1,4,1,7,1,7,7,1,1,1,1,7,1,7,1,7,7,7,1,7,7,1,5,7,7,1,7,7,7,7,7,1,1,1,1,7,1,7,2,5,1,1,1,1,1,2,2,2,10,100,50,0,100,1,1,3, , , ,4,10,1,9,6,4,36,0,1,4,1,5,1,5,1,5,5,1,4,5,7,7,7,7,1,1,7,1,7,1,1,1,1,1,7,7,7,7,7,7,7,7,1,2,2,4,4,4
16796,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,5,1,7,7,5,7,1,7,7,4,6,6,7,7,7,7,7,2,1,7,2,1,3,6,7,7,1,6,7,1,-7,1,1,7,7,7,1,1,1,1,7,7,1,1,1,7,1,5,2,1,1,2, ,2,2,2,50,100,0,0,100,2, , , , , ,1,2,2,7,3,4,25,0,1,1,1,5,1,5,1,5,5,1,5,5,7,7,7,7,1,7,7,1,7,1,1,1,1,7,7,1,7,1,1,1,7,1,1,5,5,4,4,4
16796,3,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,1,6,1,4,1,3,7,1,7,7,7,4,6,7,7,5,7,7,2,1,6,2,1,2,7,7,7,1,7,7,1,-7,1,1,7,2,7,1,1,1,7,7,7,7,1,7,5,1,1,1,1,1,2, ,2,2,2,20,50,30,6,80,2, , , , , ,2,4,2,3,6,4,50,45,1,4,3,5,2,2,5,5,2,4,3,1,4,6,5,4,5,5,5,1,2,2,2,2,2,7,7,5,7,4,1,6,7,5,3,5,3,1,3,3
16799,1,1,1,3,1,1,1,1,2, ,2,5,2,3,2, ,4,1,2, ,2,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,5,5,5,1,7,4,6,6,3,6,4,2,3,6,6,5,1,3,7,1,4,1,1,3,3,3,3,3,2,2,5,6,1,6,6,4,4,4,2,3,2,6,7,4,6,3,4,2,1,2,1,1,2,2,-9,40,75,25,10,90,2, , , , , ,3,3,2,-9,4,5,0,27,2,6,4,4,4,4,4,4,4,3,3,3,6,5,6,4,5,5,5,4,4,4,3,5,3, , , , , , , , , ,3,4,2,3,2,1
16908,1,1,0,4,2,3,2,1,2, ,1,1,2,1,2, ,1,1,2, ,3,3,7,7,7,5,7,7,7,4,7,7,7,4,6,3,7,7,1,1,6,1,1,6,6,1,6,4,7,7,2,7,1,1,3,4,7,3,4,3,6,3,4,2,6,4,2,5,7,6,1,2,4,5,2,2,6,6,4,4,3,2,2,3,6,5,4,2,3,1,1,3,2, ,-9,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16936,1,1,1,5,2,2,1,1,1,1,1,1,2,3,2, ,2,1,1,1,1,1,5,5,5,6,2,2,4,1,6,5,6,2,6,6,6,7,2,4,6,4,2,4,6,2,7,3,7,7,5,7,7,5,5,7,7,1,4,1,1,1,1,1,1,4,3,4,4,4,4,-7,5,4,5,5,5,4,4,3,5,3,4,5,3,4,4,1,3,1,1,4,1,1,3,1,-9,75,0,0,0,25,1,1,5, , , ,2,5,4,7,2,4,38,20,2,1,3,4,3,3,3,4,4,3,3,3,5,5,4,3,4,4,4,3,4,5,4,4,3,6,6,4,5,5,1,5,6,2,1,5,3,2,2,2
16936,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,0,0,0,0,1,1,5, , , ,3,5,4,6,2,4,36,16,1,1,2,5,2,5,3,3,5,3,5,2,4,5,3,4,5,5,4,3,3,4,4,5,4,5,4,3,4,4,5,5,5,4,4,5,1,3,4,4
16993,1,1,1,4,2,3,2,1,2, ,-7,1,2,3,2, ,4,1,1,1,1,1,1,4,7,7,1,1,4,1,7,1,1,1,7,4,1,7,1,1,4,2,1,3,5,4,7,1,7,4,2,7,7,4,1,7,4,2,4,4,4,4,4,3,6,7,7,1,4,1,1,-7,4,1,3,2,5,1,4,4,4,5,4,4,6, ,3,2,5,3,1,2,1,3,2,3,-9,80,100,20,0,100,2, , , , , ,2,5,3,9,6,4,38,32,2,1,3,3,2,1,4,5,2,4,2,3,1,1,1,5,6,6,6,2,3,3,1,1,4,7,7,6,7,2,1,4,7,1,1,2,4,4,2,2
17241,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,0,0,0,0,1,1,3, , , ,3,10,2,10,5,4,60,40,2,1,4,4,1,1,3,3,3,3,3,3,2,2,2,2,4,5,5,5,5,4,4,4,4, , , , , , , , , ,3,5,1,2,4,4
17430,1,1,1,5,2,4,4,2, , ,2,2,2,4,2, ,3,1,1,3,2,6,6,6,7,7,5,4,4,5,7,4,3,5,7,6,5,6,4,1,7,3,3,5,6,2,7,6,5,6,2,6,7,3,1,6,5,5,4,4,4,4,5,3,3,7,6,3,5,2,1,-7,5,3,3,3,5,5,6,5,3,3,3,3,6, ,2,3,3,1,1,3,1,1,2,2,-9,40,75,20,2,98,1,1,3, , , ,2,6,4,9,6,4,40,16,2,8,2,3,2,2,4,3,2,4,1,4,5,2,3,1,6,5,4,2,3,2,2,3,2, , , , , , , , , ,1,4,3,2,1,1
17430,2,1,1,5,2,4,5,3, , ,-7,1,2,4,2, ,3,2,1,3,1,3,5,6,6,5,4,3,6,4,6,6,3,5,6,6,6,7,5,1,7,5,2,4,5,2,6,6,6,5,1,6,7,4,2,5,4,4,4,5,3,5,4,5,7,6,4,2,6,3,2,-7,6,4,2,1,5,3,6,4,2,4,2,3,6, ,2,1,3,1,1,3,1,1,2,2,5,100,50,30,30,50,1,-9,5, , , ,2,4,3,-9,6,4,36,24,2,6,4,1,4,3,5,4,1,4,1,5,6,5,5,6,6,6,4,2,2,2,4,2,1,6,6,7,6,7,5,5,6,5,3,2,2,4,2,1
17612,1,1,1,3,2,2,2,1,2, ,2,2,2,2,2, ,4,2,1,1,2,5,7,7,6,6,1,1,4,7,7,7,1,5,7,5,7,5,4,1,6,4,6,4,7,7,7,4,7,7,1,7,7,4,1,7,7,5,4,2,5,2,5,1,1,1,7,1,7,5,1,-7,5,5,5,2,5,2,6,6,2,2,2,2,6, ,4,4,5,1,1,4,1,2,2,2,-9,50,50,0,0,50,1,-9,2, , , ,2,6,4,-9,5,4,38,25,3,1,2,3,2,1,3,5,4,3,1,3,5,5,6,2,7,5,6,5,6,2,4,5,2,7,7,7,7,7,5,4,7,6,1,2,5,4,2,3
17658,2,1,1,6,2,3,4,3, , ,-7,1,2,4,2, ,3,2,1,2,1,2,2,6,6,6,4,2,6,1,7,5,1,3,7,7,7,7,2,1,5,5,3,7,7,1,7,7,7,7,1,7,7,4,1,7,4,3,4,4,4,3,5,4,4,5,4,3,6,5,2,1,4,4,4,5,4,4,5,4,3,4,3,4,5, ,1,2,3,1,1,3,1,1,2,4,2,99,1,1,0,99,1,1,3, , , ,2,5,3,8,4,4,40,24,1,6,4,1,3,1,4,4,1,4,1,5,3,4,4,5,6,6,6,2,4,2,2,1,2,7,2,6,6,6,6,4,1,1,1,1,4,1,1,2
17771,2,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55,75,50,25,95,1,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
17991,1,1,1,4,2,3,4,2, , ,-7,2,2,3,2, ,3,3,1,2,2,3,4,3,3,4,3,3,4,3,4,3,2,4,5,5,4,4,3,2,5,5,3,4,5,4,5,4,5,5,2,6,6,4,4,6,5,4,4,4,4,4,4,4,5,4,4,4,4,3,4,-7,3,3,5,4,5,4,3,3,4,4,3,4,5,5,5,3,4,2,1,3,2, ,3,2,2,50,100,100,0,100,1,1,3, , , ,2,11,2,6,2,4,36,15,1,1,5,1,1,1,3,4,2,3,1,4,3,3,4,2,4,4,3,4,5,3,4,1,1, , , , , , , , , ,4,5,1,4,4,4
18394,1,1,1,6,2,5,5,3, , ,2,1,2,5,2, ,3,1,1,3,1,3,6,4,5,6,4,5,5,3,5,6,3,5,6,6,4,6,3,1,7,5,2,6,6,1,6,5,5,3,2,3,3,5,1,3,2,3,6,4,2,3,5,4,5,6,5,5,5,3,4,3,4,3,3,6,6,5,5,6,3,3,4,3,5,5,2,3,5,1,1,4,2, ,2,2,-9,75,100,99,50,100,1,1,3, , , ,2,10,2,8,3,3,40,25,3,8,4,2,4,1,4,4,2,4,1,4,4,5,3,2,5,6,5,5,4,6,4,3,3, , , , , , , , , ,4,5,1,4,3,4
18449,2,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18465,1,1,1,4,2,3,3,2, , ,2,3,2,3,2, ,4,2,1,1,1,3,5,5,4,5,4,4,4,4,5,5,4,6,7,6,5,4,4,2,4,3,6,3,6,3,6,6,5,3,1,4,4,5,3,4,6,6,4,4,5,4,5,4,5,5,7,2,4,2,2,-7,2,2,5,4,4,4,5,3,4,5,4,4,5, ,3,1,4,1,1,4,2, ,2,3,-9,50,0,0,0,75,1,1,3, , , ,2,4,4,-9,5,4,40,30,1,4,4,2,3,2,3,3,2,3,2,3,6,4,6,3,5,6,4,3,6,4,5,3,5, , , , , , , , , ,1,5,5,3,3,3
18465,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,0,0,0,50,1,1,3, , , ,2,6,2,-9,5,4,40,30,1,4,3,2,3,2,4,5,2,4,2,4,5,5,5,3,5,6,4,4,4,4,4,4,5,5,6,6,6,6,2,5,6,5,4,5,2,4,4,4
18577,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75,100,90,10,100,1,3,2, , , ,2,9,3,7,4,4,38,20,2,8,3,2,4,1,4,5,2,4,1,4,2,2,2,2,6,6,5,2,2,3,5,2,2, , , , , , , , , ,4,5,1,3,4,3
18613,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,20,1,0,99,2, , , , , ,1,7,3,-9,2,1,40,0,2,1,4,3,1,3,2,5,4,2,3,2,7,5,6,4,6,7,7,6,2,6,6,6,6, , , , , , , , , ,1,4,4,4,4,4
18613,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,0,10,1,99,2, , , , , ,2,6,3,-9,3,4,35,16,2,1,4,2,1,1,4,1,5,5,1,3,4,5,7,2,4,7,4,4,4,5,6,6,6,7,7,7,7,6,1,2,7,5,1,3,3,3,1,1
18730,1,1,1,5,2,4,4,2, , ,2,2,2,4,1,5,4,2,2, ,1,1,3,5,7,7,5,1,7,1,7,5,4,1,7,7,7,6,4,1,4,1,2,3,5,1,7,3,7,7,3,7,7,5,3,7,7,4,4,4,4,4,4,4,7,5,5,3,6,4,5,2,3,3,5,4,5,3,4,4,4,4,4,5,3, ,4,1,3,2,1,4,2, ,2,2,-9,100,10,5,0,80,2, , , , , ,2,4,2,-9,5,4,40,32,1,1,2,4,1,3,2,4,3,3,3,3,4,5,5,5,5,6,6,3,4,3,4,2,1,6,6,6,6,6,1,6,6,3,1,3,4,2,3,2
18770,1,1,0,4,2,4,4,3, , ,2,2,2,3,1,4,3,1,1,2,1,1,1,4,3,4,7,2,5,1,7,4,3,2,7,4,5,6,2,1,6,3,3,4,6,1,6,6,5,6,1,6,5,1,1,4,3,3,4,2,2,3,7,4,4,6,2,1,6,3,4,2,4,6,2,3,5,5,5,4,2,3,2,4,5,5,2,2,4,4,1,4,2, ,2,2,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18801,1,1,1,1, ,5,5,3, , ,-7,1,2,5,1,5,4,1,1,-9,1,5,6,7,5,5,5,5,5,5,6,6,4,5,5,5,5,7,5,3,6,4,3,5,6,2,6,6,6,6,2,6,6,3,1,6,6,3,6,6,3,5,5,6,6, , , , , , , ,5,5,3,5,5,4,5,5,3,3,4,4,6,6,1,4,5,2,1,3,2, ,-9,2,-9,20,100,75,25,80,1,-9,2, , , ,1,6,4,-9,5,4,40,24,3,6,3,1,4,1,4,5,1,5,1,5,5,4,4,4,6,5,5,3,3,4,2,2,2,6,6,6,6,6,6,4,6,5,1,2,3,3,1,1
18801,2,1,1,1, ,5,5,3, , ,-7,1,2,5,1,5,4,2,1,-9,1,5,6,6,5,5,5,5,5,6,5,6,4,5,5,5,5,6,6,3,6,5,3,5,6,3,6,6,6,6,4,6,5,4,4,5,6,5,6,6,2,6,4,5,5, , , , , , , ,5,4,5,4,4,4,4,4,4,4,4,4,4,4,3,2,3,2,1,3,1,1,-9,2,5,70,100,100,40,100,1,-9,2, , , ,1,7,4,-9,5,4,40,24,3,6,4,2,3,1,5,5,2,4,1,4,5,5,6,2,6,6,5,3,4,4,3,2,3,5,5,6,6,6,6,4,5,7,1,3,3,1,1,1
18938,1,1,1,5,-9,3,2,1,2, ,2,1,2,3,2, ,3,1,1,2,1,2,2,4,7,7,4,2,6,2,7,4,2,4,7,7,7,6,5,2,5,4,4,3,6,4,6,5,7,5,2,6,6,3,2,7,6,2,5,4,4,4,6,4,5,6,6,2,6,4,2,-7,5,3,4,3,5,5,6,5,3,5,3,3,5, ,2,3,4,2,1,3,1,1,2,4,-9,75,75,70,5,100,1,1,1, , , ,2,7,4,-9,3,4,40,15,3,7,4,4,3,2,4,5,3,4,1,4,6,6,4,5,6,5,6,5,7,5,3,5,6,7,7,7,7,6,7,6,7,6,3,5,1,4,4,3
18938,2,1,1,5,2,3,2,1,2, ,2,1,2,3,2, ,3,1,1,2,1,3,4,4,6,6,3,3,5,3,7,4,2,5,6,6,6,6,6,2,5,5,5,4,6,5,6,6,6,6,4,5,6,4,4,7,6,4,4,4,5,3,6,4,4,5,6,2,4,6,2,-7,5,5,4,4,6,4,6,5,4,4,2,4,4, ,5,3,4,2,1,3,2, ,2,2,-9,50,100,75,5,100,1,1,1, , , ,1,7,3,-9,5,4,38,20,3,3,4,3,2,1,4,4,3,4,1,5,5,5,5,3,5,5,6,5,6,6,4,6,5, , , , , , , , , ,1,5,4,2,1,2
19009,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,90,10,1,80,1,1,5, , , ,2,6,4,-9,4,4,40,30,2,1,4,2,3,1,2,3,3,2,2,3,2,4,5,4,5,6,5,3,3,5,3,3,5,7,7,6,6,6,1,2,7,2,1,2,4,2,2,3
19027,1,1,0,5,2,5,5,3, , ,2,2,2,4,2, ,3,1,1,3,1,5,6,6,5,6,5,4,4,3,6,6,2,4,6,6,3,7,5,2,7,5,2,7,7,1,7,7,7,7,1,7,7,1,1,7,5,2,6,4,2,7,6,5,7,6,6,1,6,1,2,2,6,6,1,1,6,4,7,6,2,2,2,2,6,3,1,3,4,1,1,3,2, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19036,1,1,1,6,2,3,2,2, , ,-7,1,2,3,2, ,4,1,1,3,1,3,5,3,6,7,1,1,6,5,7,2,1,1,7,6,5,6,1,2,7,5,4,7,7,1,7,3,7,7,1,7,7,5,1,6,6,3,4,4,4,4,6,4,3,6,4,6,6,3,3,2,2,3,6,6,6,2,6,3,5,6,7,7,5,6,2,3,4,2,1,3,1,1,2,-9,-9,10,100,80,0,100,1,3,3, , , ,1,8,4,8,3,4,50,25,2,6,4,1,3,2,5,5,1,4,2,5,6,3,5,6,7,7,6,1,7,2,3,2,1,7,7,7,7,7,5,5,7,7,2,3,1,3,1,1
19036,2,1,1,6,2,3,4,2, , ,-7,1,2,3,2, ,4,1,1,3,1,5,6,4,3,7,1,2,6,5,7,3,1,3,6,7,3,7,3,1,7,2,4,7,7,1,7,3,7,7,1,7,7,2,1,6,7,2,4,4,4,4,4,4,5,7,7,6,7,1,1,2,6,5,3,5,6,5,4,5,3,2,6,3,5,6,2,3,4,2,1,4,2, ,2,2,2,0,80,30,0,100,1,3,3, , , ,1,7,4,7,3,4,40,20,1,6,2,1,2,1,5,5,2,4,1,5,1,4,4,6,7,7,7,2,7,3,5,3,1,7,7,5,6,7,7,7,7,2,2,2,3,3,1,1
