nohhold,nomem,psy1,psy2,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,stig01,stig02,stig03,stig04,stig05,stig06,stig07,stig08,stig09,stig10,stig11,stig12,stig13,stig14,stig15,stig16,stig17,stig18,stig19,stig20,stig21,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,control,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6
22468,1,1,1,5,2,3,3,2, , ,1,3,2,3,2, ,2,2,2, ,2,3,3,7,7,7,1,4,3,2,7,7,1,4,7,6,5,6,2,2,6,4,5,1,4,2,6,4,5,6,2,6,4,4,1,6,6,2,2,1,5,1,4,2,2,4,4,2,5,4,1,-7,6,4,2,5,6,5,5,5,2,4,5,1,6, ,5,1,4,2,1,4,1,2,-9,4,-9,75,0,0,0,10,1,1,3,1,3,1,2,10,2,6,6,4,40,20,2,9,4,1,3,3,4,4,1,3,1,5,4,1,4,2,6,5,3,4,3,6,4,4,4, , , , , , , , , ,3,2,1,4,1,1
22468,2,1,1,5,2,3,3,2, , ,1,3,2,3,2, ,2,2,2, ,2,3,3,6,6,6,3,3,3,3,6,6,3,6,6,4,6,6,3,2,6,5,5,5,6,2,6,6,6,6,3,6,6,2,4,6,5,2,4,2,5,3,5,3,6,6,6,2,6,2,2,-7,4,5,5,5,5,5,5,5,3,3,3,3,5, ,2,3,4,2,1,3,1,2,2,3,-9,95,5,2,1,1,1,1,5,2,3,1,3,10,3,8,4,4,40,20,2,8,3,3,2,2,3,4,2,3,2,3,4,4,4,2,5,5,5,3,2,2,3,3,2,7,6,6,7,7,2,4,6,7,1,3,3,2,3,3
22498,1,1,1,5,2,3,4,3, , ,2,2,2,4,2, ,3,2,1,3,1,4,5,5,7,7,2,2,5,4,7,4,5,4,5,4,5,5,4,2,7,5,4,5,6,2,5,5,6,6,2,7,7,2,2,6,6,3,5,4,6,4,6,4,4,6,6,6,6,4,4,1,6,6,3,3,4,4,6,6,3,3,3,3,6, ,2,2,3,2,1,1,1,1,2,3,5,90,80,30,1,99,1,1,3,2,3,1,1,6,4,7,5,4,50,20,2,6,2,3,3,2,4,5,2,4,2,4,6,5,5,2,5,6,4,4,5,5,2,2,3,6,6,6,6,6,2,2,4,2,3,5,1,2,2,1
22498,2,1,1,5,2,4,4,3, , ,2,2,2,4,2, ,4,1,1,3,1,4,5,5,5,5,2,2,5,5,5,5,5,5,5,5,4,6,5,1,6,3,2,5,6,1,6,6,6,5,1,6,7,3,1,7,3,3,4,2,2,2,4,2,4,6,6,1,6,2,2,-7,4,3,2,2,5,4,6,3,2,2,2,3,5, ,3,3,3,1,1,2,1,1,-9,3,5,60,75,50,10,90,1,1,5,2,3,1,2,6,2,-9,5,4,40,20,2,1,3,2,3,1,4,4,1,4,1,3,5,3,2,3,4,4,5,1,2,2,2,3,1, , , , , , , , , ,4,2,2,2,1,2
22551,1,1,1,4,2,3,3,1,2, ,2,2,2,3,2, ,4,1,2, ,2,3,5,5,5,5,2,6,6,2,5,5,1,4,5,6,6,6,1,1,5,1,1,4,6,1,6,4,7,7,1,6,6,1,1,7,1,3,4,3,5,3,6,3,3,6,7,3,6,3,3,1,3,3,5,5,5,5,4,4,4,5,4,5,6,4,3,1,3,1,1,3,2, ,2,2,5,90,90,50,10,100,2, , , , , ,2,6,4,8,6,4,40,32,2,8,3,2,4,2,4,4,1,1,1,3,5,1,6,1,6,5,5,2,3,3,1,1,1,5,6,6,6,4,5,3,5,4,1,1,4,2,4,3
22595,2,1,1,1, ,2,2,1,1,3,-7,3,2,2,1,3,-9,2,1,-9,2,6,5,5,6,6,7,5,3,7,7,6,1,2,7,5,7,6,3,1,7,4,5,5,7,2,6,6,6,6,4,7,7,1,4,7,7,5,3,4,6,2,2,2,4, , , , , , , ,3,3,3,3,3,3,2,2,1,2,2,2,5,5,4,3,5,3,1,4,1,1,2,4,-9,50,30,25,0,100,1,-9,2,1,3,1,2,5,6,-9,5,4,36,12,2,8,4,3,5,1,3,4,4,4,2,3,7,5,3,3,2,5,6,4,6,4,4,4,2, , , , , , , , , ,1,3,2,2,2,2
22669,1,1,1,6,2,5,5,3, , ,2,1,2,5,2, ,3,1,1,4,2,1,1,5,5,5,1,1,5,1,5,5,2,1,5,5,5,6,5,1,5,5,2,4,3,4,6,6,6,5,3,5,5,4,3,4,3,5,6,5,3,4,4,4,6,5,3,2,4,4,5,2,2,3,4,3,4,2,4,3,3,3,3,3,5,6,2,1,3,1,1,4,1,2,2,4,-9,60,65,35,5,95,2, , ,1,4,1,1,6,4,8,5,4,40,20,3,6,4,5,4,1,3,4,2,4,1,4,4,4,4,5,5,5,6,3,5,3,2,2,2,7,6,6,5,5,3,2,7,5,1,2,4,2,2,1
22746,1,1,1,4,2,3,3,2, , ,1,2,2,3,2, ,3,2,2, ,2,6,6,7,6,6,4,3,6,4,6,6,3,4,7,3,6,4,1,1,6,4,3,2,5,2,7,4,7,4,1,5,6,5,2,7,4,3,4,3,3,4,5,3,4,5,4,1,4,4,4,-7,2,2,4,5,3,5,6,4,5,4,4,3,4, ,3,2,1,2,1,4,1,2,2,2,-9,50,0,0,0,100,1,-9,3,2,3,1,2,5,4,-9,5,4,40,25,2,8,2,5,2,1,3,4,1,3,2,2,2,2,3,3,6,6,3,3,4,2,3,3,3,7,7,5,7,5,1,4,7,5,1,1,4,4,1,3
22768,1,1,1,6,2,4,4,2, , ,-7,3,2,3,2, ,-9,3,1,-9,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,6,2,4,4,6,1,4,6,6,7,2,6,6,1,1,7,7,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,7, ,1,4,4,2,1,4,1,1,2,5,5,50,50,25,10,100,1,1,2,1,3,-9,1,4,3,-9,6,4,40,28,2,1,4,1,3,1,5,5,1,4,1,5,5,4,5,3,5,5,5,1,4,3,2,2,2,7,7,7,7,7,1,4,7,4,1,4,1,1,1,1
22768,2,1,1,6,2,4,4,2, , ,-7,3,2,3,2, ,3,1,1,-9,1,6,6,6,6,6,5,6,6,6,6,6,6, ,6,6,6,6,4,1,6,1,1,6,6,1,6,6,6,6,1,6,6,1,3,7,7,1,5,4,3,4,7,4,5,7,7,1,7,1,1,1,7,7,1,4,4,4,4,4,4,4,4,4,6,6,3,4,3,2,1,4,1,1,2,3,4,50,100,50,20,100,1,3,2,1,3,1,1,5,4,-9,6,4,40,28,2,6,5,1,4,1,5,5,1,5,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,1,1,7,1,1,2,1,1,1,1
22798,2,1,1,5,2,4,3,3, , ,2,2,2,3,2, ,2,2,1,1,2,1,6,6,6,6,3,3,6,1,6,5,1,5,6,6,6,5,3,6,6,5,3,1,6,2,6,5,6,7,4,4,3,6,5,6,7,4,6,4,4,4,4,4,7,6,6,1,4,2,2,-7,2,2,6,4,4,4,4,4,2,6,6,5,5, ,5,2,1,2,1,3,2, ,2,2,5,80,100,10,0,100,1,2,3,2,4,1,2,7,3,9,4,2,36,36,2,4,2,1,3,2,4,5,1,4,1,5,4,4,5,2,6,6,5,5,5,3,5,4,2,6,6,5,6,5,4,2,6,5,3,4,4,1,3,4
22891,2,1,1,5,2,2,2,2, , ,1,1,2,3,1,3,3,2,1,2,1,4,7,3,5,6,3,4,2,3,6,3,2,6,7,7,2,6,2,1,6,2,3,6,7,1,7,5,7,6,2,6,7,4,5,6,4,5,6,5,3,3,5,3,3,3,2,4,5,2,2,4,2,2,4,2,2,4,6,6,2,4,5,2,5, ,6,3,4,2,1,4,1,2,2,2,-9,65,75,75,40,95,1,1,3,2,4,1,2,8,5,10,6,4,45,30,2,6,3,2,3,2,4,4,2,3,2,4,5,2,4,2,6,2,2,3,4,3,2,1,2,7,7,7,7,7,7,3,7,6,3,5,1,1,3,3
23197,1,1,1,4,1,1,2,1,1,1,-7,3,2,2,2, ,3,1,1,1,2,7,6,7,7,7,7,6,7,7,6,7,4,7,7,7,7,6,7,4,7,5,5,7,7,2,7,4,6,7,5,7,7,5,6,7,7,7,7,7,7,5,3,7,5,7,3,4,7,4,5,3,7,6,4,6,7,7,7,7,6,2,4,4,4,4,4,2,4,2,1,3,1,1,3,2,-9,70,100,100,0,100,1,3,2,2,3,1,2,7,4,9,4,4,20,15,2,6,3,3,2,3,4,3,2,4,2,2,6,6,6,4,5,6,7,4,2,3,5,6,3,6,5,5,7,4,3,6,6,3,2,2,2,2,2,2
23260,1,1,1,4,2,3,2,2, , ,2,1,2,3,2, ,3,2,2, ,2,1,1,6,6,6,1,1,6,1,6,1,1,6,7,7,6,6,2,2,6,4,3,6,6,1,7,4,7,7,2,7,7,6,2,7,6,1,5,3,4,3,5,3,6,6,4,1,6,3,3,-7,3,2,5,3,6,2,3,3,3,5,3,3,4, ,4,1,3,2,1,4,1,1,2,3,-9,80,70,50,20,70,2, , , , , ,2,6,1,11,6,4,32,32,2,1,2,3,4,2,4,5,2,3,2,5,5,4,3,2,7,5,4,3,3,2,2,3,3,7,7,7,7,7,1,4,7,7,3,3,4,2,2,3
23677,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,100,100,0,100,1,1,3,1,3,1,1,12,2,-9,6,4,0,0,3,4,3,1,2,1,5,5,3,5,1,5,4,4,4,1,6,7,7,4,7,1,1,4,4, , , , , , , , , ,4,5,1,4,3,2
23847,1,1,1,6,2,4,2,1,1,2,-7,1,2,2,2, ,3,1,1,2,2,2,2,6,6,5,2,2,6,2,6,5,3,3,6,5,5,6,5,2,6,4,2,7,5,2,6,5,5,7,2,6,6,5,3,6,6,4,6,5,4,5,5,4,5,5,2,2,5,4,4,2,3,2,6,4,6,3,2,2,3,3,5,5,5,4,3,2,2,1,1,3,2, ,2,2,4,75,25,0,0,50,2, , ,1,3,2,2,4,2,8,5,4,36,30,1,6,3,3,2,1,4,4,3,2,2,3,5,5,5,3,5,6,5,3,4,2,2,3,5,5,6,6,6,6,3,5,6,6,1,2,4,1,2,2
23847,2,1,1,6,2,4,2,1,2, ,2,1,2,3,1,2,3,1,1,-9,1,3,5,7,7,7,3,3,7,3,7,7,3,3,7,7,7,7,1,1,7,5,1,7,5,1,7,5,7,7,4,7,7,5,3,7,7,3,5,5,3,5,5,5,7,7,7,1,7,1,1,-7,3,3,5,1,4,5,5,5,3,3,3,3,3, ,3,1,4,1,1,4,2, ,2,2,4,100,30,20,10,70,2, , ,1,3,1,1,4,2,9,6,4,40,30,1,6,4,2,1,1,5,4,1,4,2,5,5,6,7,6,7,7,7,2,3,6,1,2,1,7,6,5,7,4,4,6,7,4,1,5,2,2,2,3
24074,1,1,1,3,2,2,2,1,2, ,-7,2,2,1,2, ,3,2,2, ,3,2,2,5,5,6,6,5,6,2,6,2,1,2,6,6,6,6,6,1,5,5,2,6,6,1,6,5,4,6,1,6,6,4,2,6,5,3,6,4,5,6,5,5,6,6,6,2,6,5,3,-7,5,5,4,6,4,2,5,5,3,3,3,3,5,5,2,2,3,1,1,3,1,4,2,2,5,75,90,40,10,95,2, , , , , ,3,6,3,9,5,4,36,16,2,6,4,5,4,3,2,2,2,2,3,3,5,4,5,5,6,6,6,3,4,4,5,2,3,5,5,6,6,5,7,6,4,4,3,5,3,4,2,2
24257,1,1,1,4,2,3,4,2, , ,2,1,2,3,1,4,4,1,1,2,1,7,5,4,2,2,4,3,2,1,7,5,7,5,6,6,6,7,6,2,6,5,5,4,6,3,6,6,5,6,1,7,7,6,2,7,4,4,5,3,4,3,3,4,6,5,3,4,5,6,5,5,7,6,3,5,5,4,5,4,2,2,3,4,6,5,2,2,4,2,1,3,1,1,2,2,2,100,100,100,10,100,2, , ,2, , ,2,5,3,6,5,4,38,24,3,6,5,2,4,1,5,5,1,4,1,5,6,5,6,3,6,6,6,3,4,3,6,3,6,7,6,6,6,6,2,3,6,5,3,3,4,2,2,3
24370,1,1,1,3,1,2,2,1,2, ,-7,5,2,2,2, ,2,2,1,1,2,1,1,7,1,7,1,1,4,1,7,7,1,4,4,1,7,7,1,1,1,7,7,4,7,4,7,7,7,4,1,7,7,4,1,7,4,1,4,4,4,1,4,4,7,1,1,1,1,1,1,-7,6,1,4,6,1,4,1,1,1,1,1,1,7, ,3,3,4,2,1,3,2, ,3,2,2,50,0,0,0,0,1,1,5, , , ,2,11,4,-9,6,4,40,30,2,1,2,1,5,1,5,5,1,5,1,5,4,3,1,3,5,7,7,1,7,1,4,4,2, , , , , , , , , ,4,5,1,4,4,3
24385,1,1,0,4,2,3,4,2, , ,-7,1,2,4,1,4,4,1,1,2,1,4,4,6,7,6,7,2,7,7,7,6,2,6,6,7,6,7,5,2,7,5,6,5,7,2,7,6,7,7,3,7,7,7,6,7,7,7,5,2,6,2,6,2,7,7,3,6,6,6,6,-7,7,5,3,7,2,6,7,6,4,4,4,6,4,4,6,2,2,1,1,4,1,2,2,3,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24446,1,1,1,6,2,5,5,3, , ,2,2,2,5,2, ,3,-9,1,5,1,3,6,3,6,6,3,1,7,3,5,2,2,2,6,6,1,6,2,4,6,6,2,4,6,2,6,3,6,4,1,6,6,2,1,7,4,4,5,5,4,5,4,4,4,3,3,1,6,4,4,3,6,5,3,6,2,5,6,3,3,4,2,2,5,6,1,3,5,2,1,2,1,1,2,2,-9,60,99,98,95,99,1,-9,3, , , ,2,13,1,8,6,5,40,10,3,2,5,1,5,1,4,5,2,4,1,5,5,3,6,6,6,7,7,3,4,3,2,2,3, , , , , , , , , ,3,4,5,4,3,3
24510,1,1,1,5,2,4,4,2, , ,2,2,2,4,2, ,3,1,1,2,1,4,4,5,7,6,4,4,7,4,7,5,2,4,6,7,5,6,3,1,4,5,1,4,7,1,6,4,7,4,2,6,6,4,2,5,3,4,2,2,2,3,4,2,5,5,6,2,6,5,4,-7,3,3,3,2,5,4,6,3,3,5,3,3,5, ,3,1,3,1,1,4,1,3,2,4,5,80,80,30,0,90,2, , ,2,5,3,2,8,2,9,6,4,36,32,2,6,3,3,2,3,4,4,2,4,2,4,4,3,4,3,5,4,5,3,4,3,2,2,5,6,5,5,4,5,3,1,5,4,3,2,1,3,2,1
24561,1,1,0,5,2,3,4,2, , ,2,1,2,3,2, ,3,1,1,4,1,1,1,3,7,2,1,2,4,1,7,6,1,1,6,6,4,6,3,1,5,6,4,6,6,5,7,6,7,6,1,6,7,2,3,7,5,2,4,4,4,4,4,4,4,1,1,1,1,1,1,-7,3,3,6,3,4,2,6,2,4,2,4,2,6,4,3,2,4,2,1,3,2, ,-9,2,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24561,2,1,0,5,2,3,3,1,1,1,1,3,2,3,2, ,2,1,1,3,1,3,4,6,7,7,1,1,5,3,7,7,1,3,7,7,5,7,4,1,2,5,3,4,5,3,7,6,7,4,1,6,7,4,1,6,4,4,5,4,5,4,6,4,6,7,7,1,7,4,1,1,5,6,3,1,4,4,6,4,6,4,4,4,5, ,2,3,4,2,1,4,2, ,-9,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24614,1,1,1,5,2,3,3,2, , ,1,2,2,3,2, ,-9,2,1,1,2,4,4,4,5,5,4,2,2,5,6,4,2,5,7,7,4,7,4,1,5,2,1,7,7,1,7,5,7,7,4,7,7,2,4,7,7,7,4,4,4,4,4,4,4,5,6,1,7,1,1,-7,4,4,4,4,5,4,6,2,2,4,6,5,4, ,4,1,1,1,1,3,2, ,2,2,-9,50,100,50,10,100,1,1,3,2,2,1,2,5,4,8,5,4,40,18,2,1,2,5,2,2,3,4,4,2,2,3,2,2,6,4,6,6,6,3,3,5,2,2,4,5,7,4,5,4,2,7,6,2,2,3,3,2,3,3
24614,2,1,1,5,2,3,3,2, , ,1,2,2,3,2, ,3,2,1,1,2,2,6,6,6,5,4,2,5,6,7,6,1,3,7,6,6,7,5,1,6,2,3,3,6,1,7,4,6,7,3,7,7,2,2,7,7,4,5,5,4,5,4,4,5,7,7,1,7,1,4,-7,4,4,3,5,6,4,7,3,4,4,5,5,4, ,2,1,4,1,1,4,2, ,2,2,-9,50,10,5,0,99,1,3,3,1,3,1,2,5,4,8,5,4,40,20,3,8,3,4,4,2,4,4,4,4,3,3,4,2,3,4,2,6,6,4,4,4,4,4,4,7,4,6,7,6,2,4,6,1,2,2,4,2,2,2
24674,1,1,1,4,2,3,4,2, , ,-7,2,2,3,2, ,3,1,1,2,1,2,6,7,5,6,4,4,6,4,6,6,2,6,6,6,6,6,5,1,6,5,3,6,6,2,6,6,6,6,1,6,6,3,2,6,6,4,4,4,4,4,4,4,5,6,5,2,6,5,4,-7,5,5,6,6,6,5,5,5,5,5,5,5,5, ,2,1,4,1,1,2,1,1,2,2,-9,60,50,50,1,100,1,3,2,1,3,1,2,8,4,-9,3,4,36,20,2,6,3,4,2,1,4,4,3,4,2,3,6,4,6,3,6,6,5,3,4,3,2,3,3, , , , , , , , , ,3,5,1,2,1,2
24799,1,1,0,4,2,4,4,3, , ,2,1,1,4,2, ,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,2,1,2,1,1,4,3,1,3,3,7,5,3,3,7,2,4,4,4,4,7,7,7,4,4,4,4,1,4,4,1,7,1,7,7,1,-7,1,1,7,1,1,1,1,1,4,4,7,4,4,7,1,2,4,2,1,3,1,1,-9,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24982,1,1,1,5,2,5,5,3, , ,2,1,2,5,1,4,4,1,1,4,1,3,3,7,6,4,4,5,6,3,6,6,4,4,6,6,7,7,6,2,7,4,2,6,7,2,7,3,5,1,1,6,7,3,1,7,4,4,5,6,5,5,4,6,4,7,4,6,5,5,4,2,5,5,2,4,5,4,6,5,4,5,4,4,6,6,5,3,4,2,1,3,1,2,2,2,-9,50,70,30,10,100,2, , , , , ,2,5,2,6,6,4,48,36,3,8,3,4,2,3,4,4,2,4,3,4,5,7,6,4,5,7,5,2,7,4,4,1,5,6,6,5,6,6,1,4,7,4,1,2,3,2,1,1
25247,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,99,50,5,99,2, , ,1,3,2,2,4,2,8,7,4,40,40,3,6,3,3,2,2,5,5,2,3,2,5,6,5,5,5,6,6,6,3,4,2,2,3,1,5,5,5,6,3,7,5,5,1,1,5,3,3,1,3
25247,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75,95,75,10,99,2, , ,1,3,2,2,4,2,8,7,4,40,40,3,6,3,2,1,2,4,5,3,3,1,5,5,5,6,4,5,6,5,3,3,2,3,2,1,3,7,7,5,7,7,2,7,4,2,3,3,2,1,3
25359,1,1,1,5,2,4,2,3, , ,1,4,2,4,1,4,5,1,1,4,1,1,1,7,7,4,7,7,7,1,7,7,1,1,7,7,7,7,4,1,7,1,1,7,7,1,7,7,7,7,1,7,7,4,1,7,7,4,7,4,1,5,6,4,7,6,3,1,6,2,2,-7,4,5,5,3,5,5,5,5,4,5,4,4,7, ,2,2,3,2,1,4,1,2,2,2,-9,30,100,50,30,100,2, , , , , ,1,6,3,8,7,4,30,20,3,3,3,3,3,2,5,5,3,4,2,4,5,3,6,4,7,6,6,3,6,1,1,3,2,5,3,7,7,6,7,1,5,5,1,1,4,2,1,1
25387,1,1,1,1, ,3,4,3, , ,-7,2,2,3,2, ,2,2,1,-9,-9,1,3,4,5,5,5,5,5,1,4,4,4,4,4,4,4,6,4,3,4,4,4,4,5,2,4,4,4,4,4,5,5,4,4,4,4,4,1,1,1,1,1,1,1, , , , , , , ,2,3,2,2,2,2,3,3,3,3,3,3,5,4,4,3,3,2,1,2,1,1,-9,2,5,50,0,0,0,0,2, , , , , ,2,7,4,-9,4,4,40,30,2,9,3,2,2,2,4,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,5,5,2,4,5,1,1,2,2,3,3,2
25600,1,1,1,6,2,4,5,2, , ,1,1,2,4,2, ,3,1,1,3,1,1,5,6,5,5,2,2,6,2,7,6,3,4,6,4,5,6,5,1,7,4,3,7,7,1,5,6,6,7,4,5,3,5,4,1,5,7,6,6,2,6,6,5,7,5,3,2,6,5,5,-7,6,6,2,2,6,5,5,4,4,2,2,3,5, ,3,2,3,2,1,4,1,3,2,2,-9,75,80,25,10,100,1,1,3,1,4,2,2,6,4,8,4,4,40,20,2,8,3,2,4,1,4,4,3,4,1,4,3,5,5,4,7,6,7,1,5,1,3,2,1,7,7,7,4,7,4,3,5,2,1,1,4,1,3,3
25600,2,1,0,-9,3,4,4,2, , ,1,3,2,3,1,3,-9,2,1,2,1,6,6,6,5,5,2,4,4,6,4,4,3,6,5,4,4,5,4,4,5,4,4,4,5,1,5,5,6,6,3,5,7,5,4,7,4,5,7,7,2,7,3,5,6,6,2,1,5,4,4,1,4,3,5,5,4,4,3,4,4,4,4,4,4,4,4,2,3,4,1,4,1,1,-9,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
25904,1,1,0,2,3,3,2,1,2, ,2,2,2,4,1,4,4,2,1,1,1,2,3,3,6,6,6,2,6,2,6,2,2,5,5,5,6,5,3,1,5,4,4,2,5,2,5,5,4,5,1,5,7,4,2,6,2,5,5,5,3,5,5,5,5, , , , , , , ,5,5,2,3,5,5,5,5,2,4,2,1,5, ,4,1,2,1,1,4,1,2,2,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
25993,1,1,1,5,2,5,5,2, , ,2,2,2,4,2, ,3,2,1,3,2,2,3,4,5,7,5,2,7,2,6,7,1,6,7,6,6,7,6,3,6,6,1,6,7,2,7,6,7,5,1,5,7,3,1,5,7,3,3,4,3,5,5,5,7,5,6,5,6,5,4,-7,6,6,2,2,4,3,6,5,5,6,5,6,6, ,2,2,3,1,1,4,1,1,2,2,-9,80,60,40,0,100,1,3,3,1,3,1,2,10,2,9,4,4,0,0,2,3,3,1,3,1,5,4,4,4,1,4,6,5,5,6,6,5,5,2,7,3,5,3,2, , , , , , , , , ,1,2,2,4,4,2
25993,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90,100,50,0,90,1,1,3,2,3,1,1,11,2,-9,5,5,0,0,1,2,5,1,3,1,5,5,1,3,1,5,7,4,7,5,7,7,5,4,7,4,4,3,3, , , , , , , , , ,1,5,1,4,4,1
26028,1,1,0,1, ,3,3,2, , ,1,2,2,3,1,3,3,2,1,2,1,4,6,5,4,4,2,2,4,6,5,2,1,1,5,2,4,4,4,1,1,1,2,2,5,2,4,2,2,2,1,6,1,1,4,2,1,1,4,2,5,2,4,2,1, , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,5,2,1,3,1,1,2,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26028,2,1,0,1, ,3,3,2, , ,1,1,2,3,2, ,-9,-9,2, ,-9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , ,4,4,4,4,4,4,1,1,1,1,1,1,1,7,1,5,1,2,2, ,2, ,-9,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26034,1,1,1,5,-9,4,4,3, , ,-7,1,2,4,1,4,2,1,1,3,1,1,1,4,4,6,2,4,4,1,6,5,1,1,6,5,5,6,2,1,7,4,2,6,6,2,6,6,7,7,1,6,7,2,1,7,6,2,5,6,3,4,4,5,6,4,3,1,3,5,5,2,3,3,2,2,5,3,4,4,3,5,4,5,6,4,2,2,4,1,1,4,2, ,-9,2,2,50,90,0,0,90,2, , , , , ,1,11,2,7,6,4,0,9,2,1,4,2,3,1,4,4,2,3,1,4,6,4,4,3,5,4,4,2,4,4,2,2,4, , , , , , , , , ,4,5,2,4,4,4
26111,1,1,1,3,2,2,3,2, , ,-7,2,2,3,2, ,3,2,1,1,1,2,5,7,7,6,1,1,4,1,7,6,1,2,5,4,5,4,1,1,5,6,3,4,6,2,7,6,7,6,1,5,7,2,6,7,6,1,4,2,3,3,6,1,4,6,1,2,6,2,1,-7,5,5,2,4,6,4,6,2,2,5,2,5,6, ,3,1,4,2,1,2,1,1,-9,2,-9,50,0,0,0,30,1,1,3,2,3,1,2,9,2,5,3,4,40,20,2,1,3,4,4,2,5,5,3,4,1,5,1,2,2,3,5,6,5,4,2,5,6,4,5,7,7,6,7,4,1,6,5,1,3,1,1,2,4,2
26111,2,1,1,4,2,3,3,2, , ,-7,1,2,3,2, ,3,1,1,1,1,1,5,7,5,4,1,1,6,5,7,6,1,3,6,4,4,5,1,1,6,3,2,6,7,2,7,6,7,7,1,6,7,1,2,7,6,1,3,2,6,2,7,3,4,7,7,1,6,1,1,-7,5,3,6,5,7,2,6,2,1,6,3,6,5, ,3,1,4,2,1,3,1,1,-9,2,3,60,20,0,0,80,1,1,3,2,3,1,1,10,2,5,3,4,38,20,1,1,3,4,2,1,3,2,2,3,3,3,1,2,2,4,5,6,6,6,2,5,3,6,7, , , , , , , , , ,2,2,2,2,1,2
26212,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80,90,30,10,75,2, , ,1,3,2,1,4,2,10,6,4,40,36,1,6,4,3,2,2,2,3,1,4,2,5,5,4,5,5,6,6,5,2,3,4,1,1,2,7,7,7,7,6,7,5,7,5,1,3,1,4,1,2
