nohhold,nomem,psy1,psy2,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,stig01,stig02,stig03,stig04,stig05,stig06,stig07,stig08,stig09,stig10,stig11,stig12,stig13,stig14,stig15,stig16,stig17,stig18,stig19,stig20,stig21,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,control,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6
3734,1,1,1,5,2,3,4,2, , ,-7,1,2,3,2, ,-9,1,1,1,1,1,3,1,2,4,1,3,5,1,4,1,1,2,6,5,4,5,2,1,4,3,3,3,5,2,6,4,5,4,1,5,5,2,1,4,4,2,5,4,4,4,4,4,2,3,5,1,5,3,2,1,3,3,5,4,3,2,3,4,3,5,3,5,6,5,3,1,4,1,1,3,1,1,2,2,5,90,100,50,0,80,1,1,3,1,3,-9,2,11,2,-9,6,4,36,20,3,2,4,2,2,4,4,4,2,4,1,4,3,4,4,2,6,4,4,5,4,3,4,5,2, , , , , , , , , ,4,5,1,4,3,4
3860,1,1,1,6,2,4,4,3, , ,2,1,2,4,2, ,3,2,1,3,2,2,5,6,5,5,2,2,5,2,6,5,3,5,5,3,4,6,4,3,4,5,2,2,6,2,6,5,7,6,1,4,3,4,2,3,4,3,5,4,4,3,3,5,6,5,3,2,6,2,4,2,6,5,2,3,6,4,6,6,2,2,2,2,6,6,2,3,3,1,1,4,1,1,2,3,-9,10,80,60,1,100,1,3,3,2,4,2,2,10,2,9,6,4,32,20,3,8,3,4,4,1,4,4,2,4,1,3,2,5,5,6,6,6,6,2,4,1,2,2,2,6,7,6,6,6,6,5,5,6,1,2,4,4,2,2
3875,1,1,1,5,2,4,4,3, , ,-7,1,2,4,2, ,2,1,1,3,1,1,2,1,5,6,1,1,4,1,6,2,1,1,6,6,2,5,2,1,7,5,2,5,6,2,6,6,7,2,1,5,7,4,2,6,5,4,5,3,4,4,4,4,5,7,7,1,7,1,1,-7,5,3,5,5,5,5,5,5,5,5,5,4,6,5,2,2,3,1,1,4,1,4,2,2,-9,100,95,80,0,100,1,1,3,1,3,1,1,12,2,8,6,4,10,10,2,4,3,3,2,2,4,4,4,3,2,3,5,4,4,5,5,5,5,5,2,2,1,3,2, , , , , , , , , ,4,2,4,4,3,4
3906,1,1,1,5,2,4,4,3, , ,2,1,2,2,2, ,3,1,1,2,2,2,7,6,6,7,1,3,6,1,6,4,1,3,5,6,5,6,5,1,7,6,5,6,7,3,6,5,5,7,2,7,6,2,1,5,4,3,6,4,4,5,5,5,4,6,4,1,4,3,3,2,5,5,2,4,4,5,6,5,2,2,3,1,5,7,1,2,1,2,1,3,1,1,2,2,5,75,86,24,5,100,1,3,3,1,4,1,1,7,4,8,5,4,36,12,3,6,3,2,2,1,4,4,2,3,1,3,5,3,3,4,6,6,6,2,3,2,2,3,3,7,7,7,7,5,6,4,7,6,4,5,4,1,1,1
3906,3,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,3,5,4,2,4,5,4,6,7,6,4,5,6,5,4,3,3,4,5,6,4,3,4,4,4,4,4,4,4,4,4,4,1,2,2,5,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,1,2,1,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3906,4,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,2,5,2,4,6,6,2,6,5,6,6,2,6,6,2,2,6,3,3,4,4,4,4,6,4,4,4,4,4,4,4,4,-7,6,6,2,4,3,4,6,4,3,2,3,4,5,4,2,1,4,2,1,1,1,1,2,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3982,1,1,1,4,2,4,4,2, , ,-7,1,2,4,2, ,3,2,1,2,1,3,2,5,4,5,6,4,5,4,5,6,3,4,5,6,5,4,3,5,5,4,5,5,5,4,6,6,5,3,2,6,6,3,3,6,3,3,4,5,3,3,5,3,6,4,6,3,3,3,2,-7,3,5,5,3,5,6,5,5,4,5,3,3,5,6,4,2,4,1,1,3,1,1,-9,5,2,20,30,5,0,40,1,-9,3,2,3,1,3,12,2,5,3,3,10,15,2,6,3,2,2,1,1,2,3,4,1,5,4,2,4,2,2,1,4,6,5,5,6,2,1, , , , , , , , , ,3,5,1,4,4,3
3982,2,1,1,4,2,3,4,2, , ,2,1,2,3,1,2,3,2,1,2,1,4,5,5,6,6,1,4,5,5,5,4,1,6,7,7,5,5,1,1,4,5,1,7,5,5,6,1,7,4,1,6,7,4,1,7,6,5,4,1,5,4,5,1,5,1,7,1,5,1,1,-7,4,3,5,1,4,3,1,7,6,5,4,4,4, ,1,1,3,2,1,1,1,1,2,5,2,50,40,10,10,5,1,-9,4,1,3,1,3,13,6,5,4,4,40,30,2,8,5,1,3,5,2,5,3,1,1,5,5,1,5,7,4,7,4,1,7,1,4,6,7, , , , , , , , , ,3,1,1,2,4,4
4003,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,40,20,0,25,1,1,3,3,3,2,3,7,3,8,5,4,36,25,2,6,4,1,4,1,3,3,1,3,2,4,4,4,6,2,6,6,6,5,4,5,1,1,1,5,4,7,6,5,5,4,2,6,2,2,5,3,3,3
4019,1,1,1,4,2,3,4,2, , ,2,4,2,3,2, ,4,2,2, ,3,3,5,6,6,7,4,4,6,5,6,6,3,4,6,3,5,5,3,4,6,6,1,5,6,5,6,2,7,6,6,6,3,5,6,4,6,6,4,4,4,4,4,4,7,3,1,5,5,6,5,-7,4,3,6,6,6,5,5,6,6,6,6,5,2, ,6,1,2,1,1,2,1,1,2,4,-9,50,10,2,1,20,2, , , , , ,2,8,2,7,6,4,36,24,2,4,2,3,2,2,3,4,2,3,2,3,4,3,3,6,6,6,6,2,1,6,6,7,5,4,6,2,5,2,2,5,6,2,3,4,2,1,3,1
4043,1,1,1,5,2,3,2,1,2, ,-7,2,2,2,2, ,2,2,2, ,3,5,6,5,5,6,1,5,6,5,5,6,1,5,5,2,5,5,4,1,5,4,1,5,5,2,5,2,5,7,1,6,6,3,2,5,1,3,3,4,2,4,1,3,4,5,1,1,5,3,4,2,3,3,4,5,4,3,3,4,3,3,4,3,5,5,1,3,5,1,1,4,1,2,2,-9,-9,90,50,50,50,100,1,3,2,1,5,1,2,10,4,8,5,4,36,20,3,6,4,1,2,1,4,4,2,4,1,5,5,4,5,7,5,6,5,2,4,3,2,1,1, , , , , , , , , ,4,5,2,3,3,2
4073,1,1,1,3,2,3,3,2, , ,-7,2,2,3,2, ,3,2,2, ,3,2,6,6,6,6,2,2,6,2,6,6,2,2,6,6,6,6,2,1,4,4,2,2,6,5,6,3,7,7,1,6,7,4,1,6,6,2,2,2,2,2,4,2,2,6,6,1,6,2,1,-7,4,4,3,1,4,4,6,6,2,3,3,4,5, ,1,3,4,1,1,2,1,2,2,2,5,80,50,0,0,50,1,1,3, , , ,3,10,1,4,4,5,0,0,2,4,3,1,2,2,5,5,2,4,2,4,2,6,2,4,6,6,5,2,4,3,5,2,1, , , , , , , , , ,4,5,1,2,4,3
4101,1,1,1,5,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,3,2,7,7,7,6,7,4,6,6,7,7,7,3,7,7,5,7,7,4,1,7,6,1,6,7,1,7,7,7,4,1,7,7,2,1,7,5,1,3,1,3,3,4,1,2,7,1,2,7,2,2,3,3,3,6,4,4,4,4,4,2,4,4,4,7,4,2,1,4,1,1,3,2, ,2,2,5,50,60,50,0,99,1,2,2,1,3,1,1,6,3,7,4,4,36,20,1,4,2,2,3,2,3,4,1,3,2,4,6,5,4,5,4,4,6,1,2,6,1,1,1,6,4,4,6,2,6,6,6,1,4,5,5,4,4,4
4101,3,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,2,6,3,3,6,6,2,6,6,6,6,2,6,6,2,3,6,5,3,5,4,4,5,4,4,4,6,3,5,6,3,3,2,4,4,3,4,5,4,6,4,3,4,3,4,5,4,5,2,3,1,1,3,1,2,2,2,5,50,80,50,10,90,2, , ,1, , ,2,2,4,5,6,4,36,24,2,6,3,3,4,2,4,4,3,3,2,4,6,5,6,5,5,5,4,2,3,5,3,2,3, , , , , , , , , ,3,3,2,3,2,2
4115,1,1,1,5,2,4,4,3, , ,2,1,2,3,2, ,2,1,1,3,1,2,2,7,7,7,1,5,2,1,7,6,1,1,7,5,3,6,2,1,7,5,2,7,7,1,7,5,7,7,1,7,7,1,1,6,1,1,5,2,2,5,5,4,7,7,1,1,6,1,2,2,5,4,4,3,6,7,5,5,3,3,2,2,6,7,2,3,4,1,1,4,2, ,2,2,-9,90,100,80,0,100,1,1,3,1,3,1,1,11,2,9,6,4,40,30,4,3,4,1,5,1,5,5,1,5,1,5,3,1,2,1,7,6,5,4,6,6,2,7,7, , , , , , , , , ,4,5,1,3,3,1
4175,1,1,1,4,2,3,4,2, , ,-7,2,2,3,2, ,2,2,1,2,2,1,6,6,6,6,1,1,4,1,6,6,1,4,7,7,4,4,4,1,4,1,1,1,6,2,7,4,7,7,1,7,7,4,1,7,4,6,4,4,4,3,4,3,3,6,6,2,6,2,2,1,1,1,5,1,1,1,7,5,1,4,5,1,5,4,2,1,4,1,1,4,1,4,2,2,5,90,0,0,0,0,1,1,3,2,3,1,3,9,2,7,3,4,38,15,2,1,3,3,3,2,3,2,2,2,4,3,1,1,4,1,4,1,1,7,2,7,4,4,6, , , , , , , , , ,4,5,1,4,1,1
4175,4,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,1,4,1,3,4,7,1,7,7,7,7,1,7,7,4,1,7,4,4,4,3,3,4,5,3,4,7,4,5,5,1,1,1,5,5,2,5,5,3,7,7,1,1,3,3,4,4,3,1,3,1,1,4,1,2,-9,2,4,80,0,0,0,0,2, , ,2, , ,2,3,4,-9,4,4,38,0,2,1,5,2,2,1,5,5,1,5,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,3,4,5,1,5,7,1,1,5,4,3,2,2
4179,1,1,1,5,2,3,3,2, , ,2,3,2,2,1,3,3,1,2, ,2,3,5,3,4,3,3,2,2,4,4,4,3,3,4,3,3,3,3,4,5,4,4,3,5,2,5,3,6,5,4,6,6,5,4,5,5,5,6,3,4,4,3,3,3,2,6,2,2,2,2,1,6,6,2,3,3,4,6,6,2,4,3,2,4,2,3,4,3,1,1,3,1,2,2,5,5,100,1,1,1,5,1,1,3,2,2,1,2,12,2,7,6,5,45,30,2,5,3,4,3,4,3,3,4,3,4,3,5,4,2,2,5,2,1,2,2,5,3,6,2, , , , , , , , , ,3,4,2,2,3,2
4197,1,1,1,5,2,3,4,2, , ,1,1,2,3,2, ,3,1,1,1,1,1,1,6,7,7,1,1,4,1,7,6,1,1,7,7,6,6,5,2,5,5,2,2,6,2,7,7,6,4,3,6,7,3,2,7,5,6,4,4,4,4,4,4,5,7,6,2,6,2,2,3,3,5,2,4,3,3,6,5,3,3,3,3,5,6,3,3,2,2,1,2,2, ,2,2,-9,75,100,60,1,100,2, , , , , ,3,8,4,-9,4,4,36,24,1,4,4,2,5,1,5,5,1,4,1,5,6,4,5,6,6,6,4,2,4,3,5,5,4,6,6,5,6,5,6,4,5,2,1,4,3,2,3,2
4232,1,1,1,6,2,4,5,3, , ,2,1,2,4,2, ,3,1,1,2,1,4,5,5,5,7,2,1,6,4,6,6,1,4,6,6,6,5,4,1,5,4,1,7,5,1,6,6,6,4,1,6,6,5,1,6,4,4,5,5,2,4,6,6,6,7,7,1,7,5,1,-7,5,5,3,5,5,3,7,4,1,2,2,2,5, ,2,4,3,2,1,4,1,2,-9,2,2,70,40,10,0,90,1,1,3,2,3,1,2,10,4,10,6,4,36,24,2,3,4,3,2,1,3,4,2,1,2,4,4,4,4,4,5,6,6,3,5,6,3,4,5, , , , , , , , , ,3,4,1,4,2,3
4232,2,1,1,6,2,4,2,3, , ,2,1,2,1,1,4,2,1,1,3,1,2,2,5,6,3,1,3,7,2,7,5,2,5,7,7,7,6,2,1,6,2,2,6,6,1,7,7,5,5,2,6,4,3,2,4,4,4,5,4,4,4,6,5,7,7,6,1,5,3,2,1,5,6,2,5,4,2,5,3,2,5,2,3,5,7,1,3,2,2,1,4,1,2,2,4,-9,75,90,80,5,100,1,3,2,1,4,1,2,10,2,9,7,4,36,24,2,3,2,3,2,1,3,3,2,4,2,2,2,5,4,6,7,5,6,2,2,3,2,2,1,6,6,6,6,6,4,3,6,6,1,1,2,2,2,2
4255,1,1,1,4,2,4,4,1,1,3,-7,2,2,3,2, ,3,2,1,2,1,1,1,6,6,4,4,4,4,4,6,6,1,1,5,6,5,6,4,5,5,4,5,2,6,2,6,6,6,5,1,7,6,4,2,5,4,3,4,4,5,3,5,3,4,5,4,4,5,3,3,2,5,4,3,4,4,3,5,5,3,4,4,4,6,5,2,2,4,1,1,2,1,1,2,2,5,25,80,5,0,95,2, , , , , ,2,8,2,7,6,4,40,30,2,6,3,3,3,2,4,5,2,4,3,3,5,4,5,3,5,6,5,4,3,4,3,3,4,3,4,6,5,7,7,5,3,2,1,1,2,4,1,1
4258,2,1,1,6,2,4,4,3, , ,2,1,2,2,2, ,2,1,1,3,1,4,5,7,7,7,1,7,7,2,7,1,1,7,7,7,4,7,7,1,7,7,1,7,7,1,7,7,7,7,1,7,7,1,1,7,7,1,1,1,5,1,4,1,4,7,7,1,7,1,1,-7,6,4,1,4,5,1,6,4,4,4,3,3,6,7,3,1,5,1,1,2,1,4,2,2,2,70,0,0,0,0,1,1,3,2,3,8,2,13,2,-9,6,5,0,0,1,2,2,3,3,1,5,3,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , ,4,5,1,4,4,3
4301,1,1,1,5,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,1,2,3,6,4,3,6,1,1,4,4,5,5,1,3,6,4,2,6,3,1,5,5,4,3,6,3,6,4,6,5,1,6,6,2,1,5,2,4,4,3,3,3,4,3,6,6,4,3,6,3,3,-7,2,3,3,1,5,6,6,5,4,2,4,5,4, ,1,2,3,1,1,3,2, ,2,2,2,80,90,90,0,95,1,-9,3,1,3,1,2,11,2,-9,5,5,0,0,2,1,3,2,4,1,2,2,3,2,1,4,4,3,3,2,5,4,3,2,6,5,3,4,1, , , , , , , , , ,4,5,1,4,3,2
4326,1,1,1,4,2,3,4,2, , ,-7,2,2,3,2, ,2,2,1,2,2,5,6,6,6,7,1,1,6,5,7,6,1,6,7,6,6,6,2,6,3,6,4,3,7,2,7,6,6,5,1,7,7,3,1,7,6,2,4,4,4,4,4,4,1,5,7,1,6,4,3,-7,3,3,4,4,4,3,4,3,4,3,4,3,6, ,3,3,4,3,1,1,1,1,3,2,3,80,80,50,0,95,1,-9,3,2,3,1,2,11,3,-9,5,4,40,20,1,1,3,3,4,3,3,3,3,3,2,4,3,3,6,2,6,7,4,5,3,3,4,5,4, , , , , , , , , ,3,4,2,4,3,2
4326,2,1,1,4,2,3,4,1,2, ,-7,2,2,3,2, ,3,2,1,1,2,4,5,5,5,7,1,4,6,5,5,6,1,5,7,6,6,6,2,1,3,6,4,3,7,1,7,5,7,7,1,7,7,4,1,7,4,4,4,4,4,4,4,4,1,6,7,7,1,4,4,-7,3,4,3,5,5,4,6,4,2,3,3,5,5, ,2,3,3,3,1,1,1,1,3,2,3,70,100,60,0,100,1,-9,3,2,3,1,2,10,3,-9,5,4,40,25,1,1,4,2,3,1,4,5,2,3,1,4,5,1,5,2,4,6,3,3,5,3,4,5,3, , , , , , , , , ,3,4,1,4,2,2
4346,1,1,1,5,2,5,5,3, , ,2,1,2,5,1,5,3,1,1,4,1,1,1,7,7,5,3,5,5,1,5,7,3,1,5,5,5,7,4,1,4,3,1,1,7,1,5,5,5,4,1,7,7,1,1,4,4,4,3,3,3,1,4,3,4,7,7,4,5,3,3,1,5,4,4,3,5,3,5,5,2,3,4,3,5,4,2,1,1,1,1,3,2, ,1,2,5,75,90,50,0,100,2, , ,1,3,1,1,7,4,6,3,4,40,20,2,6,4,2,2,1,3,3,3,4,1,4,5,4,3,5,5,5,4,3,4,3,2,1,1,7,4,5,4,4,1,6,4,4,4,5,2,4,3,3
4346,2,1,1,5,2,4,4,3, , ,2,2,2,4,2, ,-9,1,1,4,1,2,2,6,6,6,3,4,5,2,6,6,2,2,6,4,6,4,3,3,5,5,3,3,6,2,6,6,5,5,2,6,6,4,2,6,6,4,4,2,4,3,4,4,4,6,6,2,6,4,2,2,2,3,2,4,4,4,5,4,3,3,4,3,6,4,2,1,3,4,1,2,2, ,2,2,5,85,100,80,15,80,2, , ,2,3,1,2,6,5,-9,4,4,50,30,2,4,3,4,2,2,4,4,2,4,3,4,4,3,6,4,6,6,5,3,2,4,2,2,2,6,5,5,6,5,6,4,6,3,1,5,5,4,2,2
5911,1,1,1,5,2,4,3,2, , ,2,1,2,3,2, ,3,3,2, ,3,5,5,4,5,5,4,4,4,5,5,4,1,4,5,5,2,4,2,4,6,5,3,5,7,2,7,4,6,6,1,5,7,3,1,5,5,6,5,4,5,6,4,5,4,6,4,3,6,4,5,3,6,5,3,2,5,4,4,4,6,6,5,5,5,7,2,1,1,1,1,4,1,2,2,4,-9,70,99,95,10,100,1,3,3,1,3,3,1,12,2,8,4,4,0,0,3,3,3,3,4,1,3,3,3,4,1,2,3,4,5,5,6,5,4,5,4,5,5,4,3, , , , , , , , , ,4,5,4,2,3,1
6443,1,1,1,6,2,5,5,3, , ,-7,1,2,4,2, ,3,1,1,3,1,1,1,7,7,7,2,1,6,1,7,6,1,1,7,6,6,5,4,1,7,2,1,5,7,1,7,7,6,6,1,7,7,4,1,7,6,1,6,5,2,7,4,6,6,6,7,1,6,1,1,-7,2,2,2,6,6,2,4,4,4,4,5,5,6, ,1,3,3,1,1,3,1,1,-9,2,2,80,100,100,10,100,2, , ,1,3,1,1,11,2,-9,2,4,0,0,2,2,3,4,1,2,4,2,1,3,2,4,6,2,6,2,6,6,6,2,5,4,1,3,2, , , , , , , , , ,4,5,1,3,1,1
7514,1,1,1,5,2,3,2,2, , ,2,2,2,3,2, ,2,2,2, ,3,1,1,5,5,4,2,2,5,1,6,5,1,1,5,5,5,6,2,2,5,4,2,4,6,2,5,3,6,5,1,6,5,4,2,5,4,3,3,3,5,2,3,2,5,5,5,2,5,2,2,-7,4,3,4,6,5,3,6,4,2,3,3,3,5, ,2,1,3,1,1,2,1,1,3,2,5,80,5,0,0,50,2, , , , , ,3,8,3,9,4,4,40,30,2,1,3,1,1,1,4,4,2,4,1,4,2,5,3,2,3,5,5,3,4,4,3,3,3,6,6,5,5,5,6,5,6,4,1,4,2,3,2,2
10133,2,1,1,5,2,4,4,3, , ,-7,1,2,4,2, ,2,2,1,2,2,3,4,6,6,7,1,1,6,3,6,6,1,5,7,7,5,5,2,2,7,6,1,6,7,1,7,6,7,7,1,7,7,2,1,7,2,1,4,4,4,4,4,4,7,7,7,1,7,2,1,-7,6,5,2,5,5,3,6,5,2,2,2,2,7,6,2,3,5,1,1,4,1,3,2,2,-9,90,70,40,0,60,1,-9,3,1,3,1,1,12,2,8,4,5,0,0,2,2,4,2,4,1,5,5,1,5,1,5,3,5,5,4,6,6,6,2,2,5,1,2,2, , , , , , , , , ,3,4,2,3,1,1
10136,1,1,1,5,3,5,4,3, , ,-7,2,2,4,2, ,-9,1,1,3,1,5,7,6,6,6,6,5,6,4,7,7,1,4,6,6,6,6,5,1,7,6,5,6,7,1,7,7,7,6,1,6,6,2,2,6,4,1,4,3,4,4,5,4,5,7,2,2,6,5,4,3,4,4,3,4,4,4,4,4,4,4,4,4,6,5,3,4,2,1,1,3,2, ,-9,3,4,90,95,80,10,100,1,3,3,2,4,-9,2,7,3,7,2,4,40,8,1,6,3,3,3,3,5,4,2,2,2,3,5,5,6,3,4,4,4,3,4,4,1,2,1,5,5,5,5,5,3,4,4,4,4,3,2,1,1,1
10136,2,1,1,1, ,3,3,2, , ,-7,5,2,3,2, ,2,1,1,-9,-9,3,4,7,7,7,2,4,4,2,7,7,1,3,7,6,6,6,5,3,6,5,4,6,6,2,7,4,7,7,2,6,7,2,4,6,5,4,4,5,3,5,4,4,3, , , , , , , ,5,5,2,2,4,3,5,4,3,3,3,4,6, ,3,3,2,1,1,1,2, ,-9,2,3,50,30,15,1,70,1,1,5,2,2,1,3,6,4,-9,3,4,36,15,1,6,3,1,2,3,3,3,2,4,2,4,5,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,3,3,2,3,3
10146,1,1,1,4,2,3,3,2, , ,-7,3,2,3,2, ,2,2,1,2,2,1,1,6,6,7,4,7,7,1,7,7,1,1,7,7,7,5,3,2,7,4,6,7,5,1,7,5,7,7,2,7,7,4,2,7,7,4,4,1,6,4,4,4,5,4,4,4,5,7,4,-7,4,4,5,3,5,4,5,3,4,4,5,5,5,3,2,2,3,1,2, ,1,1,2,2,-9,50,0,0,0,40,2, , , , , ,3,8,2,5,2,4,36,20,1,8,2,5,2,2,3,3,3,4,3,3,6,5,6,4,5,7,5,5,3,5,4,5,1,4,4,2,4,5,1,6,4,1,4,3,3,2,2,4
10176,1,1,1,5,2,4,4,2, , ,2,2,2,4,2, ,3,3,2, ,2,1,1,1,6,7,1,1,7,1,7,4,1,1,7,4,3,7,2,2,5,4,2,4,7,4,7,4,7,6,1,4,7,5,1,7,5,4,4,4,4,4,4,4,6,4,7,1,6,1,2,1,4,1,6,6,6,1,5,2,4,6,6,5,5, ,2,3,4,1,1,2,1,1,3,4,2,90,100,75,0,100,2, , , , , ,1,12,2,-9,6,4,0,30,2,4,4,1,3,1,4,5,1,4,1,5,4,4,4,7,7,7,6,2,2,4,4,4,5, , , , , , , , , ,3,3,1,3,4,2
10180,1,1,1,-9,2,4,5,3, , ,2,1,2,5,2, ,3,2,1,4,1,1,1,6,6,6,5,5,7,1,6,6,1,1,5,5,6,7,5,3,5,5,3,3,6,1,5,5,6,4,2,6,7,5,2,5,2,3,7,5,3,7,4,6,5,7,5,3,6,1,2,3,5,2,4,5,6,5,7,6,2,3,2,3,5,6,4,1,1,1,1,4,1,1,2,2,5,98,95,75,10,99,2, , ,1,5,3,1,6,4,10,7,4,36,20,3,4,4,4,4,2,5,5,3,3,2,3,5,5,5,3,4,5,6,4,3,3,2,3,2,6,6,6,6,7,7,3,5,7,1,2,4,4,4,4
10181,1,1,1,2,2,1,1,2, , ,2,4,2,3,2, ,3,-9,2, ,4,4,4,4,4,6,4,4,4,2,4,4,1,4,4,2,4,4,1,1,4,1,4,1,7,1,7,1,7,5,1,7,7,5,1,7,7,5,1,1,4,1,4,1,1, , , , , , , ,4,1,7,1,4,1,4,4,4,4,4,4,3, ,2,1,3,1,1,2,2, ,-9,3,2,100,0,0,0,0,1,1,5, , , ,1,8,3,-9,4,4,36,24,1,1,3,2,1,1,3,3,1,2,3,3,3,1,4,1,5,5,7,5,6,7,1,1,6, , , , , , , , , ,2,5,1,4,2,3
10216,1,1,1,1, ,3,3,2, , ,-7,3,2,3,2, ,2,2,2, ,2,1,1,5,5,5,2,2,3,1,6,4,2,1,6,5,3,4,1,1,5,3,1,4,7,1,6,4,6,7,1,6,7,1,1,6,6,6,4,1,1,1,1,1,1, , , , , , , ,4,2,5,3,6,1,4,2,4,5,5,5,5,5,1,1,3,2,1,3,1,1,3,3,-9,50,0,0,0,100,2, , , , , ,2,7,4,9,5,4,40,32,2,6,3,1,1,1,4,5,1,4,1,5,1,1,1,1,6,3,7,2,2,2,4,4,3,6,7,7,6,6,5,4,5,4,1,4,3,2,2,2
10217,1,1,1,5,2,4,4,3, , ,1,1,2,4,1,4,3,1,1,2,2,2,4,6,5,5,5,3,4,3,6,7,2,5,6,4,5,7,1,1,7,4,2,2,6,1,7,6,7,6,1,6,7,1,1,6,6,6,7,5,4,6,5,4,7,7,6,4,6,2,1,3,6,6,1,6,6,4,7,5,1,1,1,2,6,7,1,3,3,2,1,3,2, ,-9,4,2,100,50,0,0,75,1,-9,3,1,3,1,1,9,3,6,3,4,32,20,3,3,3,2,4,1,4,3,3,4,1,4,5,1,1,3,6,5,4,2,6,4,2,4,1, , , , , , , , , ,4,5,1,3,4,3
10220,1,1,1,5,2,4,4,3, , ,2,1,2,4,2, ,2,1,1,4,1,1,1,5,7,2,1,3,6,1,5,5,1,1,7,6,5,6,4,3,7,2,3,6,6,1,7,6,6,5,2,6,2,3,5,5,5,3,1,1,3,2,5,2,5,3,1,5,2,5,3,4,3,5,2,3,2,5,5,5,2,5,2,2,5,3,6,3,3,2,1,2,1,1,2,2,5,50,75,0,0,100,2, , ,3,4,1,4,6,3,-9,4,4,40,32,2,3,2,4,2,2,2,4,3,2,4,4,2,6,3,5,6,5,6,3,5,5,2,2,2,3,5,5,4,3,1,3,3,4,4,5,1,2,2,1
10230,1,1,1,5,2,5,5,3, , ,2,1,2,3,2, ,3,2,1,3,2,1,1,6,5,6,5,4,4,2,5,5,3,2,6,6,5,6,4,2,6,5,1,5,6,1,6,5,6,6,1,5,7,5,1,6,4,1,6,6,2,6,5,6,7,5,5,1,6,4,2,-7,4,2,5,5,5,3,6,5,2,4,2,2,5,6,2,4,4,1,1,4,2, ,2,2,-9,80,90,65,5,100,2, , , , , ,2,9,3,8,6,4,36,28,3,8,3,2,1,1,4,4,1,4,1,4,5,3,5,2,6,4,3,3,2,3,4,2,2,3,6,6,6,5,5,2,4,4,4,1,3,3,2,1
10241,1,1,1,5,2,4,4,3, , ,2,2,2,4,2, ,3,1,1,2,1,3,3,5,5,5,1,5,5,5,6,6,1,3,5,5,4,5,4,1,6,5,3,5,5,2,5,5,5,6,1,5,5,2,2,4,5,3,4,3,4,4,4,3,6,3,1,1,3,4,5,3,4,3,5,5,5,5,5,5,2,3,3,3,6,5,2,4,1,1,1,2,1,1,2,3,5,95,99,90,1,100,1,1,2, , , ,2,11,2,-9,6,5,0,0,2,8,4,2,4,3,5,5,4,4,1,4,5,5,5,4,6,6,4,3,3,2,2,2,2, , , , , , , , , ,1,3,2,2,2,2
10246,1,1,1,5,2,4,4,1,1,3,-7,1,2,4,2, ,3,1,1,2,1,1,4,5,5,5,1,5,5,1,5,6,1,1,4,5,5,5,6,1,4,5,2,1,5,2,6,6,7,7,1,7,7,3,1,5,5,4,6,6,2,6,4,5,6,4,2,1,4,4,4,3,5,5,2,2,5,2,5,5,2,4,4,2,6,6,1,4,5,1,1,4,1,4,-9,2,5,40,90,60,0,100,1,1,3,2,4,1,2,11,2,8,4,5,40,25,3,4,3,5,4,2,5,5,1,4,2,2,6,5,6,6,6,6,6,2,6,2,4,4,2, , , , , , , , , ,1,4,5,3,1,1
