nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,smart,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,MHI001,MHI002,MHI003,MHI004,MHI005,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x
44497,1,201321,4,2,3,4,2, , ,-7,2,2,3,2, ,3,3,1,2,2,3,6,-7,5,6,4,3,7,3,6,-7,-7,5,7,5,4,4,3,4,4,4,4,5,5,4,2,6,4,2,1, , , , , , , , , , , , ,5,2,4,1,2,1,4,2, ,3,1,1,5,5,50,5,0,50,1,3,3,1,3,1,2,13,2,7,3,5,0,0,2,1,3,3,3,1,4,3,4,4,2,3,2,4,3,5,3,4,4,4,4,1,4,4,4,4,5,4,3,2,4,4,3,3,4,2,3,2,2,4,5,4,2,3,2,3,2,4,4,2,4,3,4,4,4,4,5,5,4,6,2,6,4,4,4, , , , , , , , , , , , , , , ,2,2,5,2,5,4,3,4,2,4,2,2,4,5,5,5,2,3,3,1,2,4,2
44497,2,201321,4,2,3,4,3, , ,-7,3,2,4,2, ,3,2,1,2,2,3,5,-7,7,7,6,3,4,4,7,-7,-7,6,7,7,4,4,3,5,2,3,3,5,7,5,2,5,2,1,-7, , , , , , , , , , , , ,5,2,3,3,2,1,4,2, ,1,1,1,4,50,0,0,0,50,1,1,5,1,3,1,1,12,2,9,5,5,10,0,2,8,3,4,3,5,4,4,4,3,5,5,1,3,3,3,3,4,3,3,3,5,3,3,3,3,4,3,4,2,3,3,1,4,2,2,3,2,2,4,4,3,1,3,2,4,3,4,3,3,1,2,5,3,4,2,5,5,5,2,5,2,2,2,1, , , , , , , , , , , , , , , ,3,2,4,2,5,4,4,4,4,5,1,5,3,4,4,2,2,1,2,1,2,3,3
44621,1,201311,4,2,4,4,3, , ,1,2,2,4,2, ,4,4,1,2,1,-7,-7,6,5,5,3,1,6,-7,6,6,-7,-7,7,7,5,5,4,4,4,5,4,7,4,5,2,5,5,5,4, , , , , , , , , , , , ,5,2,3,4,1,1,3,1,2,1,1,2,4,30,100,80,40,100,2, , ,1,4,3,2,6,2,8,6,4,45,45,2,8,2,4,2,3,4,4,4,3,2,2,3,3,4,4,2,3,4,1,4,2,4,4,3,2,2,2,3,2,4,3,2,5,4,2,2,2,2,3,3,3,3,3,4,3,3,4,2,3,3,3,2,5,4,6,5,6,6,2,6,2,6,2,1,4,5,5,6,5,6,5,5,4, , , , , , , , , , , ,4,3,3,2,5,3,5,5,3,5,4,4,1,4,4,2,2,2
44646,1,201321,5,2,3,2,2, , ,2,3,2,3,2, ,2,2,1,2,2,1,1,1,5,1,2,1,5,-7,7,-7,-7,-7,7,5,-7,4,4,4,4,4,4,6,7,7,7,1,1,1,1, , , , , , , , , , , , ,5,4,3,4,2,1,3,1,2,3,1,1,5,50,60,10,0,80,2, , ,2,3,3,2,12,2,8,6,4,0,0,2,9,2,2,5,3,2,2,4,3,3,4,2,4,3,3,4,4,3,3,3,3,4,4,4,2,4,3,5,2,3,3,5,4,2,2,5,1,3,4,3,3,3,2,4,3,4,4,3,5,2,1,3,3,2,1,4,4,4,4,3,2,4,4,3, , , , , , , , , , , , , , , ,2,1,3,3,4,3,3,4,2,3,3,3,3,2,3,3,3,4,5,1,4,4,4
44646,2,201321,5,2,3,2,2, , ,2,3,2,3,2, ,2,2,1,2,1,-7,-7,-7,6,6,6,7,6,2,6,6,-7,-7,7,6,6,4,4,4,4,4,4,4,7,7,7,1,4,1,1, , , , , , , , , , , , ,6,3,3,3,2,1,2,2, ,3,1,1,3,40,100,20,0,60,2, , ,2,3,3,3,11,3,-9,6,4,36,20,1,1,1,3,1,4,4,3,1,3,1,3,1,2,3,3,2,4,3,3,4,1,3,4,4,5,3,2,2,4,1,4,4,5,2,2,5,1,1,5,3,4,1,1,4,5,2,5,2,5,3,3,3,3,4,6,6,5,4,4,4,6,2,3,3, , , , , , , , , , , , , , , ,3,3,3,3,3,4,4,4,5,7,5,6,6,5,1,5,7,4,1,3,4,3,2
44701,2,201321,5,2,5,4,3, , ,-7,2,2,3,2, ,3,1,1,3,1,-7,-7,5,6,6,2,6,6,-7,6,6,2,-7,6,4,6,5,5,2,6,4,6,5,6,6,1,6,1,2,-7, , , , , , , , , , , , ,4,2,4,3,1,1,3,1,3,3,1,3,4,60,50,10,5,95,2, , ,1,3,1,2,9,2,9,5,4,40,24,1,8,3,2,2,1,3,3,2,4,1,4,2,3,2,3,4,3,3,4,3,1,4,3,4,3,3,3,2,3,3,3,4,4,3,4,2,3,2,4,5,3,3,2,2,4,3,3,4,2,3,2,4,4,4,4,4,5,5,3,3,4,5,3,2,4,5,3,4,4,4,6,6,2, , , , , , ,2,2,5,2,3,3,5,2,2,3,3,5,3,2,2,2,3,2,4,4,4,2,2
44769,1,201342,4,2,4,4,2, , ,1,5,2,3,2, ,3,3,2, ,2,2,2,2,5,7,1,1,-7,1,7,1,1,6,6,7,1,2,4,2,6,4,2,6,1,7,1,7,1,1,-7, , , , , , , , , , , , ,7,2,1,5,3,1,4,2, ,1,1,1,5,0,0,0,0,80,1,1,3,1,5,4,1,8,2,5,1,4,28,6,3,6,2,5,2,2,2,4,5,2,3,2,1,3,4,5,2,3,3,1,4,1,1,5,3,3,4,1,4,4,2,3,1,5,2,1,5,2,3,5,3,4,3,3,4,4,5,5,3,4,2,3,4,4,4,7,7,7,7,6,6,6,6,4,4, , , , , , , , , , , , , , , ,3,2,4,2,4,1,4,7,5,5,1,1,1,5,5,7,1,4,5,1,4,4,2
44783,1,201321,4,2,3,3,1,1,2,2,3,2,3,2, ,3,2,1,1,2,1,6,1,7,7,1,1,4,1,7,1,1,4,7,4,4,4,1,6,4,4,1,2,6,1,1,6,7,1,-7, , , , , , , , , , , , ,6,2,2,3,1,1,4,2, ,1,1,1,5,25,1,0,0,100,1,1,3,2,4,1,2,12,2,7,5,4,40,25,2,9,4,1,3,2,4,4,1,3,1,4,1,3,1,2,4,3,4,3,2,4,2,4,4,3,5,5,2,3,4,3,4,3,2,1,2,3,1,3,4,2,1,1,3,2,2,3,5,2,1,3,5,5,3,4,4,5,4,2,5,5,2,4,4, , , , , , , , , , , , , , , ,1,1,5,1,5,4,4,5,5,2,2,4,5,5,5,4,2,4,5,5,2,2,3
44783,2,201321,4,1,3,2,1,1,2,-7,1,2,3,2, ,3,3,1,2,1,7,7,-7,-7,7,-7,-7,7,2,7,-7,-7,7,7,2,7,4,1,4,4,4,2,2,7,7,1,7,4,4,-7, , , , , , , , , , , , ,6,6,4,4,1,1,4,2, ,3,1,1,3,50,100,100,0,100,1,1,3,1,3,1,2,11,2,1,3,5,0,0,2,1,2,2,1,2,3,4,2,3,2,3,1,2,4,2,4,4,4,3,4,1,4,5,5,4,4,4,3,2,3,3,3,5,3,2,2,2,2,4,4,4,1,1,2,4,3,4,4,3,2,4,4,2,2,2,6,6,2,2,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1,4,1,5,2,2,6,2,2,2,2,2,2,2,2,2,4,5,1,3,4,3
44901,1,201321,4,2,3,4,2, , ,1,4,2,2,2, ,-9,1,1,1,1,6,6,6,6,6,2,4,5,6,6,6,5,5,7,6,6,3,3,5,2,5,3,6,4,4,4,5,5,4,2, , , , , , , , , , , , ,4,6,1,4,1,1,3,1,2,1,1,1,4,75,60,45,15,50,1,1,3,1,3,1,2,6,6,8,5,1,45,8,2,3,2,4,3,3,3,3,4,3,3,4,2,2,4,4,3,4,2,3,3,2,4,4,4,4,3,3,4,2,4,3,2,4,3,2,4,2,4,4,4,4,4,3,3,4,2,3,3,4,3,3,4,5,5,3,5,3,3,4,3,3,3,2,4,2,2,5,5,2,2,2,2,2, , , , , , ,2,3,3,3,3,6,5,3,4,5,5,6,5,3,3,5,5,1,1,3,2,3,3
44901,2,201321,4,2,3,3,2, , ,1,3,2,3,2, ,-9,1,1,1,1,5,6,6,6,6,5,4,5,6,6,6,4,5,7,6,5,3,3,5,3,4,3,4,5,4,5,5,5,4,2, , , , , , , , , , , , ,5,5,2,4,1,1,3,1,2,1,1,1,4,80,80,55,10,75,1,1,3,1,3,1,2,6,6,7,5,4,48,5,2,6,2,4,2,2,3,4,4,2,2,4,3,3,4,3,3,4,3,3,4,1,4,3,3,4,3,3,3,2,4,3,2,4,3,2,3,2,3,4,4,4,3,3,3,4,2,3,3,4,3,3,5,5,5,3,4,5,4,5,4,4,3,2,4, , , , , , , , , , , , , , , ,3,2,4,3,4,6,5,4,3,5,5,5,5,3,4,5,5,3,2,2,2,1,1
45107,1,201321,5,2,4,4,3, , ,2,2,2,4,2, ,2,3,2, ,3,2,3,1,3,2,1,1,4,2,2,2,1,1,2,2,2,5,5,3,4,3,5,6,6,5,2,6,6,2,2, , , , , , , , , , , , ,4,2,2,3,1,1,4,1,2,3,1,1,5,50,0,0,0,10,1,1,3,2,4,1,3,11,2,8,6,1,10,0,2,9,2,4,1,1,3,2,4,3,3,2,4,2,3,4,3,4,3,2,4,3,4,4,2,4,2,4,3,2,4,4,2,2,3,2,4,2,4,4,3,4,4,3,4,4,4,3,4,4,4,4,5,5,6,6,6,6,6,2,3,3,4,2,4, , , , , , , , , , , , , , , ,3,3,3,3,3,2,2,5,3,5,2,5,4,2,5,3,3,1,1,5,2,4,4
45208,1,201321,3,2,3,4,3, , ,-7,3,2,3,2, ,3,2,1,2,2,-7,7,-7,5,7,-7,-7,7,6,6,-7,-7,7,7,6,7,4,4,1,1,4,1,1,1,7,1,7,1,1,1, , , , , , , , , , , , ,4,1,2,5,1,1,3,2, ,3,1,1,5,50,0,0,0,0,1,2,3, , , ,2,13,2,7,4,5,0,0,3,3,3,1,1,1,1,5,1,4,1,5,1,1,1,5,1,5,5,1,4,1,3,1,1,3,1,1,2,3,1,1,1,4,1,1,4,1,1,4,1,4,1,1,2,2,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , ,2,1,5,2,4,7,4,7,7,7,1,1,1,1,1,1,1,3,5,1,4,4,4
45296,2,201326,5,2,3,2,1,1,2,1,1,2,3,2, ,4,1,1,2,1,7,7,7,6,5,4,5,6,7,7,5,1,5,6,5,6,4,3,4,4,4,3,5,7,7,1,7,1,1,-7,4,3,3,2,2,2,6,4,7,6,6,6,7,3,3,3,2,1,4,1,2,1,1,3,4,50,100,0,0,100,1,1,3, , , ,2,5,4,-9,5,4,40,20,2,6,4,4,2,5,5,4,4,4,4,4,1,4,3,4,4,4,3,2,4,3,4,4,4,4,3,4,4,1,2,3,1,4,2,2,4,1,3,4,3,4,2,2,1,4,3,4,3,4,1,3,3,3,5,1,5,4,5,2,2,2,4,4,1, , , , , , , , , ,1,4,2,3,4,3,1,1,5,2,5, , , , , , , , , , , , , , , , , , 
45347,1,201321,5,2,4,4,1,1,3,2,4,2,4,2, ,3,1,1,3,1,5,6,6,6,6,6,5,6,5,6,6,6,6,6,4,5,5,5,2,4,4,4,5,5,5,5,5,4,3,1,5,3,3,3,4,4,4,4,2,5,2,2,5,2,1,4,1,1,3,2, ,1,4,5,4,40,80,70,40,100,2, , ,1,3,2,1,4,2,10,7,4,50,40,2,9,4,2,3,1,4,4,4,3,1,4,3,1,2,3,2,3,4,2,4,3,2,3,2,4,4,3,4,2,2,3,2,4,1,3,4,2,2,4,2,4,1,3,4,4,2,4,2,4,2,3,4,3,3,3,4,4,4,2,5,3,3,1,5,6,6,6,5,6,2,4,7,5,4,2,3,1,3,3,2,1,5,2,5, , , , , , , , , , , , , , , , , , 
45390,1,201338,3,2,2,2,1,1,1,2,4,2,2,2, ,2,3,2, ,3,7,7,6,6,6,1,6,6,7,6,6,1,6,6,2,6,5,3,6,4,5,3,2,6,6,2,6,5,2,1, , , , , , , , , , , , ,6,2,1,4,1,1,3,2, ,2,1,1,5,50,0,0,0,5,1,1,2, , , ,2,12,1,7,5,5,0,0,2,6,3,3,1,1,3,4,1,4,3,3,1,1,1,4,2,4,4,1,4,2,1,4,3,4,4,2,4,1,4,4,1,4,3,1,3,1,1,4,4,4,1,3,2,4,2,4,4,4,2,4,6,2,2,2,6,6,4,6,2,6,2,4,4, , , , , , , , , , , , , , , ,2,1,5,1,4,6,4,5,3,5,3,6,3,2,2,4,4,4,5,2,4,4,2
45414,1,201326,3,2,3,4,2, , ,2,2,2,3,2, ,3,2,1,1,1,-7,-7,3,5,6,2,1,3,2,5,3,1,-7,7,5,3,2,1,6,2,6,2,2,1,1,1,1,1,1,-7,3,1,6,5,4,4,4,3,3,4,6,4,5,3,2,3,1,1,3,1,2,1,4,4,3,80,5,1,0,5,2, , , , , ,2,4,2,8,6,4,40,36,2,1,3,4,2,1,4,5,3,4,1,4,1,1,3,4,2,4,3,2,4,2,3,3,3,5,3,3,3,1,3,3,2,5,2,2,2,1,2,4,5,5,2,2,1,5,3,3,5,3,2,3,6,1,2,2,5,6,7,1,7,2,2,6,1, , , , , , , , , ,1,3,3,2,3,4,2,1,5,2,5, , , , , , , , , , , , , , , , , , 
45423,1,201321,5,2,3,4,2, , ,2,1,2,3,2, ,2,2,2, ,2,1,5,1,5,5,1,1,1,1,5,1,1,5,7,5,1,1,1,1,1,1,1,1,7,7,1,7,1,1,-7, , , , , , , , , , , , ,6,2,2,4,2,1,3,2, ,3,1,1,4,50,0,0,0,50,1,1,3,1,3,1,2,11,3,9,4,4,36,32,2,6,5,1,1,1,4,5,1,4,1,4,1,4,5,5,2,4,4,1,4,1,3,3,2,4,4,2,2,3,2,3,2,4,1,1,3,1,1,4,1,4,1,3,2,3,1,4,3,4,1,3,1,4,1,6,6,6,6,1,6,6,1,1,1, , , , , , , , , , , , , , , ,1,1,5,1,5,4,2,2,4,5,2,6,4,2,2,4,4,4,5,1,4,3,4
45447,1,201321,4,2,4,4,2, , ,-7,2,2,3,2, ,3,1,1,2,1,5,6,5,6,4,3,2,5,6,6,4,1,4,6,6,6,5,3,4,4,5,4,4,7,7,1,7,3,3,-7,4,2,3,4,3,5,5,4,3,3,2,3,6,1,1,3,1,1,4,1,1,1,1,1,2,35,20,0,0,100,1,2,3,2,4,2,2,5,4,8,5,4,36,24,2,1,3,3,4,2,3,4,3,3,2,4,3,2,2,4,2,4,4,3,4,1,3,5,2,4,5,3,5,2,3,3,2,4,1,1,4,2,2,4,3,4,2,2,3,5,2,4,3,4,1,3,6,5,5,5,5,6,6,3,5,4,1,3,3,6,7,6,6,6,2,3,7,4,1,3,5,3,2,3,1,1,5,1,6, , , , , , , , , , , , , , , , , , 
45475,1,201321,5,2,3,3,2, , ,1,5,2,3,2, ,4,3,2, ,3,6,5,-7,2,6,1,1,6,5,2,1,1,2,2,2,3,6,6,2,6,5,4,5,3,6,2,4,3,4,-7, , , , , , , , , , , , ,5,4,3,4,1,1,4,1,2,3,1,1,5,10,60,0,5,1,1,1,3,3,3,8,1,10,2,9,6,4,32,28,4,3,3,4,2,4,2,3,4,4,2,3,2,3,2,4,2,2,3,2,4,3,4,3,2,2,3,3,2,2,3,4,4,4,2,2,4,4,1,4,4,4,2,2,4,3,2,4,4,2,1,4,5,5,6,3,4,4,5,2,5,5,6,5,3, , , , , , , , , , , , , , , ,1,2,4,1,4,3,3,6,5,3,4,6,6,3,4,3,3,4,3,1,2,4,4
45475,2,201342,5,2,3,3,2, , ,2,4,2,3,2, ,3,3,2, ,3,2,5,2,2,3,2,2,3,4,4,4,2,2,3,2,3,5,5,4,4,4,4,4,5,2,5,3,4,3,1, , , , , , , , , , , , ,5,6,2,3,1,2, , , ,1,1,1,4,60,50,5,1,1,1,1,1,2,3,-7,2,11,2,9,5,4,40,32,3,4,4,3,2,1,4,4,3,4,2,3,3,3,2,4,3,3,4,3,4,3,4,4,2,2,2,3,2,3,2,2,4,3,2,2,3,3,3,4,2,3,2,3,3,3,3,2,2,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,5,2,5,5,5,4,3,5,4,5,4,3,3,4,2,4,4,2,2,4,4
45533,1,201338, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,2,3,3,5,2,5,2,5,4,5,4,4,4,3,3,1,2,2,3,3,3
45552,1,201321,3,2,3,2,2, , ,2,2,2,3,1,3,2,3,2, ,3,1,3,1,4,7,1,1,7,1,7,7,1,5,5,5,6,4,1,6,1,6,1,3,1,7,1,1,1,1,-7, , , , , , , , , , , , ,6,4,1,5,1,1,4,2, ,1,1,1,5,10,0,0,0,0,1,2,5, , , ,2,11,2,8,2,4,0,0,3,2,4,2,1,1,4,4,1,4,1,4,3,1,3,4,3,5,3,3,4,1,4,3,3,4,3,3,4,3,2,3,5,5,3,3,4,1,1,4,2,4,1,2,3,4,1,4,4,4,2,3,1,1,1,1,6,6,6,5,2,5,5,4,4, , , , , , , , , , , , , , , ,3,2,4,4,3,3,1,5,2,4,2,5,2,6,6,6,6,1,5,4,1,4,4
45556,1,201351,3,1,2,2,1,2, ,-7,4,2,3,2, ,4,2,2, ,3,-7,-7,4,7,6,3,4,4,-7,7,4,2,-7,7,6,6,2,1,7,1,6,1,1,5,5,1,4,1,1,-7,4,2,3,5,4,2,5,3,4,4,4,3,5,3,3,3,1,1,3,2, ,1,1,1,4,50,0,0,0,50,2, , , , , ,3,5,3,10,6,4,40,24,2,1,3,3,1,1,4,5,1,4,2,3,1,1,2,4,3,5,3,1,5,1,3,4,2,5,3,1,4,1,3,3,2,5,3,3,3,1,2,5,4,5,1,3,2,5,1,4,3,4,1,3,4,1,2,1,6,3,4,5,3,3,2,2,2,7,7,4,7,4,1,5,7,2,1,3,2,2,3,3,2,2,5,2,4, , , , , , , , , , , , , , , , , , 
45582,1,201321,5,2,5,5,3, , ,2,1,2,5,1,5,3,1,1,3,1,5,5,6,3,5,2,2,6,5,4,6,1,3,6,2,3,5,4,4,4,5,4,5,6,2,1,6,2,2,2, , , , , , , , , , , , ,6,2,3,3,1,1,3,1,2,1,1,1,4,50,100,100,0,100,1,2,3,2,5,1,2,12,2,9,6,5,0,0,3,2,4,1,4,1,5,5,2,4,1,4,2,1,2,3,4,4,4,2,4,1,4,5,4,4,3,2,2,3,2,4,3,4,1,1,3,1,2,4,4,4,1,1,2,4,1,4,4,4,2,4,5,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,2,4,6,6, , , , , , ,2,2,5,2,4,5,3,4,5,4,5,4,4,5,5,5,5,4,5,3,3,3,2
45717,1,201321,4,2,3,3,2, , ,1,3,2,2,2, ,2,3,1,2,2,4,7,7,7,7,-7,-7,7,6,7,7,-7,7,7,7,7,4,4,3,3,5,3,2,7,7,1,7,4,1,-7, , , , , , , , , , , , ,6,1,2,4,2,1,4,2, ,1,1,1,3,50,0,0,0,25,1,1,3,1,3,1,2,7,4,9,4,4,36,25,2,4,5,1,4,1,5,5,1,5,1,5,2,1,1,2,3,4,3,2,4,1,5,5,3,4,4,3,3,1,1,3,2,5,1,2,4,1,4,3,1,4,1,3,2,4,2,4,1,5,1,3,6,2,6,2,6,6,6,4,2,4,7,4,2, , , , , , , , , , , , , , , ,1,1,5,2,5,7,7,3,7,7,7,7,7,4,6,7,1,4,3,1,2,1,1
45814,1,201338,6,2,5,5,3, , ,2,1,2,3,1,4,3,1,1,2,1,1,1,7,7,7,7,4,6,1,7,7,6,1,7,4,6,6,4,3,4,4,4,7,6,2,6,6,5,5,3, , , , , , , , , , , , ,5,2,3,3,1,1,4,1,2,3,1,1,5,10,100,100,10,100,2, , ,1,3,1,1,9,2,-9,6,4,40,30,2,6,4,3,3,1,5,5,2,4,1,4,2,1,3,4,3,5,4,1,4,1,3,5,3,5,5,1,3,2,2,4,2,4,2,1,4,2,1,5,4,4,1,3,2,4,3,4,4,4,1,4,5,4,4,3,6,6,5,5,5,3,3,4,2, , , , , , , , , , , , , , , ,2,1,4,1,5,5,4,3,1,6,4,6,6,2,3,4,2,4,5,2,4,3,2
45970,2,201351,5,2,5,5,3, , ,-7,3,2,5,2, ,3,1,1,3,1,-7,-7,5,6,5,5,3,7,-7,7,6,3,-7,7,7,6,5,5,2,4,5,4,5,5,4,4,4,4,4,-7,5,4,2,4,4,4,6,4,3,4,3,3,7,3,3,3,1,1,4,2, ,1,1,5,5,10,100,50,0,100,2, , , , , ,1,4,2,-9,5,4,55,28,2,1,3,3,1,1,3,5,2,3,2,3,4,1,1,4,2,5,4,3,4,1,2,3,4,4,4,3,4,2,2,3,2,5,2,3,4,1,3,4,2,4,3,3,4,4,2,4,2,4,2,4,7,3,3,4,4,4,3,4,4,4,2,2,2, , , , , , , , , ,1,2,3,1,1,1,1,1,4,1,5, , , , , , , , , , , , , , , , , , 
45977,1,201326,3,1,4,4,2, , ,-7,3,2,3,2, ,3,2,1,2,2,6,6,6,4,4,2,3,5,6,6,6,1,5,6,6,6,5,4,4,4,5,5,4,5,3,3,4,2,4,3,4,3,5,5,4,3,5,4,5,5,5,4,5,2,5,3,1,1,4,2, ,3,1,1,4,85,100,100,0,100,1,1,2,1,3,1,1,12,2,9,5,4,0,0,3,6,4,2,2,3,2,4,2,3,1,4,2,2,2,2,3,3,4,2,4,2,2,3,3,3,2,3,4,3,3,3,2,4,2,3,4,3,3,4,3,3,2,3,3,3,2,3,2,3,2,3,3,4,4,5,6,6,6,3,6,4,2,2,2, , , , , , , , , ,4,4,1,2,3,1,1,1,5,2,5, , , , , , , , , , , , , , , , , , 
45977,2,201326,3,2,4,4,3, , ,-7,1,2,3,2, ,3,2,1,2,2,5,7,6,5,7,1,3,7,6,6,5,1,5,7,6,5,4,4,4,4,4,4,6,4,6,4,4,4,4,-7,5,4,5,5,4,4,6,4,4,5,4,4,6,2,4,3,1,1,4,2, ,1,1,1,2,60,100,100,0,100,1,1,1,1,2,1,1,12,2,9,5,4,0,0,1,6,2,1,4,1,3,4,2,4,1,4,2,3,3,3,4,4,4,4,2,1,4,3,4,4,5,3,2,3,3,3,3,4,3,3,2,3,3,3,4,4,3,2,3,3,2,3,4,3,2,3,4,4,5,5,4,5,4,2,5,4,4,2,2, , , , , , , , , ,4,5,1,4,2,2,1,1,5,2,5, , , , , , , , , , , , , , , , , , 
46117,1,201321,5,2,3,2,1,2, ,2,2,2,3,2, ,2,2,2, ,2,5,5,5,5,5,5,3,5,5,5,4,1,5,5,2,3,2,2,2,2,2,2,1,3,7,2,7,1,1,-7, , , , , , , , , , , , ,3,1,2,5,1,1,2,1,4,1,1,1,4,50,10,0,0,100,1,1,5,1,3,1,3,8,4,10,2,4,40,20,3,6,3,2,4,1,4,4,1,4,1,4,3,1,1,4,2,4,4,2,4,1,4,4,2,4,4,2,4,3,2,4,3,5,1,2,4,2,2,4,4,4,1,1,3,4,1,4,2,4,2,3,2,4,6,6,6,6,4,2,4,2,4,4,2,6,5,4,6,6,6,2,2,5, , , , , , ,1,1,5,1,5,3,1,5,2,2,4,4,4,4,4,4,4,4,5,2,2,1,2
46127,1,201321,4,2,2,1,1,2, ,2,1,2,3,1,3,3,2,2, ,4,4,7,5,5,7,4,1,7,4,7,4,1,5,7,5,7,2,1,5,2,6,4,7,4,4,1,7,4,5,4, , , , , , , , , , , , ,1,5,1,5,1,1,3,1,3,1,1,1,5,50,100,50,0,100,1,1,3,1,5,1,2,5,4,9,5,4,38,20,3,9,1,5,3,3,5,5,5,4,1,5,5,1,4,5,1,5,3,3,5,5,5,5,1,5,5,3,5,1,5,3,1,5,3,3,5,1,5,5,1,3,1,3,5,4,4,2,4,3,1,3,4,1,4,4,4,4,7,1,1,1,1,4,4,7,7,4,4,1,1,4,7,1, , , , , , ,3,1,4,1,6,2,2,7,4,4,2,5,4,7,7,7,5,1,2,5,2,2,2
46127,2,201326,1,2,3,3,2, , ,2,3,2,3,2, ,3,2,2, ,2,4,4,4,7,7,4,4,7,4,7,4,7,1,7,7,7,4,1,7,4,4,1,7, , , , , , , ,1,1,7,1,1,1,4,1,7,7,7,7,1,7,1,1,1,1,2,2, ,1,1,1,1,80,100,50,0,100,1,1,3,1,1,1,1,5,4,9,5,4,38,20,1,9,5,5,1,1,5,5,5,1,3,5,5,1,3,3,1,5,5,1,5,1,3,3,1,5,5,1,5,1,3,3,1,5,1,3,5,1,1,1,1,5,1,1,5,5,1,5,3,5,1,1,4,4,4,4,7,4,7,1,1,1,1,4,7,7,4,7,7,1,1,1,1,1,4,4,1,2,2,3,1,1,6,1,6, , , , , , , , , , , , , , , , , , 
46136,1,201321,4,2,3,3,2, , ,2,4,2,2,2, ,2,3,2, ,3,1,1,6,5,5,2,2,6,1,6,7,1,1,6,6,7,4,4,5,2,2,1,4,5,2,1,6,5,4,-7, , , , , , , , , , , , ,5,4,2,4,1,1,4,1,1,1,1,1,5,35,0,0,0,0,2, , ,2,4,2,5,10,2,8,6,4,40,32,2,8,2,3,1,2,4,4,1,3,3,3,2,1,4,4,3,4,2,1,2,1,4,4,3,4,1,1,3,2,4,2,4,4,3,1,2,4,2,5,4,4,3,3,3,4,3,4,3,3,4,2,2,3,4,4,5,5,3,5,2,4,3,4,2, , , , , , , , , , , , , , , ,3,4,3,4,1,4,3,5,5,4,6,6,5,2,2,1,2,1,2,4,2,3,2
46154,1,201351,5,2,4,4,3, , ,2,2,2,4,2, ,3,1,1,2,1,1,1,5,6,6,7,1,5,1,7,6,1,1,7,3,5,4,4,3,4,5,4,4,4,4,4,4,4,4,-7, , , , , , , , , , , , ,4,2,3,5,2,1,3,2, ,1,1,1,4,5,90,20,2,99,1,1,3,1,3,2,2,5,4,10,5,4,40,20,3,8,2,4,2,3,3,4,4,3,2,3,2,3,2,4,2,3,4,2,4,1,2,4,2,3,4,3,4,2,2,4,2,4,2,2,4,4,2,4,2,3,2,4,4,3,2,4,2,4,2,4,5,4,5,4,5,5,4,2,4,3,4,4,4,6,6,6,6,6,6,2,6,6, , , , , , ,1,1,4,1,4,5,5,4,4,4,4,5,4,3,5,4,4,3,3,3,2,1,2
