nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,smart,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,MHI001,MHI002,MHI003,MHI004,MHI005,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x
74447,1,201326,5,2,3,2,3, , ,2,2,2,4,2, ,4,1,1,-9,1,5,6,7,7,6,6,5,7,5,7,6,4,6,7,6,5,5,4,4,5,5,4,6,5,6,5,6,4,5,-7,6,5,3,2,3,3,5,5,4,2,2,2,4,3,3,1,2,1,4,1,1,1,1,4,5,40,40,15,2,80,1,1,5, , , ,2,5,3,10,6,4,40,36,2,1,3,2,3,3,5,5,3,2,4,4,4,2,3,3,1,4,2,3,3,2,2,4,3,4,2,2,4,4,4,4,3,4,4,1,2,2,4,3,4,4,4,3,2,5,3,4,4,4,2,4,3,5,6,5,5,7,6,2,4,2,2,2,3, , , , , , , , , ,1,4,5,2,2,1,3,3,4,3,4, , , , , , , , , , , , , , , , , , 
74447,2,201326,5,2,4,5,3, , ,2,2,2,4,2, ,3,1,1,3,1,2,7,7,7,7,2,7,7,1,7,7,2,7,7,7,7,5,5,3,4,5,5,4,1,1,5,2,7,7,4,6,6,1,7,4,7,7,7,1,2,1,6,6,2,3,3,1,1,4,1,2,1,1,5,5,50,90,50,20,100,1,1,3, , , ,1,5,3,8,6,4,36,28,4,6,2,4,2,2,1,2,4,4,4,4,2,1,4,5,2,5,4,1,5,1,4,4,4,4,4,1,4,1,4,3,1,4,4,1,4,1,3,4,2,4,2,4,4,4,3,4,3,4,2,3,6,6,6,5,7,3,6,3,5,3,1,3,2, , , , , , , , , ,1,4,4,2,2,3,3,1,4,1,5, , , , , , , , , , , , , , , , , , 
74484,1,201321,5,2,4,4,3, , ,1,4,2,4,2, ,3,3,1,2,1,-7,-7,6,5,7,4,3,7,3,5,7,4,-7,6,3,6,5,3,4,5,3,5,5,3,3,5,4,3,3,2, , , , , , , , , , , , ,3,3,2,3,2,1,4,2, ,1,1,1,3,50,100,50,0,100,2, , , , , ,2,8,2,10,7,4,40,30,1,6,3,3,2,5,4,4,3,3,1,3,2,1,1,5,3,2,4,2,4,1,3,5,3,5,4,2,4,2,2,4,2,4,2,2,4,1,1,4,4,4,1,3,2,4,1,4,3,4,1,4,4,4,5,2,6,5,4,5,3,2,4,1,3,6,6,5,6,5,3,3,5,4, , , , , , ,2,1,5,2,4,4,3,1,1,3,2,4,2,1,3,3,3,2,1,4,3,2,2
74567,1,201321,5,2,4,4,3, , ,-7,2,2,4,2, ,3,2,1,4,1,4,4,7,7,4,2,4,5,4,7,7,1,5,6,6,6,5,2,2,4,4,4,2,6,4,1,6,1,1,-7,5,3,4,2,4,4,5,4,4,2,2,2,6,1,1,3,1,1,4,1,4,1,1,5,4,60,100,100,20,100,1,1,3,1,3,2,2,5,3,9,7,4,36,32,3,1,4,2,3,3,5,5,1,4,2,4,4,1,3,4,1,4,3,1,5,2,4,1,2,4,2,2,5,5,2,4,2,5,2,2,4,1,2,4,3,4,3,3,3,4,3,4,1,4,2,3,4,4,4,5,6,7,6,2,4,2,4,2,3,7,7,7,7,7,2,4,7,6,1,5,4,1,1,1,3,2,4,2,4, , , , , , , , , , , , , , , , , , 
74567,2,201331,6,2,4,2,1,1,3,2,2,2,4,1,4,3,1,2, ,1,4,5,7,6,7,4,4,7,5,6,7,4,4,5,5,5,1,1,1,4,4,1,5,6,4,1,5,5,4,2,3,6,1,1,1,3,1,4,4,4,6,5,7,1,2,3,1,1,4,1,2,1,5,5,3,50,50,20,0,100,1,3,2,2,3,2,2,5,3,10,6,4,40,32,2,1,3,1,3,5,2,2,3,3,1,5,4,1,2,4,1,5,4,2,5,1,3,2,1,5,3,3,4,1,2,4,1,4,1,3,4,1,1,4,4,5,1,3,3,4,1,4,2,4,1,3,4,5,3,4,6,6,6,2,4,1,1,1,1,5,6,5,7,6,7,3,7,5,1,2,1,2,3,3,3,2,3,3,2, , , , , , , , , , , , , , , , , , 
74641,1,201321,4,2,3,3,2, , ,1,2,2,3,2, ,2,2,2, ,2,5,6,-7,-7,6,-7,-7,-7,5,7,6,-7,5,7,7,5,4,4,3,3,2,2,3,5,4,2,5,6,3,1, , , , , , , , , , , , ,6,5,3,4,1,1,3,2, ,1,3,2,4,70,80,40,0,80,1,1,3,1,3,1,2,12,2,7,3,5,0,0,2,8,3,2,2,2,3,4,2,3,2,1,2,2,2,4,2,4,4,2,3,1,3,3,3,4,4,2,3,2,2,3,2,4,2,3,3,2,3,4,4,4,2,2,3,4,3,4,2,3,2,3,4,3,3,2,5,2,4,3,6,3,5,2,4, , , , , , , , , , , , , , , ,2,2,5,3,3,5,3,5,6,4,3,4,4,3,4,4,3,1,4,4,3,3,2
74707,1,201351, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,6,1,6,4,5,2,4,4,4,4,4,4,4,3,2,1,2,1,4,4,2
74844,2,201321,4,2,3,2,2, , ,2,2,2,3,2, ,3,1,1,2,1,4,5,5,5,6,4,2,5,4,6,6,1,4,7,6,4,4,4,5,3,4,4,4,7,7,1,7,4,1,-7, , , , , , , , , , , , ,7,2,3,4,1,1,4,1,2,1,1,1,5,0,70,0,0,70,1,1,3,2,3,1,2,10,2,-9,4,4,32,20,2,6,4,2,5,1,5,5,1,5,1,5,1,3,3,5,2,3,2,2,3,1,2,3,5,3,4,2,3,3,3,3,3,4,3,3,2,3,3,4,5,3,2,4,1,3,4,4,4,3,2,1,5,4,5,4,5,5,3,4,4,4,4,5,4,6,6,3,4,4,5,3,7,2, , , , , , ,2,1,5,1,4,3,4,4,5,5,3,5,5,4,5,5,5,4,5,1,4,4,3
74976,1,201321,5,2,2,2,2, , ,2,2,2,3,2, ,4,2,1,4,2,3,5,5,5,7,3,4,5,3,5,5,2,5,6,5,4,5,4,3,5,4,5,5,5,4,5,6,4,2,2, , , , , , , , , , , , ,5,3,3,3,2,1,4,1,2,1,4,1,5,75,80,25,5,95,1,1,3,2,4,2,3,9,4,8,5,4,40,32,2,8,4,4,2,3,3,4,3,3,2,3,2,2,3,2,4,3,3,2,3,2,4,2,4,3,2,3,2,3,3,3,4,4,3,2,3,3,3,4,4,3,3,2,2,2,3,4,4,3,3,3,5,5,5,5,5,5,3,3,4,4,4,4,2,4,5,5,4,4,4,4,4,4, , , , , , ,3,3,4,3,3,5,5,3,3,5,5,5,5,2,4,5,5,4,4,2,2,4,2
74981,1,201321,5,2,3,4,2, , ,2,1,2,3,2, ,4,1,1,3,1,5,7,6,6,6,4,3,6,6,6,6,-7,-7,6,6,6,4,2,4,2,4,4,5,7,7,1,7,1,1,1, , , , , , , , , , , , ,5,1,3,5,2,1,4,1,2,1,1,1,5,60,100,100,0,100,1,2,3,1,3,1,2,9,5,9,5,1,45,40,2,9,4,1,2,1,4,4,2,4,1,4,2,1,2,4,4,5,5,3,4,1,3,1,4,4,4,2,3,1,2,4,2,5,1,1,3,1,1,4,3,4,1,1,2,4,1,4,3,5,1,4,6,2,6,6,6,6,7,1,2,1,1,1,2,7,7,7,7,6,1,2,7,2, , , , , , ,3,3,4,6,2,6,2,2,5,7,2,6,5,1,2,2,6,4,5,1,4,4,1
75020,1,201321,4,2,3,2,2, , ,2,4,2,2,2, ,4,2,1,1,2,-7,-7,6,6,5,7,5,7,-7,6,6,-7,-7,6,6,6,5,3,5,2,4,2,5,5,6,4,5,4,2,1,6,5,5,2,3,4,5,5,4,4,3,3,4,4,2,4,2,1,4,2, ,1,1,1,4,30,10,0,0,50,2, , ,1,3,2,1,5,3,8,7,4,38,30,2,1,4,2,5,2,3,4,4,4,2,4,3,1,4,4,2,5,3,3,4,1,4,4,2,4,4,2,4,2,3,4,1,5,2,1,4,1,2,4,2,4,2,4,3,5,3,4,3,5,2,4,4,3,3,3,6,5,5,3,3,3,3,3,1,5,3,7,7,7,7,3,2,2,1,3,3,1,2,4,3,2,3,1,4, , , , , , , , , , , , , , , , , , 
75042,1,201321,2,1,1,2,1,2, ,1,4,2,2,2, ,3,3,2, ,4,-7,-7,7,7,2,1,1,7,-7,7,-7,-7,-7,7,4,7,1,3,5,2,2,2,4,6,3,2,6,6,3,-7, , , , , , , , , , , , ,2,6,1,3,1,1,4,1,2,3,1,1,4,50,50,0,0,50,2, , , , , ,4,9,1,5,5,4,37,37,2,8,1,3,2,3,4,4,2,4,3,3,1,5,3,3,3,2,3,1,2,3,4,4,4,3,2,2,2,4,3,5,2,5,4,4,2,4,3,3,3,4,4,2,3,3,3,4,4,3,3,3,5,6,3,4,4,3,3,4,2,6,5,2,5, , , , , , , , , , , , , , , ,3,2,4,3,3,4,5,2,3,5,2,5,5,4,3,3,3,1,3,5,4,2,2
75071,2,201321,4,2,2,3,2, , ,2,2,2,2,2, ,4,1,2, ,2,6,4,6,7,6,1,1,1,6,7,6,1,1,7,5,2,5,4,6,3,4,2,7,7,1,1,7,1,1,-7, , , , , , , , , , , , ,6,3,2,5,1,1,2,2, ,1,1,1,4,40,70,40,0,60,1,1,3,1,3,1,2,6,4,9,4,4,36,0,2,8,5,1,3,1,4,5,1,5,1,5,1,1,1,2,4,4,4,2,3,1,4,2,4,4,2,5,2,1,2,3,2,4,3,5,1,1,1,4,4,4,3,1,1,4,2,4,5,3,3,1,6,2,2,2,5,2,1,5,2,4,1,1,4, , , , , , , , , , , , , , , ,1,2,4,3,4,4,2,2,2,3,4,4,4,2,2,2,3,1,4,1,3,4,1
75085,1,201321,4,2,4,5,3, , ,-7,1,2,4,2, ,4,1,1,2,1,-7,-7,5,6,2,6,4,6,2,6,5,4,5,7,6,6,5,5,3,5,6,4,6,6,6,1,6,2,3,-7, , , , , , , , , , , , ,5,2,3,5,1,1,4,1,2,3,1,4,5,20,80,10,1,80,2, , , , , ,2,4,2,7,6,4,40,32,3,8,3,3,3,2,3,4,2,3,2,4,2,2,1,4,3,3,4,2,4,2,2,4,3,4,2,4,3,3,3,3,2,4,1,2,3,3,2,4,4,4,1,4,2,3,2,4,4,4,2,3,5,4,5,5,5,5,5,3,3,5,3,3,3,5,5,3,5,6,2,5,6,2, , , , , , ,2,1,5,2,5,5,4,4,2,5,5,6,4,3,3,3,3,1,2,5,2,2,1
75189,2,201321,2,2,3,2,1,2, ,2,3,2,2,2, ,2,2,2, ,2,-7,4,-7,-7,-7,-7,-7,-7,4,6,5,-7,2,5,5,5,4,4,5,3,5,3,4,6,4,1,6,4,2,-7, , , , , , , , , , , , ,6,4,1,2,1,1,3,2, ,1,3,1,1,85,0,0,0,5,1,1,3,2,3,1,2,12,2,-9,5,5,0,0,1,6,4,1,2,2,3,4,4,4,2,4,1,2,2,4,2,4,4,3,4,1,2,4,4,4,4,3,4,2,4,3,3,4,2,1,4,1,1,3,3,4,1,3,4,3,3,4,3,4,1,3,5,6,6,1,4,6,5,6,6,3,2,2,2, , , , , , , , , , , , , , , ,2,1,4,2,3,1,1,7,1,5,1,7,4,6,6,7,4,4,5,1,2,4,1
75293,1,201321,4,2,3,4,2, , ,2,4,2,3,2, ,3,3,1,1,1,1,1,6,5,7,1,2,6,3,6,6,1,1,5,6,6,5,5,6,4,4,4,2,6,7,1,5,4,2,2, , , , , , , , , , , , ,5,2,5,4,2,1,1,2, ,1,1,1,1,20,30,0,0,40,2, , , , , ,3,10,2,9,4,4,40,20,2,3,3,4,3,2,4,4,2,3,2,4,1,1,3,1,3,4,3,3,4,2,2,1,3,4,2,2,4,2,2,2,3,4,2,3,3,1,3,3,3,4,2,1,2,3,2,4,2,3,2,2,5,4,3,3,5,4,5,3,3,4,2,4,2,2,3,4,4,2,6,3,3,2, , , , , , ,3,3,3,3,2,6,6,3,5,4,5,4,4,3,3,1,5,1,5,4,4,3,2
75327,1,201351,5,2,3,3,2, , ,2,2,2,3,2, ,4,2,1,1,1,6,7,5,6,7,2,2,7,5,7,5,2,6,5,6,6,5,4,3,4,2,5,6,4,1,1,6,5,5,4,5,2,4,3,5,3,5,3,3,6,4,4,3,4,1,4,2,1,4,2, ,1,1,5,4,10,75,10,1,100,1,2,3,2,3,1,2,7,4,10,5,4,38,32,3,6,3,2,2,1,4,5,3,2,2,4,4,2,1,5,4,5,5,2,4,2,2,4,1,4,5,5,5,1,2,4,1,4,2,2,4,1,1,4,2,4,1,4,4,4,2,3,1,4,1,4,6,7,5,7,6,7,7,1,2,3,2,2,3,7,7,6,6,7,7,4,6,7,1,1,4,1,2,2,1,1,5,1,5, , , , , , , , , , , , , , , , , , 
75330,1,201321,4,2,3,3,1,1,3,2,2,2,3,2, ,4,1,1,3,2,2,3,2,6,6,3,6,6,2,6,2,4,5,6,6,5,5,3,4,4,3,4,3,3,2,2,4,3,3,3, , , , , , , , , , , , ,6,2,3,3,2,1,2,1,3,1,1,1,4,40,70,30,5,80,1,3,2,2,4,1,2,5,2,7,5,4,36,20,2,6,3,4,2,2,4,4,2,3,2,3,2,3,2,3,3,4,3,2,3,3,3,2,3,4,4,2,3,2,2,3,2,3,2,2,4,2,3,5,3,3,2,3,3,2,3,4,3,3,2,4,5,2,6,4,5,6,5,2,3,5,3,2,1,6,4,6,5,6,5,3,5,6, , , , , , ,2,1,5,2,5,5,4,2,1,2,6,5,5,2,2,2,2,4,4,4,4,1,2
75371,1,201326,4,2,4,4,3, , ,-7,1,2,3,2, ,3,1,1,3,2,2,7,4,4,4,2,2,2,4,4,4,1,4,7,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,-7, , , , , , , , , , , , ,5,3,3,3,2,1,3,1,2,1,1,1,4,70,0,0,0,40,1,3,3,1,3,1,1,10,5,8,5,4,40,15,2,8,4,1,5,1,5,5,2,5,2,5,3,2,2,5,3,4,4,3,4,1,2,3,3,4,4,4,3,2,2,4,2,4,2,4,3,2,2,4,4,4,2,3,2,4,2,3,2,4,2,3,2,2,2,2,5,2,2,2,4,2,3,1,2,5,5,6,6,6,5,3,5,6, , , , , , ,2,2,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3
75403,1,201331,4,1,2,2,2, , ,-7,2,2,2,2, ,4,2,1,2,3,3,5,5,5,5,2,2,5,2,5,5,2,5,7,5,4,3,2,6,2,6,2,2,7,6,1,6,1,1,-7, , , , , , , , , , , , ,4,4,3,4,1,1,3,2, ,1,2,1,3,95,2,2,2,50,1,1,5,1,4,1,1,6,3,9,5,4,40,20,3,1,5,1,3,1,4,4,1,3,1,4,4,1,2,4,1,4,4,1,4,3,5,4,2,5,3,4,4,2,3,4,1,5,2,2,4,2,2,4,2,4,1,1,5,5,3,4,1,4,1,4,4,1,1,1,4,4,1,5,2,4,6,3,4, , , , , , , , , , , , , , , ,2,2,4,3,4,5,3,4,4,4,4,5,4,3,3,3,4,1,1,4,2,3,2
75403,2,201351,4,1,2,3,1,2, ,2,2,2,3,2, ,4,3,1,1,1,3,3,5,5,6,1,1,6,1,7,5,1,5,6,6,6,1,1,4,1,3,1,5,7,7,1,7,1,1,-7,4,2,5,5,5,2,5,2,4,3,4,5,6,4,4,3,1,1,3,2, ,1,1,1,3,45,50,10,1,45,1,1,3,1,2,1,2,6,4,9,4,4,38,20,2,6,1,3,2,3,4,5,1,5,1,5,4,1,3,4,3,4,4,5,4,1,5,3,5,5,3,5,3,1,1,3,3,5,3,2,4,1,1,4,5,5,1,1,3,3,1,3,3,4,1,1,1,1,1,1,1,5,1,5,1,4,7,5,3,7,7,2,7,3,1,3,7,2,1,5,2,2,3,3,5,1,3,2,5, , , , , , , , , , , , , , , , , , 
75428,1,201342,4,2,5,3,2, , ,2,5,2,3,2, ,1,4,1,2,2,2,4,6,6,6,3,6,7,2,6,6,1,5,6,6,6,4,3,4,5,4,4,5,6,1,1,1,6,2,-7, , , , , , , , , , , , ,5,1,5,5,1,1,4,2, ,1,3,1,1,60,90,70,0,60,1,2,1,1,3,3,2,11,1,7,6,4,0,35,2,2,2,3,2,1,4,5,1,5,1,3,4,1,2,5,3,5,5,1,5,1,2,5,4,5,5,1,4,1,4,4,1,5,1,1,5,1,1,4,4,5,1,1,4,4,2,5,4,4,1,4,7,2,2,2,6,4,4,2,3,3,1,5,2, , , , , , , , , , , , , , , ,1,1,6,5,6,6,6,2,1,6,4,6,5,2,4,3,2,1,4,3,4,4,2
75513,1,201321,4,1,3,3,1,1,2,2,2,2,4,2, ,4,3,2, ,3,4,6,4,6,5,2,2,4,4,6,6,2,4,4,4,4,5,5,3,5,4,4,4,4,2,2,4,3,4,3, , , , , , , , , , , , ,5,4,2,4,1,1,4,2, ,1,1,1,4,60,100,100,0,100,1,1,3,1,3,1,2,10,2,9,6,5,40,30,3,8,4,2,2,4,3,3,3,2,3,3,4,2,3,4,2,4,3,2,4,2,3,4,2,4,4,2,4,2,4,4,2,4,3,2,4,2,2,3,4,4,2,3,3,3,2,4,2,3,2,4,5,4,4,3,4,5,4,3,3,3,3,2,2, , , , , , , , , , , , , , , ,2,2,5,2,5,6,3,3,4,4,4,6,6,2,6,4,2,2,5,1,2,2,2
75526,1,201351,5,2,2,3,2, , ,-7,1,2,3,2, ,2,2,2, ,3,3,6,6,6,6,6,4,6,5,6,6,3,5,7,6,7,3,2,5,3,5,2,1,2,4,1,5,1,1,1,5,5,2,6,4,5,5,4,2,1,2,4,4,3,2,5,1,1,3,2, ,1,4,4,2,50,20,0,0,40,1,3,3, , , ,2,5,4,9,5,4,40,24,3,1,3,2,4,2,4,4,1,4,2,4,1,1,3,4,3,4,3,3,4,1,4,3,4,4,3,4,2,1,1,3,2,5,3,2,1,1,2,4,4,4,2,3,2,4,3,4,5,3,2,3,4,4,5,3,5,6,5,4,4,5,3,3,2, , , , , , , , , ,1,1,3,2,1,2,4,2,3,2,5, , , , , , , , , , , , , , , , , , 
75526,2,201351,5,2,2,3,2, , ,1,2,2,2,2, ,-9,3,2, ,3,4,6,6,6,6,6,4,6,4,6,6,-7,6,6,6,6,3,2,5,3,5,2,2,1,7,1,7,1,1,-7,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,1,2,2, ,1,5,5,2,40,60,35,0,70,1,1,3, , , ,2,6,4,10,5,4,40,24,1,1,2,3,1,3,2,4,3,3,1,3,3,1,1,3,3,4,4,2,4,1,4,4,3,4,3,3,2,2,4,3,3,4,2,3,4,1,3,4,4,4,2,2,4,2,2,3,4,3,1,3,2,5,4,5,5,5,5,5,5,5,5,3,3, , , , , , , , , ,4,1,4,1,4,4,1,1,5,2,5, , , , , , , , , , , , , , , , , , 
75664,2,201321,5,2,3,4,1,1,1,2,1,2,4,2, ,3,3,2, ,3,1,1,4,5,4,3,1,6,1,5,4,2,1,4,5,4,4,4,4,4,4,4,5,4,4,3,4,4,4,-7, , , , , , , , , , , , ,2,4,2,3,1,1,4,1,2,1,1,3,4,50,1,0,0,1,2, , , , , ,2,6,4,11,6,4,40,32,3,8,2,3,3,1,4,4,2,4,2,3,1,2,1,5,3,4,5,1,3,2,2,4,4,4,4,3,3,2,3,3,2,4,2,3,2,2,1,4,4,4,1,4,2,4,1,3,4,4,1,3,2,5,4,4,5,5,5,3,4,3,4,4,3,5,3,5,5,5,5,3,3,3, , , , , , ,1,2,5,2,5,3,3,5,7,6,4,4,3,4,4,3,5,1,3,4,2,3,3
75665,1,201326,4,2,3,2,2, , ,1,2,2,1,2, ,5,1,1,2,2,6,6,7,7,7,7,2,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,1,7,7,1,7,1,1,-7,7,5,2,3,5,7,4,4,4,4,4,4,3,6,2,4,2,1,3,2, ,1,2,4,5,10,20,5,2,100,1,3,3, , , ,2,6,3,8,6,4,32,24,1,8,3,3,3,1,4,4,1,4,2,4,3,1,2,4,2,4,4,2,4,2,2,5,3,5,3,3,4,1,2,4,3,4,2,2,4,2,3,5,4,4,1,2,2,4,4,3,3,4,1,4,1,2,2,6,6,6,6,2,6,2,2,2,2, , , , , , , , , ,1,5,4,4,4,2,2,1,5,1,5, , , , , , , , , , , , , , , , , , 
75679,1,201321,1,2,3,3,2, , ,-7,2,2,3,2, ,4,2,1,1,2,-7,-7,-7,6,5,6,-7,6,-7,7,-7,-7,-7,6,6,-7,4,4,5,5,6,2,3, , , , , , , ,6,5,4,5,5,3,5,3,3,3,3,3,6,3,4,3,1,1,3,2, ,3,1,3,3,20,80,50,30,90,2, , ,1,3,-7,2,3,3,1,6,5,12,12,1,1,3,3,4,3,2,3,4,3,2,3,2,2,4,4,3,4,3,3,4,2,4,4,4,4,2,2,3,2,3,3,2,4,3,2,4,2,4,3,4,3,3,2,2,4,4,3,2,4,2,2,2,3,6,2,6,5,5,2,3,3,4,1,5, , , , , , , , , ,1,2,3,2,1,2,2,1,4,3,4, , , , , , , , , , , , , , , , , , 
75687,1,201321,4,2,5,5,3, , ,2,1,2,5,2, ,4,1,1,3,1,-7,-7,5,6,5,4,3,5,3,6,5,2,-7,5,4,5,5,3,2,6,5,6,4,5,2,2,5,2,3,2, , , , , , , , , , , , ,6,2,1,2,1,1,3,1,2,1,1,3,3,50,90,50,1,99,2, , , , , ,3,7,4,8,6,4,40,32,2,8,2,4,4,3,4,4,3,4,2,4,2,2,3,3,5,3,3,3,3,1,4,3,4,4,2,2,2,2,4,3,2,4,3,3,1,2,2,3,3,3,3,4,3,2,2,4,4,3,3,3,5,6,5,5,4,5,5,3,3,2,2,1,1,4,4,5,5,5,2,5,7,3, , , , , , ,3,2,3,2,3,3,3,4,4,5,4,6,5,2,2,3,3,3,5,4,3,3,3
75710,2,201326,6,2,4,5,3, , ,2,2,2,4,2, ,4,1,1,3,1,-7,-7,5,4,3,2,5,2,-7,1,3,-7,3,2,2,2,2,2,6,2,2,2,3,2,1,6,2,3,3,2,2,3,3,6,3,7,6,5,5,5,2,3,5,3,3,3,2,1,4,2, ,1,1,1,4,70,30,0,0,30,1,1,5, , , ,2,5,3,10,6,4,40,28,2,1,4,4,3,3,3,5,4,3,2,4,3,2,3,3,2,4,3,4,4,2,4,4,4,4,4,3,4,4,4,3,2,4,3,2,3,2,2,4,4,3,2,2,3,3,2,4,3,3,1,3,2,3,5,2,5,5,6,2,2,2,1,1,1, , , , , , , , , ,1,5,4,3,2,2,3,1,4,2,5, , , , , , , , , , , , , , , , , , 
75711,1,201351,5,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,4,1,7,6,6,4,-7,2,3,2,6,6,5,1,6,7,2,4,4,3,3,3,5,3,5,7,1,1,6,6,5,3, , , , , , , , , , , , ,6,2,2,5,1,1,3,1,2,3,1,1,3,10,95,50,0,100,1,2,2,1,3,1,1,11,2,-9,6,5,0,15,2,2,3,1,4,1,1,1,2,1,1,1,2,4,1,4,2,4,4,4,4,1,2,2,3,4,4,4,4,1,1,3,2,4,1,4,4,1,1,5,4,5,1,1,2,4,1,4,2,4,1,2,5,2,2,5,5,4,3,2,4,5,1,1,1, , , , , , , , , , , , , , , ,1,1,5,1,6,5,5,2,6,6,5,6,2,1,2,2,5,1,2,2,2,1,2
75718,1,201326,1,1,2,1,1,2, ,-7,5,1,4,2, ,5,1,2, ,1,3,6,6,7,7,6,2,7,2,7,6,4,6,7,6,7,3,5,7,2,5,2,1, , , , , , , ,5,4,2,2,4,5,7,6,2,2,2,3,3,6,3,5,1,1,3,2, ,1,1,5,3,60,100,100,70,100,2, , , , , ,2,4,1,3,5,4,38,28,3,1,3,1,2,1,5,5,1,3,1,5,2,2,2,3,2,3,4,2,4,1,3,4,3,5,3,3,3,1,2,4,2,5,1,1,3,1,3,5,3,5,2,3,3,3,2,3,2,4,2,4,5,5,7,6,5,6,7,2,3,1,1,1,1, , , , , , , , , ,3,5,4,2,4,3,1,2,4,3,4, , , , , , , , , , , , , , , , , , 
75719,2,201321,5,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,3,1,4,4,5,5,6,3,3,3,4,5,5,2,3,6,6,6,4,4,5,3,3,2,3,2,2,2,2,2,2,-7, , , , , , , , , , , , ,5,3,5,3,1,1,4,2, ,1,1,1,4,50,0,0,0,50,1,1,5,2,3,1,1,9,2,9,6,4,40,20,2,1,3,2,3,2,3,4,2,3,2,4,2,2,2,3,2,4,4,2,4,2,4,4,2,4,3,3,3,2,3,3,2,4,3,3,3,2,2,4,3,3,2,2,3,3,2,3,3,3,2,3,4,2,2,2,5,3,5,2,5,3,2,2,2, , , , , , , , , , , , , , , ,2,1,5,2,4,4,4,4,4,5,4,4,4,2,5,5,3,1,4,3,2,2,2
75744,1,201321,5,3,4,4,3, , ,2,2,2,4,2, ,2,2,1,1,2,4,7,6,7,7,4,2,2,5,6,7,2,3,7,6,6,4,4,4,4,4,3,3,6,7,1,7,6,2,-7, , , , , , , , , , , , ,5,4,5,3,2,1,3,2, ,3,1,1,3,10,50,20,0,70,1,1,3,2,3,1,2,10,4,9,5,4,40,25,2,8,3,4,1,1,4,4,3,3,3,3,1,4,3,3,3,4,3,2,4,1,3,3,3,4,3,3,4,4,2,3,1,5,1,4,3,3,2,4,4,3,3,3,3,4,2,3,3,4,2,4,5,2,4,5,6,6,6,4,4,5,4,2,1, , , , , , , , , , , , , , , ,2,2,3,3,3,3,3,5,5,5,4,4,4,3,4,4,5,1,3,3,4,1,1
75744,2,201321,5,3,4,4,3, , ,2,1,2,3,2, ,2,2,1,2,2,4,6,6,6,6,4,3,6,5,6,6,1,6,7,5,4,4,4,4,4,3,4,6,7,7,1,7,2,1,1, , , , , , , , , , , , ,5,2,4,3,2,1,4,1,2,1,1,1,5,51,50,50,1,80,1,2,3,2,3,1,2,10,2,9,4,4,40,25,3,8,4,2,2,1,4,4,1,3,1,4,2,2,4,4,4,4,3,2,4,2,3,4,3,3,4,2,4,2,4,3,2,3,1,4,3,2,3,4,3,3,2,3,3,3,3,3,2,3,1,3,4,3,3,3,5,4,4,3,2,2,3,2,2, , , , , , , , , , , , , , , ,1,1,5,1,4,4,4,4,5,4,2,5,5,3,3,3,3,3,5,2,4,2,2
