nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,smart,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,MHI001,MHI002,MHI003,MHI004,MHI005,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x
71360,1,201417,3,2,3,4,3, , ,2,3,2,3,2, ,3,2,2, ,3,4,5,4,4,5,4,4,4,4,4,5,4,4,4,4,4,6,3,3,5,3,3,-7, , , , , , , , , , , , ,4,2,2,3,1,1,2,2, ,1,1,1,1,50,0,0,0,0,1,1,3, , , ,2,6,3,6,2,4,40,32,1,1,4,4,3,2,4,4,2,4,2,4,2,3,4,4,2,4,4,2,4,3,3,4,4,4,4,2,4,4,2,4,4,4,2,4,4,2,4,4,4,4,4,2,4,4,4,4,2,3,4,4, , , , , , , , , , , , , , , ,1,1,5,1,5,3,2,3,1,1,2,1,2,2,2,2,3,1,5,5,1,2,2
71428,1,201417,4,2,3,4,3, , ,2,2,2,3,2, ,1,1,1,2,1,-7,-7,-7,7,7,5,5,7,1,7,7,-7,-7,7,7,7,4,4,2,7,2,2,2, , , , , , , , , , , , ,7,2,3,5,1,1,4,2, ,3,1,1,4,50,75,40,0,80,2, , ,1,3,1,2,13,2,-9,3,4,10,10,2,6,3,3,1,1,4,4,2,4,2,4,1,3,3,3,4,4,4,4,4,1,3,2,4,4,4,4,2,2,2,3,4,4,1,4,3,1,1,4,4,4,1,1,2,2,2,4,5,2,1,3, , , , , , , , , , , , , , , ,1,1,6,1,5,6,6,1,1,6,4,7,7,1,4,1,1,3,5,3,4,3,1
71428,2,201417,4,2,3,4,2, , ,2,1,2,3,1,4,3,1,1,2,1,-7,-7,-7,7,7,5,5,7,2,7,3,-7,-7,7,7,7,7,3,1,6,2,2,1, , , , , , , , , , , , ,6,2,5,4,1,1,4,2, ,3,1,1,5,60,99,50,10,100,2, , ,2,3,1,2,10,2,8,6,4,40,20,2,6,4,2,3,1,4,4,2,4,2,4,3,1,3,2,3,4,3,3,3,2,3,4,3,2,3,2,3,4,2,3,3,4,3,3,3,2,3,4,4,4,3,2,3,4,3,4,4,3,2,3, , , , , , , , , , , , , , , ,1,1,5,2,5,3,4,1,4,6,4,3,3,3,5,6,4,4,4,1,4,3,3
71431,1,201430,5,2,4,4,2, , ,2,4,2,4,1,4,3,2,1,2,1,3,-7,1,6,3,3,2,4,3,7,2,1,3,3,6,3,7,7,1,7,1,1,2, , , , , , , , , , , , ,3,5,1,2,2,1,4,1,1,1,1,3,3,30,100,70,5,100,2, , ,1,3,1,2,5,3,9,6,4,40,20,2,6,2,3,1,1,4,4,3,2,1,2,4,1,2,4,1,4,4,2,4,2,3,4,2,4,4,2,4,2,3,3,2,4,2,2,4,2,2,5,3,4,2,3,3,4,2,3,2,4,1,3,7,7,6,6,4,1,4,7,2, , , , , , ,2,1,4,3,4,3,2,5,4,5,5,5,4,3,3,6,3,1,2,3,1,1,2
71431,2,201417,4,2,3,4,2, , ,-7,3,2,4,2, ,5,1,1,2,1,-7,-7,6,7,7,7,3,7,-7,7,5,1,-7,7,7,7,4,7,1,7,1,1,-7, , , , , , , , , , , , ,7,1,2,3,1,1,4,2, ,1,1,1,4,80,75,75,0,100,2, , ,1,3,3,1,4,2,8,6,4,40,32,2,1,1,3,4,2,5,5,2,5,1,5,1,1,5,5,3,5,1,5,2,1,5,5,4,5,3,5,3,1,1,2,3,4,4,1,1,1,2,3,5,5,4,5,1,3,5,5,5,2,1,1, , , , , , , , , , , , , , , ,1,1,5,1,5,4,2,3,1,5,4,7,4,2,3,4,2,1,2,4,2,1,1
71473,1,201417,5,2,3,3,1,1,3,1,1,2,3,2, ,2,1,1,2,1,3,6,6,6,7,4,5,6,6,6,5,2,5,7,6,6,6,6,2,6,3,3,3, , , , , , , , , , , , ,6,2,3,5,4,1,3,2, ,1,1,4,4,75,90,20,5,100,1,3,3,2,5,4,3,7,2,10,5,4,40,40,3,8,4,2,4,2,4,4,2,4,2,4,2,2,4,4,3,3,2,2,3,3,4,3,4,4,2,2,3,2,2,3,2,4,2,3,4,2,4,4,4,3,4,3,2,4,4,4,2,3,4,2,5,5,6,6,6,6,2,5,4, , , , , , ,3,3,4,3,3,5,5,3,5,5,4,4,5,5,4,2,2,1,3,3,2,2,2
71473,2,201417,5,2,4,5,3, , ,-7,4,2,3,2, ,3,1,1,-9,1,5,6,6,6,4,4,4,6,4,6,6,3,5,6,3,6,6,5,4,5,3,2,-7, , , , , , , , , , , , ,6,2,5,2,1,1,2,2, ,1,1,1,1,25,80,75,10,95,1,3,2,2,1,2,1,7,3,10,5,4,32,32,1,9,3,2,3,2,2,3,4,3,2,3,4,2,3,4,2,4,4,3,4,2,3,4,2,4,4,2,4,2,4,3,2,4,3,2,4,2,2,3,2,4,2,2,4,4,2,3,2,4,2,4,7,6,5,6,4,3,6,6,3, , , , , , ,2,1,4,2,5,2,2,5,4,3,3,3,5,4,6,5,5,1,3,2,1,2,1
71631,1,201440,1,2,5,2,1,2, ,2,2,2,2,2, ,3,3,2, ,4,-7,-7,-7,-7,-7,-7,-7,7,1,1,7,-7,-7,1,7,-7, , , , , , , , , , , , , , , , , , , ,1,1,5,2,1,1,3,2, ,1,1,1,4,60,30,10,0,100,1,2,3, , , ,2,13,3,10,7,4,36,24,3,6,2,3,3,1,3,5,2,4,2,4,3,2,2,3,3,4,4,2,4,2,3,4,3,4,5,2,3,2,3,4,3,4,2,2,3,2,1,3,3,3,1,1,3,4,3,3,3,4,2,5, , , , , , , , , , , , , , , ,1,1,5,1,6,4,3,4,3,4,2,5,5,2,3,4,5,1,1,2,1,1,2
71651,1,201417,2,1,2,1,1,2, ,2,4,2,4,2, ,5,1,1,1,1,3,7,7,7,-7,2,3,7,6,7,7,6,7,-7,6,7,5,7,1,6,1,1,2,6,6,4,1,1,6,5,6,2,2,1,1,6,5,2,4,3,1,3,2, ,1,1,5,4,50,50,50,20,90,2, , , , , ,3,4,2,9,6,4,40,32,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,6,7,6,4,5,6,6,4,4,3,3,3,3,5,3,2,3,3, , , , , , , , , , , , , , , , , , 
71772,1,201428,3,2,2,3,2, , ,-7,3,2,3,1,3,4,1,1,1,2,3,3,3,5,5,6,2,7,2,5,5,4,3,5,4,5,4,4,4,4,4,4,-7, , , , , , , , , , , , ,3,3,4,3,1,1,4,1,1,1,5,5,3,80,40,0,0,30,1,1,3,1, , ,3,8,3,8,6,4,45,30,1,8,4,3,4,5,5,5,4,5,4,5,2,1,3,4,3,5,3,3,4,1,5,1,3,5,3,4,4,3,3,4,3,4,3,5,4,5,3,4,3,4,3,3,3,5,3,5,3,5,3,4,4,6,7,6,7,5,4,7,4, , , , , , ,3,3,4,3,3,3,2,5,4,4,4,7,5,3,6,5,1,4,1,4,2,2,4
71972,1,201448,5,2,4,5,3, , ,2,1,2,4,1,3,3,2,1,3,1,6,6,7,6,7,2,3,6,6,6,7,1,5,6,6,7,6,3,4,6,5,4,3, , , , , , , , , , , , ,6,2,2,3,1,1,4,2, ,1,1,1,3,40,100,100,40,100,1,3,2,2,3,1,2,10,4,10,6,4,38,0,2,6,1,5,2,2,5,4,4,5,4,1,1,2,1,5,1,4,4,2,5,1,2,5,3,5,4,3,4,2,3,4,3,5,1,1,4,2,2,3,3,4,1,3,4,4,2,4,2,4,1,4, , , , , , , , , , , , , , , ,2,1,4,2,4,5,3,4,6,6,4,3,3,5,5,5,6,3,5,2,3,4,2
71979,1,201417,4,2,3,4,3, , ,2,2,2,4,2, ,2,-9,1,3,2,-7,-7,6,6,6,4,4,4,1,6,6,4,1,6,5,6,6,6,3,6,4,3,-7, , , , , , , , , , , , ,5,4,3,4,1,1,2,2, ,1,1,1,5,50,80,50,0,100,2, , ,2,3,2,2,10,2,9,6,4,35,35,2,8,4,2,3,1,1,1,1,4,1,3,2,1,2,4,3,4,3,3,4,1,3,4,3,4,4,3,4,1,1,4,2,4,2,1,4,1,1,5,3,4,1,1,3,4,1,4,2,4,2,4,7,6,7,7,7,2,2,4,2, , , , , , ,1,1,4,1,5,4,2,4,3,3,3,4,4,4,4,3,4,1,2,3,3,3,1
72000,1,201417,4,2,3,4,2, , ,-7,1,2,4,2, ,1,3,1,1,4,5,5,5,6,6,-7,-7,-7,5,6,6,-7,5,5,5,5,5,6,2,5,2,2,-7, , , , , , , , , , , , ,5,3,2,3,2,1,4,1,2,1,1,1,5,60,100,10,0,100,1,1,3,1,3,1,1,12,2,8,4,5,8,4,2,8,4,2,2,1,4,4,2,4,1,4,3,2,1,4,3,4,4,2,4,2,3,4,3,4,5,2,3,2,2,4,2,4,1,2,3,2,2,4,3,4,2,3,4,4,2,4,2,4,1,3, , , , , , , , , , , , , , , ,1,1,5,1,6,5,5,4,5,5,5,5,5,3,4,5,4,3,4,5,4,2,3
72000,2,201417,4,2,4,4,3, , ,-7,2,2,3,2, ,1,-9,1,1,2,5,5,5,6,6,-7,-7,5,5,6,6,-7,5,6,6,5,4,6,2,5,4,4,-7, , , , , , , , , , , , ,5,4,2,3,2,1,4,2, ,1,1,1,5,50,80,0,0,100,1,1,3,1,3,1,1,12,2,8,4,5,4,4,2,6,4,2,3,2,4,5,2,4,1,4,2,2,2,4,2,4,4,2,4,1,3,4,3,4,4,2,3,2,3,4,2,4,2,2,3,2,2,4,3,4,2,3,3,4,2,4,3,4,2,3, , , , , , , , , , , , , , , ,1,1,5,1,5,5,4,5,5,5,4,5,5,3,4,4,4,4,4,2,4,3,3
72012,1,201417,5,2,4,4,3, , ,-7,1,2,4,2, ,3,4,1,2,1,-7,-7,6,7,4,5,2,6,3,7,-7,-7,-7,7,6,6,5,5,3,6,4,2,2, , , , , , , , , , , , ,5,2,3,3,2,1,3,2, ,1,1,1,4,70,99,30,0,100,2, , , , , ,2,6,4,9,7,4,40,32,2,1,4,1,2,2,3,3,1,3,1,3,3,3,2,4,3,3,4,1,3,1,1,4,3,3,4,1,3,3,2,4,1,5,2,2,3,3,2,4,4,4,1,2,2,4,2,3,2,4,1,3,5,6,6,6,6,6,4,6,4, , , , , , ,2,1,3,2,5,4,4,4,4,4,4,7,4,1,2,1,4,1,3,4,4,1,1
72078,1,201443,4,2,5,5,3, , ,2,1,2,5,1,1,3,1,1,3,1,2,6,6,6,7,1,2,6,5,6,5,1,5,6,6,6,6,6,1,7,1,1,1, , , , , , , , , , , , ,5,2,3,4,2,1,4,1,2,1,1,1,5,60,100,0,0,100,1,2,3,1,3,1,2,7,4,8,6,4,36,24,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,5,7,6,4,2,7,4, , , , , , ,3,2,4,2,5,5,6,2,2,6,3,6,5,2,3,2,2,1,1,3,4,2,1
72084,1,201417,5,2,4,4,3, , ,2,2,2,4,1,3,2,2,1,3,1,-7,6,-7,6,4,-7,-7,6,4,6,-7,-7,6,6,6,-7,4,5,4,4,2,2,1, , , , , , , , , , , , ,6,2,3,4,1,1,3,2, ,2,1,1,4,50,100,100,0,100,1,1,3,1,4,1,2,13,2,-9,6,1,0,0,3,1,4,1,3,2,4,4,1,3,2,4,2,2,3,4,3,3,3,2,3,2,4,3,3,3,3,2,4,2,2,3,2,3,3,2,3,2,2,4,3,4,3,2,3,3,3,4,2,4,2,3, , , , , , , , , , , , , , , ,2,1,5,2,5,2,5,2,1,5,4,4,4,3,6,2,2,4,2,3,4,3,4
72090,1,201444,5,2,3,4,1,2, ,2,3,2,3,2, ,2,2,1,2,1,4,3,-7,7,7,3,3,1,4,5,-7,-7,5,7,5,-7,7,7,2,5,1,1,-9, , , , , , , , , , , , ,5,2,2,4,1,1,3,2, ,-9,-9,-9,3,50,100,70,100,20,1,1,2,2,4,1,2,12,2,10,6,1,48,30,1,2,5,2,2,1,3,3,3,2,4,2,3,3,2,4,3,3,3,3,3,1,4,2,3,2,3,1,2,3,2,3,4,4,2,4,3,3,2,3,3,3,1,3,2,2,3,3,4,3,3,3, , , , , , , , , , , , , , , ,1,1,4,3,3,5,6,2,6,4,4,6,4,2,3,4,4,4,5,1,4,4,4
72090,2,201444,5,2,4,4,3, , ,1,5,2,4,2, ,2,1,1,3,1,6,7,-7,7,7,-7,-7,5,4,7,-7,-7,6,7,5,-7,7,7,1,7,1,6,-7, , , , , , , , , , , , ,5,2,4,3,2,1,4,2, ,1,1,3,4,70,90,90,0,100,2, , ,1,3,1,2,11,2,-9,6,4,40,40,1,1,2,4,2,2,4,5,3,4,4,4,2,1,3,3,3,4,3,2,3,1,4,3,3,4,3,2,3,1,3,3,3,4,4,2,3,1,3,3,5,2,3,3,2,2,2,5,4,2,3,3, , , , , , , , , , , , , , , ,3,1,3,3,3,5,2,4,1,4,4,6,4,2,2,1,6,3,5,2,4,2,2
72158,1,201417,4,2,3,4,3, , ,-7,1,2,4,2, ,2,1,1,2,3,2,4,-7,3,6,-7,3,3,5,7,6,-7,4,7,7,6,6,6,2,6,2,2,-7, , , , , , , , , , , , ,5,2,2,1,1,1,3,2, ,1,1,1,4,90,60,30,10,95,1,1,3,2,2,1,2,13,2,8,3,5,5,5,2,9,2,3,4,1,4,4,2,4,4,3,2,4,2,1,4,3,3,4,2,1,3,2,4,4,4,4,2,3,2,4,4,3,2,4,3,3,3,3,4,3,3,2,2,3,3,4,4,3,2,2, , , , , , , , , , , , , , , ,2,2,4,1,5,1,2,5,5,6,2,6,6,2,5,5,5,4,5,1,4,1,1
72167,1,201417,3,2,3,4,2, , ,2,3,2,4,1,4,3,2,1,2,2,2,4,2,5,7,1,1,7,2,6,2,-7,3,7,6,5,5,7,4,6,5,5,-7, , , , , , , , , , , , ,5,5,2,2,2,1,2,2, ,1,1,1,4,40,75,60,10,99,1,1,3,1,3,2,1,7,4,-9,5,4,40,20,2,1,4,2,2,3,4,3,1,4,3,3,2,3,3,3,2,3,3,3,3,3,4,2,2,3,3,4,3,4,4,3,3,4,3,3,2,4,3,3,3,3,2,2,3,3,4,2,3,3,2,3,5,4,5,5,5,5,4,3,3, , , , , , ,2,1,4,2,5,4,2,5,6,4,5,6,6,2,2,3,7,2,3,4,2,2,1
72226,1,201417,4,2,3,4,2, , ,2,4,2,3,2, ,3,2,1,2,2,4,6,-7,6,6,5,3,4,5,5,-7,-7,6,6,5,-7,4,4,5,4,4,4,1, , , , , , , , , , , , ,6,5,3,4,1,1,3,2, ,1,1,1,4,40,95,95,10,75,1,1,3,2,2,1,2,13,2,9,6,4,0,0,3,4,4,3,3,2,4,4,3,4,2,4,3,2,2,4,3,4,4,4,3,2,2,3,3,4,4,3,3,3,2,3,3,4,2,2,3,3,2,4,4,4,2,2,3,4,2,3,3,3,2,3, , , , , , , , , , , , , , , ,2,1,5,1,5,6,5,6,5,4,4,5,4,5,5,5,4,4,1,1,4,1,1
72309,1,201417,3,2,3,2,1,2, ,-7,-9,2,3,2, ,2,2,2, ,2,2,2,4,4,6,2,2,5,2,6,6,2,2,6,6,6,1,1,1,5,2,2,-7,6,4,2,2,2,4,5,5,2,4,4,2,6,2,3,3,1,1,4,1,2,1,1,4,4,66,0,0,0,20,1,1,3,1, , ,2,5,4,8,5,4,40,32,3,8,3,2,2,2,4,4,3,3,2,4,2,2,2,4,2,5,4,3,4,2,4,4,4,5,3,3,4,1,3,3,1,5,1,3,5,1,3,4,5,5,3,2,2,5,2,4,3,4,2,4, , , , , , , , , ,2,2,4,1,4,1,1,1,4,2,4, , , , , , , , , , , , , , , , , , 
72324,3,201417,4,2,4,5,3, , ,2,2,2,2,2, ,2,1,1,2,1,1,1,1,5,7,1,1,7,1,1,1,1,4,4,5,1,1,7,1,1,1,1,-7, , , , , , , , , , , , ,5,6,2,3,3,1,2,2, ,1,1,1,5,50,0,0,0,10,1,1,5,2, , ,2,7,2,7,2,4,40,27,2,1,4,2,2,2,3,4,2,4,2,3,4,3,4,4,3,3,4,2,4,1,3,2,2,3,3,3,4,3,3,4,2,4,3,2,4,2,4,4,2,4,5,2,4,4,3,3,2,4,3,4,7,7,7,7,7,4,2,5,6, , , , , , ,4,2,3,2,5,2,2,4,5,5,1,1,1,7,7,4,1,1,1,5,2,1,2
72457,1,201448,4,2,3,2,2, , ,-7,2,2,3,2, ,3,1,1,2,1,6,6,5,5,6,2,2,6,6,7,5,-7,5,6,7,5,6,6,4,5,4,4,-7, , , , , , , , , , , , ,5,3,1,4,1,1,4,2, ,1,1,1,5,30,10,0,0,100,1,1,2,1,3,1,2,7,4,9,5,4,40,20,2,1,4,2,2,1,5,5,3,5,1,4,4,2,2,4,2,4,5,2,5,1,2,4,2,3,5,2,4,2,3,4,1,5,1,3,5,3,1,4,3,4,1,2,4,3,2,5,2,5,1,4,7,7,6,7,7,2,3,4,3, , , , , , ,2,1,5,1,5,5,4,5,6,5,5,5,5,5,5,6,6,1,3,4,3,2,2
72569,1,201417,5,2,5,4,1,1,2,2,1,2,4,2, ,3,1,1,2,1,2,-7,7,6,3,1,1,6,1,6,6,-7,4,5,5,3,7,5,2,6,5,2,1, , , , , , , , , , , , ,4,5,4,3,2,1,4,1,2,1,1,1,4,50,80,5,0,95,1,3,3,1,3,2,2,6,4,8,6,4,40,28,1,6,2,4,1,1,2,3,4,3,2,4,2,1,4,5,1,5,3,3,4,1,4,2,3,4,3,2,4,1,3,4,1,4,2,3,2,1,4,5,3,4,3,4,4,2,1,4,3,3,2,4,7,7,7,7,4,7,1,5,2, , , , , , ,2,3,1,4,3,2,2,5,5,6,3,6,4,2,4,4,3,1,2,2,2,3,3
72727,1,201448,1,1,3,3,2, , ,-7,4,1,3,2, ,3,3,2, ,4,1,3,3,3,3,-7,-7,-7,1,5,1,1,1,7,7,7, , , , , , , ,1,1,6,4,4,1,1,3,6,1,1,4,5,1,1,5,1,1,4,2, ,3,5,5,5,0,0,0,0,0,1,1,5, , , ,3,7,3,4,1,4,40,40,3,1,5,3,5,3,2,3,5,3,3,3,1,5,5,3,5,5,1,5,3,3,5,5,5,3,1,5,1,1,5,1,5,5,5,3,1,3,5,3,5,5,5,3,1,5,5,3,5,3,5,3, , , , , , , , , ,1,2,5,4,1,1,3,3,2,3,3, , , , , , , , , , , , , , , , , , 
72820,1,201417,3,2,3,3,2, , ,-7,4,2,2,2, ,2,1,1,3,1,-7,-7,3,5,6,3,3,4,5,7,3,1,2,6,6,6,6,6,6,6,5,4,1, , , , , , , , , , , , ,6,4,3,3,1,1,4,2, ,3,1,1,4,80,10,1,0,5,2, , , , , ,3,7,4,7,5,4,40,32,1,6,4,2,4,1,4,4,1,4,1,5,3,3,3,3,4,3,3,3,3,1,4,4,3,3,2,4,3,3,3,3,4,4,3,1,3,3,2,3,4,4,3,2,2,3,2,4,4,4,4,4, , , , , , , , , , , , , , , ,3,3,3,3,3,5,4,5,6,4,5,6,5,2,2,3,4,1,5,2,3,1,2
72835,1,201430,4,2,3,4,3, , ,-7,3,2,4,2, ,3,1,1,2,1,-7,-7,6,6,5,6,5,6,2,6,6,3,3,6,6,6,6,6,1,5,2,2,-7, , , , , , , , , , , , ,6,3,4,3,2,1,4,2, ,3,1,4,4,60,80,60,20,90,2, , ,2,3,1,3,7,2,6,2,5,20,10,2,8,2,5,3,2,4,4,4,5,3,4,1,1,4,1,5,3,2,2,1,1,4,2,5,4,1,5,1,1,4,2,5,5,5,4,1,2,4,3,5,4,5,1,1,2,4,4,5,2,5,2, , , , , , , , , , , , , , , ,3,3,3,3,3,5,6,2,4,5,5,5,4,2,2,3,3,3,4,3,3,2,2
72835,2,201417,4,2,3,4,3, , ,-7,3,2,4,2, ,3,1,1,3,1,-7,-7,5,6,6,5,5,5,-7,6,4,4,-7,6,6,5,6,6,2,6,3,2,-7, , , , , , , , , , , , ,6,3,4,3,2,1,4,2, ,1,1,4,4,70,100,50,0,100,2, , ,1,3,1,3,10,2,7,4,4,36,20,2,8,3,2,4,2,4,4,2,4,2,4,2,4,5,4,4,2,2,4,2,3,4,3,4,2,2,4,3,4,3,4,3,3,3,3,2,4,5,3,4,2,5,3,3,3,5,3,3,3,4,3,5,4,5,3,6,2,5,3,2, , , , , , ,4,3,2,4,2,6,5,2,5,5,6,6,5,1,2,2,4,1,5,4,4,1,1
72869,1,201417,6,2,3,3,2, , ,-7,2,2,3,1,4,4,2,1,2,2,4,6,4,5,2,4,3,5,3,5,4,2,5,6,5,5,6,2,4,4,5,5,3, , , , , , , , , , , , ,5,4,1,4,1,1,4,2, ,1,1,4,5,50,40,5,1,80,2, , ,1,4,2,2,6,4,11,7,4,40,32,3,8,4,1,3,1,5,5,3,4,2,4,4,1,1,5,3,5,5,1,5,1,3,4,3,4,4,2,4,1,1,4,2,5,1,1,5,1,1,5,4,4,1,5,4,5,2,4,3,4,1,4,6,5,7,6,7,5,3,5,6, , , , , , ,3,1,4,3,5,4,2,4,3,3,3,5,4,2,3,3,3,4,4,2,1,2,3
72934,1,201417,-9, ,4,4,3, , ,-7,2,2,4,2, ,3,1,1,3,1,-7,-7,6,6,4,2,2,5,-7,5,2,2,-7,4,5,5, , , , , , , ,4,2,5,5,4,2,5,3,3,5,4,5,6,2,2,3,1,1,3,2, ,1,1,1,3,20,50,0,0,90,2, , ,2,3,2,2,5,2,-9,5,4,40,36,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,4,4,2,2,6,5,1,2,3,2,2,2,2,1,4,2,4, , , , , , , , , , , , , , , , , , 
72969,1,201417,3,2,3,4,2, , ,2,4,2,3,2, ,3,1,1,2,2,-7,-7,6,6,6,1,3,4,-7,6,6,1,4,7,7,4,6,6,1,5,2,2,1, , , , , , , , , , , , ,5,4,2,4,1,1,3,2, ,1,1,3,4,80,70,40,0,60,2, , , , , ,2,9,2,7,5,4,45,24,2,1,3,2,4,2,3,4,2,4,2,4,1,3,2,2,4,3,4,1,3,1,2,3,4,4,4,2,4,4,3,3,4,4,2,2,2,3,2,3,4,3,2,1,2,2,1,4,4,3,2,3,3,4,5,4,4,1,2,6,2, , , , , , ,2,1,6,1,5,5,6,2,5,6,5,5,5,2,2,2,5,4,3,3,4,1,1
73019,1,201430,5,2,3,3,2, , ,-7,1,2,3,2, ,4,2,1,3,2,5,6,4,5,6,3,3,5,6,6,3,7,5,6,6,6,4,3,4,5,5,5,3, , , , , , , , , , , , ,3,3,2,2,2,1,4,2, ,1,1,3,4,30,90,50,5,100,1,3,2,2,3,1,2,5,4,8,5,4,40,24,3,8,4,1,3,2,4,5,1,4,1,5,4,2,3,3,2,4,4,3,4,2,4,2,3,3,3,4,4,2,2,4,2,4,1,4,4,2,2,4,2,3,2,2,4,3,2,3,2,3,2,3,7,5,7,6,6,7,3,5,6, , , , , , ,3,2,4,2,4,6,6,3,5,4,3,5,5,4,5,3,3,3,2,3,1,1,2
73051,1,201417,5,2,3,3,2, , ,2,2,2,3,2, ,3,2,2, ,2,3,2,3,6,6,3,2,5,2,6,3,4,3,4,5,5,5,5,3,5,3,3,1,5,3,3,3,5,4,4,4,4,3,4,4,4,5,3,2,1,1,4,1,1,1,1,1,4,30,80,30,10,100,1,1,3,1,4,1,2,7,5,10,7,4,36,28,4,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,3,4,5,5,4,3,4,4,5,1,4,4,4,3,3,3,3,3, , , , , , , , , , , , , , , , , , 
73184,1,201417,4,2,4,3,2, , ,-7,2,2,3,2, ,3,1,1,2,1,1,4,6,5,6,3,2,5,1,5,6,2,2,6,5,6,5,5,5,5,5,5,1, , , , , , , , , , , , ,5,4,2,1,1,1,2,2, ,1,2,1,3,50,75,50,10,100,1,1,3,1,3,1,1,5,4,8,5,4,36,24,2,8,4,2,3,2,5,5,2,5,2,4,3,2,2,3,3,3,4,2,3,3,4,4,4,4,4,1,4,3,2,5,3,3,2,2,3,3,4,4,3,4,3,3,3,4,3,4,3,4,2,4,6,5,7,5,5,6,5,4,7, , , , , , ,2,1,5,2,5,6,5,2,6,5,5,6,5,2,4,3,5,4,5,2,1,1,1
73184,2,201417,6,2,4,5,3, , ,2,5,2,4,2, ,3,1,1,4,1,3,7,7,7,7,2,7,7,5,7,6,1,6,6,6,6,6,6,6,6,6,6,-7, , , , , , , , , , , , ,5,5,5,1,2,1,4,1,3,1,1,3,5,50,90,25,0,90,1,1,3,1,3,1,1,5,3,11,6,4,40,30,3,8,3,3,4,1,5,5,4,4,2,4,3,2,1,3,3,4,4,4,4,2,3,3,2,4,2,2,4,2,2,4,2,4,3,2,2,2,1,4,5,5,1,3,2,3,3,4,3,3,1,3,6,6,6,6,6,4,3,6,5, , , , , , ,1,1,5,2,5,5,5,3,6,5,5,5,3,3,3,3,3,1,5,4,2,1,1
73314,1,201417,6,2,5,5,3, , ,2,1,2,5,2, ,4,1,1,7,1,-7,-7,7,7,7,-7,7,7,1,7,7,7,4,7,6,4,7,4,1,7,5,1,-7,7,7,1,7,1,7,4,7,1,1,1,1,7,1,1,5,1,1,4,2, ,1,1,1,5,50,100,100,80,100,2, , ,1,4,1,1,7,4,8,6,4,40,24,4,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,7,7,7,4,1,4,5,1,2,1,3,3,3,1,3,3,3,3, , , , , , , , , , , , , , , , , , 
73335,2,201417,4,2,5,5,3, , ,2,1,2,4,2, ,3,1,1,3,1,6,7,2,7,7,2,1,2,7,7,2,1,5,7,3,3,7,6,1,6,1,1,1, , , , , , , , , , , , ,7,1,4,4,1,1,4,2, ,1,1,1,5,75,100,100,0,100,1,2,2,2,4,1,2,11,2,8,6,4,38,38,2,6,4,2,5,1,4,5,1,4,1,4,1,1,4,5,2,4,2,2,3,1,5,3,2,5,2,3,4,1,1,5,1,4,4,2,2,1,3,4,3,5,4,3,3,5,3,5,4,5,3,2,7,5,7,5,5,1,1,3,1, , , , , , ,4,3,2,3,3,5,3,1,2,5,6,5,5,1,1,2,1,1,5,2,4,2,3
