nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,smart,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,MHI001,MHI002,MHI003,MHI004,MHI005,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x
24774,2,201417,-9, ,3,4,2, , ,-7,3,2,3,2, ,-9,1,1,-9,1,5,5,5,5,5,5,4,6,5,6,5,4,5,6,5,5, , , , , , , ,4,4,5,4,4,4,4,4,4,4,4,4,5,2,4,3,1,1,4,2, ,1,4,3,3,70,40,0,0,100,1,1,3,1,3,1,1,4,2,8,5,4,38,30,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,4,5,4,3,5,5,5,1,3,4,2,2,2,2,2,4,2,5, , , , , , , , , , , , , , , , , , 
24802,1,201417,4,2,4,5,3, , ,2,1,2,4,2, ,4,1,1,3,1,7,7,7,5,3,6,5,6,7,6,6,4,7,5,4,4,3,2,3,4,2,5,4, , , , , , , , , , , , ,4,3,5,2,1,1,4,2, ,1,1,1,5,30,100,99,90,100,1,3,2,1,3,2,1,5,3,9,7,4,36,32,3,1,2,4,2,1,4,4,3,4,1,3,3,3,1,5,2,3,5,1,4,2,1,4,2,4,5,2,3,3,3,4,2,4,1,2,3,3,2,5,2,3,1,4,4,3,3,4,2,4,1,3,6,6,7,5,6,3,2,5,5, , , , , , ,1,1,5,1,5,5,5,3,5,4,5,5,4,2,3,3,2,1,4,5,3,3,2
24859,1,201417,4,2,3,3,2, , ,2,1,2,3,2, ,3,2,2, ,2,7,7,7,7,7,1,1,7,7,7,6,1,1,7,7,5,7,7,4,7,6,4,-7, , , , , , , , , , , , ,5,6,1,2,2,1,4,2, ,3,1,1,3,80,100,75,0,100,1,1,1,3,4,1,2,13,2,-9,5,4,0,0,2,1,4,3,3,3,4,4,2,4,1,3,2,3,3,2,4,5,5,5,4,1,3,3,4,4,4,3,1,3,2,3,2,4,2,4,2,3,3,3,5,4,1,1,2,3,2,5,5,4,1,3, , , , , , , , , , , , , , , ,2,1,5,1,5,7,6,6,4,6,6,7,6,3,5,4,6,4,4,1,4,2,1
24963,1,201440,4,2,3,3,2, , ,-7,3,2,4,2, ,4,2,2, ,1,5,5,7,5,3,5,5,5,4,5,5,5,5,5,5,5,2,1,1,2,4,4,3, , , , , , , , , , , , ,4,4,3,3,2,1,3,2, ,1,4,4,4,40,60,10,5,90,2, , ,1,4,1,2,4,2,8,5,4,40,24,3,8,4,2,2,2,4,4,2,4,2,4,4,2,3,4,2,4,4,3,4,2,4,3,3,4,2,3,4,2,2,3,3,3,3,3,4,2,3,4,3,4,3,4,4,4,3,3,3,4,3,3, , , , , , , , , , , , , , , ,2,2,4,2,4,7,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,1,1
24963,2,201445,4,2,3,3,2, , ,-7,3,2,4,1,3,4,2,2, ,2,5,5,6,5,6,5,5,5,5,5,6,6,5,6,6,6,3,3,1,3,5,5,3, , , , , , , , , , , , ,4,4,3,3,2,1,3,2, ,1,1,4,4,50,50,40,20,80,2, , ,2,4,1,2,4,2,8,6,4,40,32,4,8,2,4,3,4,3,4,4,4,3,3,4,2,2,3,3,3,3,3,3,1,3,3,3,3,4,3,4,2,3,3,3,4,2,3,4,2,2,4,4,4,2,2,2,2,2,3,3,3,1,3,5,5,5,5,5,4,4,5,5, , , , , , ,2,2,5,2,5,5,4,4,4,4,4,4,4,4,4,5,2,4,4,3,2,2,3
24982,1,201441,5,2,4,5,3, , ,2,3,2,4,2, ,3,3,1,3,2,4,5,5,4,4,5,5,5,5,4,4,4,5,5,4,5,5,4,3,4,5,5,-7, , , , , , , , , , , , ,5,5,3,3,2,1,4,2, ,1,1,5,4,50,15,5,1,67,2, , , , , ,1,6,3,-9,5,4,40,34,1,4,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,2,3,4,3,3,4,2,3,3,3,4,3,4,3,3,4,5,4,4,5,4,3,4,4,4, , , , , , ,3,2,4,1,5,5,4,3,5,3,4,5,4,3,4,3,5,1,3,3,1,1,1
24982,2,201441,4,2,3,4,3, , ,-7,1,2,4,2, ,3,2,1,2,2,4,5,4,4,3,4,5,4,4,3,5,4,3,4,5,4,4,5,3,4,4,4,-7,4,4,3,4,5,4,3,3,4,4,3,4,5,5,2,3,2,1,4,2, ,1,1,4,4,50,10,6,4,50,2, , , , , ,1,6,4,7,6,4,40,34,1,4,2,4,3,3,2,3,2,2,3,3,3,3,3,2,2,3,3,3,2,4,4,3,2,3,2,3,4,3,3,2,3,3,3,3,3,2,3,4,3,3,4,3,3,3,3,2,3,2,3,3, , , , , , , , , ,1,2,3,2,1,2,1,2,4,1,4, , , , , , , , , , , , , , , , , , 
25059,1,201430,4,2,4,4,3, , ,1,3,2,4,2, ,3,2,1,-9,2,1,-7,-7,6,6,-7,1,6,1,6,-7,-7,1,6,6,-7,6,6,1,6,4,4,-7, , , , , , , , , , , , ,6,2,1,4,1,1,3,2, ,3,1,1,3,20,100,100,0,100,1,1,5, , , ,2,10,2,-9,4,5,0,0,3,9,4,1,3,1,4,5,1,4,1,4,3,2,1,4,3,4,5,2,3,2,3,4,4,4,4,2,2,3,1,4,3,4,1,1,2,3,1,5,4,3,1,2,4,5,1,5,4,4,1,4, , , , , , , , , , , , , , , ,1,1,5,1,5,6,6,2,1,6,2,6,4,3,2,2,4,1,2,5,3,4,2
25078,1,201430,-9, ,1,2,1,1,1,-7,5,2,2,1,3,-9,-9,2, ,-9,-7,-7,6,7,7,3,3,7,-7,7,7,-7,-7,7,4,7, , , , , , , , , , , , , , , , , , , ,3,7,2,2,1,1,3,2, ,-9,1,1,-9,25,0,0,0,0,2, , ,3,1,-9,-9,11,2,-9,5,5,5,0,1,9,2,3,1,3,2,3,5,3,3,3,3,3,4,2,2,3,3,3,2,3,1,3,1,2,1,3,2,5,5,3,3,3,3,4,3,4,5,1,1,2,5,2,1,1,5,1,3,1,5,2, , , , , , , , , , , , , , , ,3,4,2,3,2,1,1,3,3,3,1,1,1,1,1,1,1,4,5,1,2,3,4
25078,2,201435,2,2,1,2,1,2, ,-7,5,2,2,2, ,-9,-9,2, ,3,-7,-7,7,7,7,-7,-7,7,-7,7,-7,-7,-7,7,5,7,1,7,1,1,1,1,-7, , , , , , , , , , , , ,2,2,2,4,1,1,3,2, ,1,1,1,4,50,0,0,0,0,2, , ,2,4,-7,-9,9,2,3,5,5,20,20,3,9,3,2,4,1,5,5,1,5,1,5,1,1,1,4,3,5,5,3,5,1,5,4,4,5,4,3,4,1,1,4,1,5,1,1,3,1,1,5,5,5,1,1,1,5,1,5,4,5,1,5, , , , , , , , , , , , , , , ,3,2,5,1,4,4,4,6,4,6,3,4,4,4,4,4,4,3,2,3,3,3,2
25087,2,201417,4,2,3,4,2, , ,-7,3,2,3,2, ,2,2,1,2,2,3,6,3,7,6,3,3,3,5,7,3,3,4,7,3,5,5,7,1,4,1,1,-7, , , , , , , , , , , , ,6,3,4,3,1,1,4,1,2,1,1,1,5,80,50,0,0,52,1,1,2,2,3,1,2,7,5,8,6,4,40,10,1,3,4,1,3,1,4,4,1,4,2,5,1,1,4,4,3,5,3,3,3,2,4,4,3,5,3,3,4,5,4,3,2,4,3,3,3,2,3,5,5,5,3,3,1,4,3,4,3,4,2,2, , , , , , , , , , , , , , , ,3,2,4,3,4,5,5,1,3,7,5,7,5,4,5,3,3,4,5,2,3,3,2
25126,1,201417,1,1,2,1,1,2, ,-7,3,2,1,2, ,1,4,2, ,2,2,2,3,6,6,2,2,4,2,6,2,4,6,7,5,6, , , , , , , ,5,5,2,5,5,3,5,6,6,4,5,4,4,3,1,4,1,1,4,2, ,3,2,1,3,50,100,0,0,0,2, , , , , ,3,6,1,2,6,4,32,32,2,1,3,2,2,3,4,4,3,3,2,3,3,1,4,4,1,5,2,4,5,2,5,4,3,4,3,4,5,2,4,3,2,3,4,2,5,1,3,4,2,4,3,4,4,3,3,2,2,4,3,3, , , , , , , , , ,1,3,3,4,2,3,4,3,3,3,4, , , , , , , , , , , , , , , , , , 
25153,1,201427,5,2,5,5,3, , ,2,1,2,4,2, ,3,1,1,5,1,7,7,5,5,2,7,2,3,7,7,4,7,4,7,7,5,7,6,1,7,2,1,1, , , , , , , , , , , , ,6,2,1,4,1,1,3,2, ,1,1,4,4,90,80,70,40,100,1,2,2,1,1,1,1,4,2,9,5,4,45,25,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,7,7,5,2,6,7, , , , , , ,2,1,5,2,5,5,4,2,2,5,6,6,5,2,5,4,3,3,3,4,2,4,4
25221,1,201417,4,2,3,4,2, , ,-7,-9,2,3,2, ,3,-9,1,2,2,4,4,4,5,4,2,2,5,3,5,3,2,4,5,3,3,4,5,2,5,2,2,-7, , , , , , , , , , , , ,5,3,3,3,1,1,3,2, ,3,1,1,4,98,98,98,5,100,1,1,3,2,4,1,2,10,3,8,6,5,40,34,2,6,3,3,3,2,4,4,4,3,2,3,3,2,2,3,3,3,3,3,3,2,3,4,3,3,2,4,3,2,3,3,3,4,2,2,2,3,3,3,3,3,2,3,3,3,2,3,3,4,3,3, , , , , , , , , , , , , , , ,2,1,5,2,5,4,3,4,4,3,3,4,4,2,4,3,4,1,4,3,2,2,2
25247,1,201417,5,2,4,4,3, , ,2,1,2,4,1,4,3,1,1,3,1,1,1,7,7,6,3,1,7,1,7,-7,-7,6,7,7,4,6,5,1,6,1,3,-7, , , , , , , , , , , , ,5,2,2,5,2,1,4,1,2,1,1,4,4,50,99,90,50,100,1,1,3,1,3,1,1,5,3,10,7,4,40,32,3,6,2,2,2,2,5,5,1,4,1,5,2,1,4,5,3,5,3,2,4,1,3,3,3,5,4,3,3,1,2,4,2,5,3,2,3,1,2,5,3,4,2,4,3,4,1,3,5,4,1,3,6,7,7,7,7,5,2,5,6, , , , , , ,1,1,4,1,5,5,3,4,4,3,3,6,6,2,3,2,5,1,5,3,2,1,2
25359,1,201417,2,1,1,1,1,2, ,1,5,2,5,2, ,5,1,2, ,1,5,7,7,7,7,7,5,7,6,7,7,-7,4,7,7,7,6,6,1,6,5,2,-7, , , , , , , , , , , , ,7,2,4,5,3,1,2,1,1,1,1,1,5,50,70,30,10,50,1,3,2,1, , ,2,8,4,8,6,4,40,20,4,8,3,1,3,3,5,5,1,5,3,5,1,1,5,5,4,5,2,1,5,1,5,5,3,5,1,1,3,1,4,5,3,5,5,1,3,1,5,5,2,5,5,5,5,5,4,5,3,5,4,5,5,5,7,7,7,7,1,1,3, , , , , , ,4,4,3,5,3,6,5,3,6,6,7,7,5,4,2,3,2,2,2,4,2,2,2
25367,1,201417,2,1,3,3,2, , ,2,3,2,3,2, ,5,3,2, ,3,5,5,1,7,5,7,4,6,1,5,6,6,1,7,5,5,4,1,7,7,3,4,1,5,1,6,5,1,7,7,4,1,1,2,4,6,4,3,5,1,1,4,2, ,3,4,5,3,80,70,70,70,70,1,3,3,3, , ,1,6,4,-9,6,4,40,30,1,6,4,1,1,4,4,4,1,3,1,4,1,1,3,4,1,4,3,1,4,1,2,2,4,4,4,1,4,1,3,4,3,4,1,3,4,1,1,4,4,4,1,4,1,4,1,3,3,4,1,4,7,1,7,7,7,7,1,3,7,4,1,5,3,4,3,1,3,2,1,4, , , , , , , , , , , , , , , , , , 
25387,1,201417,2,1,3,3,2, , ,2,3,2,2,2, ,2,3,1,2,2,-7,-7,5,4,6,-7,-7,5,-7,5,5,-7,-7,6,6,7,1,1,1,1,1,1,-7, , , , , , , , , , , , ,5,4,2,4,2,1,3,2, ,3,1,1,4,50,0,0,0,0,2, , , , , ,3,9,3,-9,3,4,36,32,2,2,3,2,2,2,4,3,2,4,2,4,2,2,2,4,3,3,3,2,3,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , ,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,2,3,2
25421,1,201417,4,2,4,2,2, , ,2,2,2,2,2, ,2,3,1,2,3,-7,-7,5,5,6,3,6,7,1,6,5,6,-7,6,4,6,5,5,2,5,2,1,-7, , , , , , , , , , , , ,6,1,2,1,1,1,2,2, ,3,1,1,1,50,100,100,25,100,2, , ,1,3,1,2,10,4,-9,4,4,34,28,1,6,3,3,1,1,4,5,4,4,1,4,4,1,1,3,2,5,5,3,5,1,2,5,2,4,4,3,4,1,2,4,2,4,1,1,4,1,2,4,3,5,2,4,2,4,1,5,2,5,2,4, , , , , , , , , , , , , , , ,1,1,5,2,5,1,1,5,5,6,3,5,4,5,5,2,5,1,4,2,1,1,2
25566,1,201417,-9, ,3,3,2, , ,1,1,2,3,2, ,3,1,2, ,2,-7,-7,4,4,4,4,2,4,1,5,5,1,-7,5,5,5, , , , , , , , , , , , , , , , , , , ,5,5,1,4,2,1,3,2, ,1,4,4,3,0,0,0,0,0,2, , ,1,4,1,2,6,4,-9,4,4,40,16,2,8,3,4,3,3,4,5,1,4,2,4,1,1,3,3,2,4,3,3,3,3,3,4,3,4,3,3,4,4,3,4,3,4,3,2,2,2,3,4,4,4,2,4,2,4,2,3,4,4,2,3,7,7,7,7,4,1,3,6,6, , , , , , ,1,3,3,3,3,1,1,3,3,4,3,4,3,2,3,3,2,1,1,5,1,4,4
25572,1,201427,3,1,3,2,1,2, ,2,1,2,3,2, ,4,3,2, ,3,3,6,4,6,6,3,2,3,2,6,4,2,3,6,5,3,3,3,5,5,5,4,-7, , , , , , , , , , , , ,6,1,3,4,1,1,4,1,2,1,1,1,5,50,100,65,0,100,1,-9,3,2,3,1,2,11,2,7,6,4,15,0,3,8,3,2,3,1,3,3,2,3,2,4,3,2,3,3,2,4,3,2,4,2,4,4,4,4,3,2,3,2,3,3,2,4,2,3,4,2,3,3,4,4,2,3,3,4,3,4,3,4,3,3, , , , , , , , , , , , , , , ,2,1,5,3,4,6,6,2,2,2,5,5,5,2,2,2,2,2,5,3,4,2,1
25658,1,201417,2,2,3,3,2, , ,2,4,2,3,2, ,3,2,2, ,3,4,4,-7,4,4,-7,-7,-7,4,4,-7,-7,-7,4,-7,4,1,1,1,1,1,1,-7, , , , , , , , , , , , ,5,4,5,3,1,1,4,2, ,1,1,1,1,50,50,50,0,50,1,1,3,1,3,1,2,9,2,-9,3,4,40,50,1,9,3,1,1,3,3,3,1,3,4,1,1,3,4,4,3,3,2,4,4,2,4,4,2,4,3,3,3,4,5,3,4,4,3,1,5,3,3,3,3,4,2,3,3,4,3,3,3,4,3,3, , , , , , , , , , , , , , , ,4,2,4,3,5,2,2,6,6,6,4,5,4,4,5,5,3,3,2,2,4,3,3
25658,2,201417,2,2,3,3,2, , ,2,4,2,3,2, ,2,2,2, ,3,4,6,5,6,6,-7,2,4,3,6,3,1,5,7,5,3,7,4,1,7,1,1,-7, , , , , , , , , , , , ,5,2,3,4,1,1,3,2, ,3,1,1,1,90,100,100,0,100,1,1,3,1,3,1,1,11,2,5,3,4,20,20,1,1,4,4,3,2,3,4,2,4,1,4,2,2,1,2,5,4,4,2,3,1,4,3,4,4,4,2,3,1,2,4,2,5,2,2,2,1,1,4,5,5,2,3,1,4,2,4,1,3,1,3, , , , , , , , , , , , , , , ,2,1,5,1,5,4,2,6,3,5,2,2,4,2,4,3,4,3,5,2,2,3,2
25683,1,201417,5,2,3,3,2, , ,1,2,2,4,2, ,2,3,1,1,2,5,5,5,5,6,5,4,5,5,5,5,3,2,6,6,6,5,4,5,5,5,4,3,4,3,4,3,3,3,5,4,5,4,4,4,3,4,2,4,3,1,4,2, ,1,1,1,5,80,50,0,0,3,1,3,2,1,3,2,2,7,4,8,5,4,38,24,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,6,6,6,4,6,7,5,2,1,5,2,1,3,3,3,3,3,3, , , , , , , , , , , , , , , , , , 
25683,2,201417,5,2,2,3,1,2, ,2,2,2,2,2, ,2,2,2, ,3,5,7,6,4,5,6,3,5,5,5,6,2,4,6,4,6,6,4,5,5,4,4,2,5,5,3,5,3,2,5,3,2,5,4,5,5,5,1,3,1,1,4,2, ,1,1,1,5,60,0,0,0,80,1,1,3,2,3,1,2,7,4,9,5,4,40,20,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,5,6,6,6,6,3,4,4,2,2,2,3,2,1,4,2,4, , , , , , , , , , , , , , , , , , 
25889,1,201417,2,2,1,2,1,2, ,2,1,2,3,2, ,3,2,2, ,2,1,1,5,5,4,5,2,7,1,6,6,4,2,7,5,6,6,6,2,4,5,5,1,4,5,3,5,5,5,5,3,2,3,4,4,5,4,3,4,1,1,4,2, ,3,1,1,5,30,50,10,10,50,2, , ,2,4,8,2,5,2,-9,5,4,40,24,4,8,4,2,4,2,4,4,1,5,2,4,4,2,4,5,2,5,3,3,4,4,5,4,2,4,2,2,5,2,4,4,2,5,4,1,5,2,4,4,3,4,3,5,4,5,3,3,4,4,3,3, , , , , , , , , ,1,5,5,1,1,1,2,3,2,3,3, , , , , , , , , , , , , , , , , , 
25996,1,201428, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,7,1,7,7,1,1,1,1,1,1,4,5,1,3,3,2
26034,1,201417,3,2,4,4,3, , ,-7,2,2,4,1,4,2,3,1,3,2,-7,-7,-7,6,6,-7,5,5,-7,6,6,-7,-7,7,6,6,4,5,1,5,4,4,3, , , , , , , , , , , , ,7,2,3,3,1,1,4,2, ,3,1,1,1,85,95,0,0,100,2, , , , , ,1,13,1,-9,4,5,0,0,2,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,4,3,4,2,3, , , , , , , , , , , , , , , ,2,2,5,2,5,1,1,3,2,5,2,2,5,5,5,4,4,4,5,1,4,4,4
26045,1,201417,5,2,4,4,3, , ,1,2,2,4,2, ,4,1,1,3,1,4,5,3,5,5,6,2,2,5,6,3,2,3,6,6,4,6,6,2,6,4,2,-7, , , , , , , , , , , , ,6,3,3,4,1,1,3,1,2,1,1,1,4,40,90,10,0,100,1,3,3,1,3,1,2,6,4,9,6,4,40,15,2,6,3,2,3,1,3,4,1,3,1,4,3,1,3,3,2,4,1,4,3,1,3,3,2,4,2,3,4,2,2,3,3,4,2,3,4,2,3,2,3,4,3,3,3,2,3,3,2,4,3,2,7,7,6,6,7,2,3,6,5, , , , , , ,3,2,3,3,4,5,6,2,3,5,4,5,5,3,2,2,2,4,1,2,1,2,1
26045,2,201417,-9, ,3,4,3, , ,2,2,2,3,2, ,3,2,1,2,1,2,5,5,6,5,5,2,3,3,6,6,2,3,5,4,4, , , , , , , , , , , , , , , , , , , ,5,3,3,4,3,1,4,2, ,1,1,3,5,50,100,50,20,100,1,1,3,1,3,1,1,6,6,-9,6,4,40,10,2,6,3,2,2,1,3,4,2,3,1,4,2,2,2,4,2,4,3,1,4,1,3,4,2,4,3,4,4,2,2,4,2,4,2,2,3,2,2,4,4,4,2,4,2,3,2,4,3,3,2,3,6,2,7,7,6,1,4,6,4, , , , , , ,2,1,4,1,5,5,3,3,3,4,3,6,5,2,2,2,2,1,2,3,2,2,2
26111,1,201417,3,2,3,4,3, , ,-7,2,2,3,2, ,2,1,1,1,1,1,5,6,6,6,1,4,5,1,6,6,1,4,6,5,5,7,7,1,7,5,1,-7, , , , , , , , , , , , ,6,2,2,4,2,1,3,2, ,3,1,1,4,50,0,0,0,30,1,1,3,1,3,1,2,11,2,7,4,5,38,0,2,6,2,4,2,3,4,4,2,3,2,4,1,2,1,3,4,4,4,3,3,1,4,4,4,3,4,3,2,2,2,3,3,5,2,2,3,1,1,4,4,4,1,2,3,3,1,5,4,3,1,3, , , , , , , , , , , , , , , ,2,1,5,1,5,5,3,3,3,6,4,5,2,4,3,2,3,4,3,1,2,3,2
26111,2,201417,3,2,3,4,2, , ,-7,2,2,3,2, ,3,2,1,2,1,1,5,6,5,6,1,1,5,1,5,6,1,4,6,6,5,7,7,1,6,5,1,-7, , , , , , , , , , , , ,6,2,1,3,2,1,3,2, ,3,1,1,2,65,0,0,0,95,1,1,3,1,3,1,1,10,2,6,3,4,40,20,2,1,4,3,2,1,3,3,2,3,2,3,3,1,2,4,2,5,3,3,4,1,3,4,2,5,4,3,4,4,3,3,2,4,2,1,4,1,1,3,3,5,2,1,3,4,2,3,2,4,1,3, , , , , , , , , , , , , , , ,2,3,3,2,5,4,4,6,3,5,2,6,4,2,6,4,3,3,3,1,3,1,2
26276,1,201417,5,2,4,4,2, , ,-7,2,2,3,2, ,2,3,1,2,1,2,5,6,6,6,2,3,5,2,6,6,2,6,6,6,5,6,4,1,5,3,3,2,4,4,4,4,4,4,1,1,1,1,1,1,5,1,2,3,1,1,4,2, ,1,1,1,5,60,100,0,0,100,1,1,3,1,3,2,2,6,3,9,6,4,40,24,3,8,4,2,3,2,2,2,2,3,2,4,2,2,2,4,3,2,4,4,3,2,3,3,4,3,3,3,3,3,4,4,3,4,3,3,3,4,2,4,3,3,2,4,3,3,3,2,3,2,2,4,4,4,5,3,5,5,2,5,5,1,3,4,3,3,3,2,3,4,3,3, , , , , , , , , , , , , , , , , , 
26367,1,201417,3,2,4,4,2, , ,2,2,2,3,2, ,3,1,1,2,1,4,6,6,6,6,6,4,6,4,6,6,4,4,6,6,6,5,6,3,4,3,3,-7, , , , , , , , , , , , ,5,3,2,4,1,1,3,2, ,1,1,1,1,75,90,20,0,80,1,1,3,1,3,1,1,13,2,7,4,4,38,25,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,5,1,6,3,3,4,4,5,4,4,4,4,4,4,4,4,4,5,3,3,3
26397,1,201448,5,2,4,3,2, , ,1,1,2,2,1,3,2,1,1,3,1,3,6,6,6,7,3,3,6,4,6,6,6,6,7,4,4,3,2,1,3,6,6,3, , , , , , , , , , , , ,2,6,3,4,1,1,4,2, ,1,1,5,4,40,90,20,5,80,1,1,5,2,5,2,2,7,4,10,5,1,50,20,4,8,3,4,4,1,4,4,4,5,3,4,2,1,4,4,4,3,2,3,3,3,5,5,3,4,1,2,3,3,4,4,3,4,5,2,3,3,4,4,4,3,4,3,2,3,3,5,4,3,3,4,7,6,6,7,6,2,2,5,4, , , , , , ,3,2,3,3,3,3,2,5,6,4,3,6,7,5,3,2,3,1,2,3,2,2,2
26432,1,201417,3,1,3,3,2, , ,2,3,2,3,2, ,2,3,2, ,3,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,4,4,4,4,4,-7, , , , , , , , , , , , ,4,4,3,4,3,1,3,2, ,3,1,1,1,59,98,9,41,5,1,1,5,1,1,-7,5,10,4,5,5,4,5,5,3,7,3,2,1,1,3,3,3,4,1,4,3,1,1,3,2,5,5,3,5,1,2,2,3,4,4,3,4,4,3,3,1,5,1,3,4,1,1,3,4,4,1,1,1,4,1,2,1,5,1,3, , , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2
26432,2,201417,4,1,5,4,3, , ,2,5,2,4,2, ,2,1,1,2,1,1,1,7,4,6,1,1,1,1,7,7,1,1,7,1,1,7,7,1,7,1,1,1, , , , , , , , , , , , ,7,1,5,5,1,1,2,2, ,2,1,1,4,90,0,0,25,1,1,1,3,1,3,1,2,10,4,8,6,4,38,20,3,3,4,1,1,1,4,4,1,4,1,4,1,1,3,3,3,3,3,3,3,1,3,1,1,4,3,1,2,2,1,3,3,3,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , ,2,1,5,1,5,4,4,5,5,4,4,6,5,2,5,2,2,4,5,1,2,4,4
26449,1,201417,5,2,3,4,3, , ,2,3,2,4,2, ,-9,1,1,2,1,2,5,5,6,6,3,2,6,2,6,5,-7,2,6,5,6,6,6,4,5,2,2,1,3,3,3,5,5,4,5,4,2,4,2,4,5,3,2,4,1,1,2,2, ,1,1,5,5,50,70,40,0,100,1,1,3,1,3,1,2,6,4,9,4,4,40,24,3,6,4,2,3,2,4,4,2,4,2,4,4,2,2,3,2,4,3,2,4,1,3,4,2,4,3,2,4,2,2,4,2,4,2,3,4,2,2,4,3,4,3,3,4,4,2,2,2,4,3,4,7,7,6,6,6,2,2,6,2,1,5,3,1,1,2,2,1,5,3,4, , , , , , , , , , , , , , , , , , 
26682,1,201430,5,2,3,1,1,2, ,1,2,2,2,2, ,5,4,1,1,1,7,6,7,6,5,2,6,4,3,6,7,3,5,5,5,5,2,2,2,2,5,5,4,4,5,3,3,3,5,3,5,3,3,5,3,3,6,2,1,1,1,4,2, ,1,1,5,3,40,40,20,10,40,1,1,3,1,4,1,2,1,6,8,5,4,36,32,2,8,2,3,2,3,4,4,3,4,2,3,4,3,2,4,3,4,4,3,4,2,3,4,3,4,4,3,4,2,2,4,2,4,2,2,4,2,2,4,3,4,1,4,3,4,2,4,2,4,1,4,5,5,5,5,5,2,2,5,2,1,2,4,1,4,4,2,1,5,1,5, , , , , , , , , , , , , , , , , , 
26690,1,201417,4,1,3,4,2, , ,2,2,2,2,1,3,4,1,1,2,1,4,4,4,6,4,4,3,5,4,7,5,4,4,7,7,7,5,6,3,5,4,5,2,6,5,3,4,5,5,6,6,3,3,5,5,4,4,3,3,2,1,3,2, ,1,1,1,5,50,50,25,10,80,2, , ,1,5,2,2,5,2,7,3,4,40,35,3,1,3,4,3,2,4,3,2,4,2,3,3,1,3,4,2,4,3,1,4,3,3,3,3,4,3,4,4,2,3,4,3,4,4,2,4,1,3,4,3,4,2,4,4,4,3,3,4,4,3,4,7,6,6,6,6,6,5,6,5,1,2,3,1,2,2,3,2,4,2,4, , , , , , , , , , , , , , , , , , 
