nohhold,nomem,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
12673,2,4,2,2,1,1,2, ,1,2,2,3,2, ,3,2,2, ,3,1,6,6,6,6,2,4,5,1,6,6,2,5,6,3,4,6,3,3,4,4,4,2, , , , , , , , , , , , ,4,4,1,3,2,1,4,1,2,1,-9,5,80,1,1,1,9,1,1,3,3,3,1,5,7,3,-9,4,3,40,30,2,8,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , ,4,4,2,4,4,4,4,4,4,4,4,4,4,6,3,4,5,4
12676,1,4,2,3,3,2, , ,2,2,2,3,1,3,4,2,1,2,1,1,1,6,6,6,4,5,6,1,6,6,2,1,4,5,5,4,3,4,5,4,4,3, , , , , , , , , , , , ,5,3,4,4,2,1,2,1,1,1,1,5,50,100,0,0,100,1,1,4,2,3,1,3,8,3,7,3,4,36,24,3,3,3,3,2,2,3,4,3,4,3,3,7,7,7,7,7,1,1,7,7, , , , , , ,3,1,1,4,4,4,1,3,3,3,4,3,4,4,4,4,4,4
12676,2,5,2,3,4,3, , ,2,3,2,4,2, ,3,2,1,2,1,1,1,5,5,5,1,1,5,1,5,5,1,1,1,1,5,7,4,1,7,1,1,1, , , , , , , , , , , , ,6,2,4,5,2,1,4,2, ,1,1,5,50,0,0,0,0,1,1,3,2,4,2,2,8,1,-9,3,5,40,24,2,8,4,1,3,1,4,4,1,4,1,4, , , , , , , , , , , , , , , ,1,1,2,1,1,1,3,3,3,6,6,1,5,4,2,5,5,2
12681,2,5,2,5,5,3, , ,-7,1,2,5,2, ,3,1,1,3,1,3,6,3,5,6,3,2,6,5,5,2,1,3,5,5,3,6,6,1,6,1,2,1, , , , , , , , , , , , ,4,2,1,4,1,1,3,2, ,3,1,1,40,90,20,0,100,1,2,3, , , ,2,13,2,-9,4,4,10,10,2,1,3,2,2,1,3,4,3,3,1,4, , , , , , , , , , , , , , , ,4,5,1,4,3,3,2,2,4,4,5,3,2,2,2,4,4,4
12686,1,2,2,2,2,1,2, ,2,4,2,2,2, ,3,3,2, ,4,1,1,4,5,6,1,1,1,1,4,4,1,1,5,1,4,4,6,1,4,1,1,-7, , , , , , , , , , , , ,6,6,2,4,1,1,2,2, ,1,1,3,40,0,0,0,10,1,1,5, , , ,3,12,1,-9,6,5,30,20,2,6,3,2,2,1,4,4,1,4,1,5,6,2,6,6,6,6,1,1,1, , , , , , ,4,4,1,4,4,3,5,5,3,6,6,1,6,6,1,1,5,4
12688,1,5,2,5,5,3, , ,2,2,2,4,2, ,3,2,1,4,1,1,1,5,4,3,4,3,5,1,4,4,2,1,4,3,3,4,2,1,5,3,4,3, , , , , , , , , , , , ,4,2,5,3,1,1,4,1,2,1,1,5,70,90,30,10,95,2, , ,1,3,8,2,8,3,-9,6,4,36,36,2,9,2,4,1,2,4,3,3,2,2,2,3,4,6,4,4,5,4,5,1, , , , , , ,3,4,4,2,3,3,3,3,4,1,5,5,5,4,3,3,3,2
12688,2,5,2,5,5,3, , ,-7,1,2,4,2, ,3,1,1,3,1,1,1,7,6,5,4,5,6,1,6,6,3,1,5,5,6,6,5,1,5,2,3,2, , , , , , , , , , , , ,6,2,5,3,2,1,4,2, ,1,1,5,60,70,2,0,100,2, , ,1,3,2,1,7,2,9,5,4,36,24,3,2,3,4,1,2,3,4,3,3,2,2,6,4,6,5,5,6,2,3,4, , , , , , ,1,4,2,4,1,1,4,4,5,3,4,4,4,4,5,4,5,4
12692,1,6,2,4,5,3, , ,2,2,2,4,2, ,2,1,1,4,1,2,6,6,6,7,1,1,6,2,7,7,1,2,7,4,5,5,7,1,5,3,1,-7, , , , , , , , , , , , ,6,2,3,1,1,1,4,1,1,1,1,5,90,100,80,0,100,1,1,3,1,3,1,1,9,2,10,6,4,40,28,1,8,2,2,3,2,4,5,1,3,1,4,6,6,6,5,5,7,7,7,4, , , , , , ,4,5,1,2,2,2,3,3,4,5,6,2,4,4,6,6,6,3
12694,1,4,2,4,3,1,1,2,2,3,2,3,2, ,3,3,2, ,2,1,1,5,5,1,1,5,5,1,5,5,1,1,5,5,5,5,7,2,5,4,1,1, , , , , , , , , , , , ,4,4,2,5,1,1,4,2, ,1,1,5,10,100,100,100,100,2, , , , , ,3,11,1,8,6,2,0,0,1,6,3,3,3,1,3,4,3,4,1,5, , , , , , , , , , , , , , , ,3,5,4,1,3,1,6,6,1,6,5,5,6,4,1,5,3,4
12695,1,5,2,4,4,1,1,3,1,1,2,4,2, ,4,1,1,3,1,1,3,1,6,6,1,1,7,1,7,1,1,5,6,5,2,7,6,1,7,1,1,-7, , , , , , , , , , , , ,6,3,3,4,1,1,4,1,1,1,1,5,90,100,100,5,100,1,1,3,1,5,1,2,9,3,-9,6,4,36,25,2,8,4,1,4,1,4,4,1,4,1,4,7,7,6,6,6,1,1,6,6, , , , , , ,4,4,2,2,2,1,6,6,1,3,5,2,7,6,2,2,2,2
12695,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,-9, , , , , , , , , , , , ,4,4,1,3,1,2, ,2, ,3,-9,-9,75,0,0,0,0,2, , ,2, , ,-9,2,2,-9,3,5,40,24,2,1,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , ,1,4,3,2,1,2,4,3,4,2,3,4,4,4,4,4,4,4
12704,1,5,2,4,4,3, , ,1,2,2,4,2, ,2,1,1,3,1,1,1,7,4,3,1,1,6,1,5,6,1,1,4,5,4,7,4,1,6,1,1,1,1,1,4,3,5,3,4,5,5,5,3,2,5,1,3,1,1,1,4,1,2,1,4,4,60,100,100,50,100,2, , ,1,3,1,1,11,3,9,6,2,50,32,2,6,1,3,1,4,1,4,1,4,1,3,7,7,4,7,4,4,3,6,2, , , , , , ,1,5,3,4,1,2, , , , , , , , , , , , 
12705,1,4,2,3,4,3, , ,2,2,2,4,2, ,3,2,1,2,1,2,5,4,4,4,1,4,5,3,6,5,1,4,5,4,4,5,5,2,4,2,2,1, , , , , , , , , , , , ,5,2,3,5,1,1,4,1,1,1,1,5,100,100,100,0,100,1,1,2,2,3,1,2,9,2,-9,6,4,38,20,2,4,4,2,4,2,4,4,2,4,2,4,5,5,4,4,3,2,4,5,2, , , , , , ,1,4,2,4,1,2,5,4,3,5,5,3,5,3,3,4,4,5
12705,2,4,2,3,4,3, , ,2,2,2,4,2, ,3,1,1,2,1,4,5,5,5,5,2,3,5,5,6,5,2,4,6,5,5,5,5,2,5,2,2,-7,5,5,3,4,4,3,5,4,3,4,3,3,5,3,3,4,1,1,3,1,1,3,1,5,50,99,88,0,99,1,1,2,2,3,1,2,10,2,-9,6,4,38,20,2,4,4,2,3,1,4,4,2,4,1,4, , , , , , , , , , , , , , , ,1,4,3,3,2,1, , , , , , , , , , , , 
12708,1,4,2,4,4,3, , ,2,2,2,4,2, ,3,2,1,2,2,1,1,6,6,6,2,4,4,2,6,4,3,2,6,5,4,5,3,1,4,4,4,-7, , , , , , , , , , , , ,5,1,2,3,1,1,4,1,2,1,1,5,80,20,1,0,20,2, , , , , ,3,5,1,7,5,4,40,32,1,8,3,4,2,3,4,4,2,3,3,4,5,5,2,5,5,1,7,5,1, , , , , , ,3,3,2,2,2,3,3,3,4,3,3,3,3,3,4,5,4,4
12709,1,5,2,4,4,3, , ,2,1,2,4,2, ,2,1,1,4,1,2,5,7,7,6,2,7,5,3,7,7,1,7,7,5,4,5,1,1,6,1,5,3, , , , , , , , , , , , ,5,1,3,4,1,1,3,1,2,1,1,5,10,90,30,70,99,1,-9,3,1,3,1,2,11,2,9,6,4,40,20,3,8,3,1,1,1,4,4,1,4,1,4, , , , , , , , , , , , , , , ,1,4,2,4,2,2,1,3,5,5,6,2,5,2,2,6,5,5
12711,1,5,2,4,4,3, , ,2,2,2,3,2, ,3,1,1,4,2,5,4,4,5,5,4,3,6,1,5,5,1,1,6,5,6,6,5,2,3,1,3,-7, , , , , , , , , , , , ,5,3,2,3,1,1,3,2, ,1,1,4,20,30,5,0,50,2, , ,1,2,2,2,6,4,9,5,4,40,30,2,1,2,2,2,1,3,3,2,2,3,4,5,4,5,3,3,6,5,6,4, , , , , , ,1,3,4,3,3,3,4,3,5,5,5,3,3,4,5,5,5,6
12711,2,4,2,4,4,2, , ,2,2,2,4,2, ,3,1,1,3,1,1,1,6,3,2,1,4,7,1,5,4,1,1,6,5,5,5,5,2,6,1,4,2, , , , , , , , , , , , ,4,2,2,3,1,1,3,2, ,1,1,4,30,35,0,0,75,2, , ,1,2,2,2,7,4,8,5,4,42,28,3,1,3,3,2,2,2,5,3,4,1,5,5,6,5,5,6,7,3,5,4, , , , , , ,1,2,5,4,2,2,3,3,4,2,5,3,5,2,3,4,2,4
12714,1,5,2,5,4,2, , ,2,1,2,4,2, ,3,1,1,3,2,3,5,5,5,5,1,3,6,3,6,5,1,4,5,4,5,5,4,1,4,1,2,2, , , , , , , , , , , , ,5,2,4,3,1,1,3,1,1,3,1,5,75,75,50,25,75,1,1,1,1,3,1,1,7,4,8,4,4,36,16,4,8,3,2,3,2,4,4,2,4,1,4,6,6,6,6,6,4,3,5,5, , , , , , ,3,2,3,2,1,1,4,4,4,4,4,2,3,3,3,3,2,2
12714,2,5,2,4,4,3, , ,-7,1,2,4,2, ,3,1,1,3,2,4,6,6,5,4,2,3,5,4,5,5,1,4,5,4,4,6,7,1,7,1,1,1, , , , , , , , , , , , ,6,2,4,3,1,1,3,1,1,2,1,1,70,75,50,0,50,1,1,1,1,2,1,1,8,4,9,5,4,40,16,2,1,5,1,4,1,4,4,1,4,1,4, , , , , , , , , , , , , , , ,3,3,4,3,4,4,4,2,5,4,4,2,3,3,3,3,4,2
12714,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,1,6,1,1,1, , , , , , , , , , , , ,5,3,4,5,1,1,4,1,2,3,1,3,75,10,10,5,25,2, , ,1, , ,1,3,4,-9,6,4,40,32,3,1,2,4,3,3,3,4,4,3,2,2, , , , , , , , , , , , , , , ,3,4,2,3,1,1,5,3,4,4,4,3,5,5,5,5,5,4
12714,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,1,7,1,1,-7, , , , , , , , , , , , ,3,5,1,4,1,1,4,1,2,3,1,1,25,10,0,0,10,2, , ,2, , ,2,2,4,-9,2,4,40,32,2,1,4,1,1,4,3,3,2,3,2,4, , , , , , , , , , , , , , , ,1,4,3,2,1,1,4,2,5,3,4,2,4,4,5,5,3,6
12716,1,5,2,4,3,2, , ,2,2,2,3,2, ,3,2,2, ,3,5,5,6,7,5,4,2,4,6,7,5,1,6,6,6,2,7,5,1,6,1,1,1, , , , , , , , , , , , ,5,2,1,2,1,1,4,1,1,1,1,5,60,100,100,10,100,1,1,2, , , ,1,12,2,10,6,5,0,0,1,1,2,4,3,2,3,3,3,4,2,4, , , , , , , , , , , , , , , ,1,5,3,3,3,3,5,2,6,6,5,2,5,3,5,6,6,6
12718,1,4,2,3,3,2, , ,2,2,2,3,2, ,3,2,1,2,2,5,2,3,4,5,5,5,4,5,3,3,5,5,3,4,3,5,5,2,3,1,1,2, , , , , , , , , , , , ,4,3,3,3,2,1,4,2, ,1,1,4,50,0,0,0,0,1,1,3,2,4,-9,2,8,4,8,2,4,38,30,2,1,4,2,4,2,3,4,2,4,2,3,3,4,4,4,5,4,3,5,4, , , , , , ,4,5,2,3,4,4,3,3,3,4,3,5,5,5,4,5,4,4
12720,1,4,2,4,4,3, , ,2,2,2,4,2, ,3,1,1,3,1,4,4,7,5,7,6,5,6,6,7,7,3,4,7,6,7,6,3,1,6,2,2,2, , , , , , , , , , , , ,6,2,4,5,1,1,4,1,2,1,1,5,50,50,2,0,95,2, , , , , ,2,7,1,8,6,4,40,32,3,4,3,1,3,1,3,4,2,3,1,5,6,5,5,7,6,6,3,4,3, , , , , , ,2,4,4,4,3,2,4,3,1,2,3,6,5,5,2,2,3,2
12721,1,6,2,4,3,2, , ,-7,2,2,3,2, ,3,3,2, ,3,2,6,5,5,5,4,5,6,3,5,5,3,4,5,4,5,6,3,1,6,5,4,3, , , , , , , , , , , , ,6,2,5,3,1,1,4,1,3,3,1,3,50,100,90,10,100,1,3,3,3,2,1,3,11,2,10,4,5,20,20,2,6,2,3,4,2,5,5,3,4,2,4, , , , , , , , , , , , , , , ,4,4,1,4,2,3,4,3,5,3,4,3,5,4,5,5,4,5
12721,2,5,2,3,2,1,2, ,2,1,2,1,2, ,3,2,2, ,3,6,6,5,5,4,3,6,6,6,4,6,3,6,5,5,5,7,2,2,3,5,4,4, , , , , , , , , , , , ,7,2,5,3,1,1,4,1,2,3,5,5,45,100,80,25,100,1,3,1,2,4,1,2,11,2,10,7,2,10,5,4,6,1,4,3,2,4,4,2,4,1,4,6,5,6,5,6,6,4,5,6, , , , , , ,1,2,2,4,4,2,5,5,5,5,5,6,5,5,4,4,3,6
12725,1,4,2,3,2,2, , ,-7,2,2,3,2, ,4,1,1,2,1,3,4,6,4,2,1,6,6,3,5,6,1,4,6,5,5,6,4,4,5,2,2,3,5,4,2,3,4,3,4,3,4,4,4,2,6,6,2,2,1,1,3,1,2,3,1,4,65,100,100,0,100,1,3,5,1,3,1,3,8,4,-9,3,4,36,24,1,4,2,4,3,3,4,3,1,4,2,4,6,6,5,5,5,4,5,6,4, , , , , , ,2,3,3,3,2,2, , , , , , , , , , , , 
12726,1,4,2,4,2,1,1,2,-7,1,2,3,2, ,3,1,2, ,1,1,1,6,6,6,6,1,5,1,6,5,4,1,6,6,6,7,7,1,7,5,2,-7, , , , , , , , , , , , ,5,3,2,3,2,1,4,2, ,1,1,5,10,70,20,0,100,2, , , , , ,2,5,3,9,6,4,40,24,1,6,3,4,4,1,4,4,1,3,1,3,6,6,7,6,6,1,1,6,7, , , , , , ,1,5,4,1,1,1,5,4,5,5,5,6,6,5,3,3,4,4
12729,1,5,2,3,3,1,2, ,2,2,2,3,2, ,3,1,1,2,1,4,5,5,6,6,2,2,5,4,6,5,2,5,5,5,5,7,7,3,7,2,2,-7, , , , , , , , , , , , ,6,3,3,3,1,1,4,1,1,3,1,5,50,80,80,20,100,1,1,3,1,3,1,1,8,4,9,5,4,40,32,1,1,4,1,3,1,4,4,1,3,1,5,6,6,6,5,5,6,3,6,3, , , , , , ,4,5,1,4,3,1,5,3,4,4,6,5,6,3,2,6,4,1
12729,2,5,2,4,4,2, , ,-7,2,2,3,2, ,3,2,1,2,2,2,2,4,6,7,3,1,6,2,6,4,1,2,7,5,5,4,7,1,4,1,1,-7, , , , , , , , , , , , ,5,2,2,3,1,1,4,2, ,3,1,4,50,10,0,0,50,1,1,3,2,3,1,2,7,4,-9,5,4,38,20,2,8,4,3,2,2,3,4,2,3,1,4, , , , , , , , , , , , , , , ,1,5,4,3,1,2,2,2,6,2,6,2,4,4,4,6,6,4
12730,1,5,2,4,4,1,1,3,2,2,2,2,1,4,2,1,1,2,2,1,4,3,5,5,4,1,4,1,5,3,1,1,6,5,1,4,2,1,5,1,1,-7, , , , , , , , , , , , ,5,3,1,4,1,1,4,1,1,3,1,5,80,100,75,0,100,1,1,3,3,4,2,3,12,2,9,4,5,25,25,2,4,5,3,3,1,4,3,3,4,2,4, , , , , , , , , , , , , , , ,4,5,1,4,3,1,4,4,5,3,6,3,5,4,4,5,5,4
12743,1,5,3,3,2,1,2, ,-7,2,2,3,2, ,3,2,1,5,3,1,4,5,6,4,2,1,4,1,7,3,1,2,6,7,3,6,2,1,5,1,2,2, , , , , , , , , , , , ,4,3,3,1,2,1,2,1,1,1,1,2,25,85,15,1,99,1,1,3,3,3,5,2,7,4,5,6,4,38,24,2,1,2,2,2,1,2,2,1,4,1,3,6,6,4,7,6,5,4,7,4, , , , , , ,1,2,4,4,3,2,5,5,4,5,4,4,5,4,3,5,2,2
12743,2,4,2,4,3,2, , ,2,2,2,1,1,2,3,2,2, ,4,1,4,5,6,4,2,2,5,2,7,6,2,4,6,6,4,7,4,2,6,4,3,3, , , , , , , , , , , , ,6,2,3,1,1,1,2,1,1,3,1,4,20,80,20,5,90,1,1,3,2,3,1,2,7,4,9,6,4,36,18,1,1,4,2,3,1,3,5,1,4,2,4,7,4,6,6,3,1,3,5,6, , , , , , ,4,5,5,4,1,1,5,4,2,3,4,5,5,5,3,4,4,2
12747,1,5,2,5,5,3, , ,2,2,2,4,2, ,3,1,1,3,1,1,6,4,4,6,1,3,4,1,7,4,1,1,7,4,4,7,4,2,5,2,1,-7, , , , , , , , , , , , ,6,1,1,4,1,1,4,1,1,3,1,4,80,100,100,20,100,1,1,3,1,3,1,2,9,2,10,2,1,40,36,1,8,3,3,3,1,4,4,3,3,1,4,6,6,7,5,7,3,6,4,5, , , , , , ,1,5,1,3,4,2,4,3,4,5,4,5,6,5,2,2,5,3
12749,1,4,2,3,3,2, , ,2,2,2,3,2, ,2,1,1,1,2,5,7,7,5,6,2,2,5,5,6,6,1,6,6,6,4,7,7,1,6,3,1,-7, , , , , , , , , , , , ,5,7,2,3,1,1,4,1,2,3,3,3,70,50,5,0,70,1,1,3,2,3,2,2,10,3,9,5,4,38,16,2,1,5,2,3,1,4,4,1,3,1,5,7,7,7,7,7,1,4,7,4, , , , , , ,1,2,4,2,2,2,6,4,1,4,4,5,5,5,1,4,2,4
12754,1,5,2,4,3,2, , ,-7,2,2,3,2, ,3,2,2, ,3,5,6,6,4,3,5,3,6,5,6,6,2,4,7,4,5,3,2,5,5,6,5,2,3,2,5,5,5,3,5,4,6,5,6,5,2,3,2,2,1,1,4,1,1,1,1,4,60,70,50,10,100,2, , ,1,3,2,3,5,3,11,7,4,36,32,2,2,1,5,2,2,4,5,5,3,2,3,3,2,7,5,4,6,1,2,3, , , , , , ,1,5,3,1,1,1, , , , , , , , , , , , 
12755,1,5,2,4,4,3, , ,2,1,2,3,2, ,3,1,2, ,2,7,7,7,7,7,1,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,4,3,1,5,2,1,4,2, ,1,1,1,50,50,0,0,0,1,-9,5, , , ,2,8,2,-9,4,4,50,50,3,3,5,1,5,1,5,5,1,5,1,5,7,7,7,7,7,7,7,7,7, , , , , , ,1,1,3,2,1,1, , , , , , , , , , , , 
12767,2,5,2,3,3,2, , ,2,2,2,3,1,3,4,1,1,1,1,3,5,3,6,5,4,2,2,3,6,3,2,6,6,6,5,6,5,2,5,2,2,-7, , , , , , , , , , , , ,3,5,1,3,2,1,4,1,2,1,3,5,90,50,10,1,100,1,1,2,1,3,1,2,7,4,9,6,4,40,24,2,1,3,4,2,1,5,4,2,4,2,3,6,6,6,6,5,7,4,6,3, , , , , , ,2,2,3,4,3,3,3,3,5,3,5,2,5,4,5,4,2,4
12775,1,1,2,3,4,3, , ,-7,4,1,4,2, ,3,1,1,-9,1,3,3,7,7,7,1,7,7,3,7,7,3,3,7,7,3, , , , , , , , , , , , , , , , , , , ,5,4,1,3,2,1,2,2, ,1,2,4,5,5,5,5,5,2, , , , , ,2,8,2,-9,5,4,40,40,2,6,4,4,3,4,4,3,4,3,2,4,2,3,3,3,3,3,5,3,1, , , , , , ,1,5,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1
12777,1,3,2,3,3,2, , ,-7,2,2,3,2, ,3,1,1,1,1,1,4,6,6,1,4,3,3,1,5,6,1,6,6,5,3,6,2,1,6,2,1,-7,6,5,3,6,6,1,6,3,4,4,3,3,6,3,4,4,1,1,4,2, ,3,1,4,50,50,25,10,50,1,1,5,2, , ,2,9,2,7,3,4,36,24,2,1,4,1,4,1,4,4,1,3,1,4, , , , , , , , , , , , , , , ,3,3,3,2,3,3, , , , , , , , , , , , 
12783,1,4,2,3,3,2, , ,-7,2,2,3,2, ,4,2,1,1,2,1,4,5,5,4,2,3,6,1,6,3,4,4,6,5,4,6,5,1,5,4,2,2, , , , , , , , , , , , ,4,3,2,3,1,1,3,1,1,1,1,4,60,10,5,2,25,2, , ,1,3,2,2,6,2,7,4,4,40,24,2,6,4,2,3,1,4,4,3,5,2,4,7,6,7,6,6,5,5,5,5, , , , , , ,1,2,4,2,2,3,4,3,4,3,5,3,4,4,4,4,4,4
12783,2,4,2,3,4,2, , ,2,2,2,3,1,3,4,2,1,1,2,3,3,5,5,5,3,3,4,3,5,3,4,3,5,5,5,7,7,1,7,3,1,-7, , , , , , , , , , , , ,5,4,1,3,2,1,3,1,1,3,1,3,25,50,50,10,50,2, , ,1,3,2,2,6,1,6,5,4,40,0,3,2,3,3,3,2,4,4,3,4,2,3,6,6,6,6,6,6,4,6,3, , , , , , ,1,3,2,2,2,2,2,3,5,5,4,4,4,4,4,4,4,4
12786,2,-9, ,1,2,2, , ,-7,3,2,3,2, ,1,2,2, ,3,1,1,7,4,7,1,4,4,1,6,6,1,6,6,3,6, , , , , , , ,5,3,4,4,4,4,4,4,4,4,4,4,5,5,3,4,3,1,2,1,2,1,3,3,85,35,10,5,25,2, , ,1,3,1,1,9,4,-9,4,4,40,30,2,1,4,3,1,1,3,4,1,3,1,3,7,7,7,7,5,7,4,7,4,4,1,1,4,2,2, , , , , , , , , , , , , , , , , , 
12792,1,5,2,4,4,1,1,2,2,1,2,3,2, ,3,2,1,3,2,4,6,6,6,5,5,4,7,3,7,7,5,7,7,5,4,5,7,1,5,5,5,3,6,2,6,5,4,4,3,3,5,4,5,4,3,5,1,1,1,1,4,2, ,3,1,5,70,100,90,0,100,1,1,3,2, , ,2,9,2,8,6,4,36,32,2,6,2,4,2,1,3,3,4,3,2,3,6,7,7,7,7,5,2,6,6, , , , , , ,1,3,5,3,3,4, , , , , , , , , , , , 
12798,1,4,2,4,5,3, , ,2,1,2,5,2, ,5,1,1,3,1,1,1,3,4,3,4,1,3,1,6,3,1,1,4,4,4,7,7,1,7,1,1,-7, , , , , , , , , , , , ,5,1,5,3,1,1,3,1,1,1,1,5,50,50,0,0,50,2, , , , , ,2,5,2,9,4,4,40,40,2,4,3,3,1,1,3,3,3,3,1,3,7,7,7,7,7,4,3,4,6, , , , , , ,1,2,3,2,2,2,4,3,3,3,5,4,6,4,2,4,2,2
12805,1,4,2,4,4,2, , ,2,2,2,3,2, ,3,1,1,3,2,6,5,6,5,5,5,3,2,3,4,5,6,2,3,4,3,5,4,5,4,3,5,-7, , , , , , , , , , , , ,6,3,3,4,1,1,3,1,2,1,1,3,60,10,0,0,0,1,1,2, , , ,2,11,2,7,3,3,45,30,2,2,4,3,2,3,4,4,3,3,2,4, , , , , , , , , , , , , , , ,3,2,1,4,3,2,5,6,6,5,6,6,3,6,3,5,5,6
12808,1,3,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,2,1,5,5,5,5,6,5,5,5,5,5,4,3,5,5,5,5,4,4,5,5,3,4,2, , , , , , , , , , , , ,5,3,3,4,2,1,4,2, ,3,5,5,70,90,80,0,100,1,2,2,1,3,2,2,10,2,5,4,2,50,30,3,3,2,2,3,2,2,2,3,2,5,2, , , , , , , , , , , , , , , ,4,5,2,2,4,4,5,5,4,5,5,5,5,5,3,4,3,4
12809,1,4,2,4,3,2, , ,-7,1,2,3,2, ,3,3,2, ,3,1,6,4,5,3,3,1,5,1,4,3,2,4,6,6,4,7,7,1,1,1,1,1, , , , , , , , , , , , ,6,1,1,5,1,1,4,1,2,1,4,1,50,100,99,0,100,1,1,3,1,3,1,2,12,2,-9,3,5,0,0,3,3,2,3,2,1,4,4,3,5,1,4, , , , , , , , , , , , , , , ,4,5,1,4,3,2,1,2,5,2,5,2,6,4,5,1,3,3
12810,1,4,2,4,4,1,1,2,-7,3,2,3,2, ,3,2,1,2,2,1,1,3,4,4,1,1,3,1,4,3,1,1,4,4,3,1,5,1,4,1,1,1, , , , , , , , , , , , ,4,4,2,3,1,1,3,1,1,-9,1,4,40,90,0,0,60,2, , , , , ,2,8,3,7,3,4,40,30,1,3,4,1,4,1,4,5,2,5,1,5,1,1,6,1,6,6,2,1,1, , , , , , ,4,4,5,1,4,4,1,1,4,4,4,2,4,2,4,5,4,4
12837,1,4,2,4,5,3, , ,-7,1,2,4,2, ,2,1,1,3,2,1,1,6,3,5,2,3,6,1,7,6,2,1,5,5,2,6,3,1,6,2,2,3, , , , , , , , , , , , ,5,3,1,1,1,1,3,1,1,3,1,4,25,70,30,0,90,2, , ,2,3,1,2,9,2,7,4,4,32,24,3,3,4,1,2,2,5,5,1,4,2,4,6,7,5,6,3,5,4,5,4, , , , , , ,4,5,1,1,3,2,2,3,4,2,4,2,5,4,5,5,4,3
12837,2,5,2,4,4,3, , ,-7,3,2,4,2, ,2,1,1,-9,1,1,1,4,4,4,1,1,7,1,1,1,1,1,4,4,4,7,7,1,7,4,7,1, , , , , , , , , , , , ,5,4,4,3,2,1,2,2, ,1,1,4,50,0,50,0,100,2, , ,1,3,1,3,10,2,-9,6,4,32,24,2,8,1,5,3,3,3,3,4,2,3,3, , , , , , , , , , , , , , , ,1,4,5,2,2,2,5,4,4,3,5,4,5,4,5,4,4,4
12838,1,4,2,3,3,2, , ,1,2,2,3,2, ,4,1,1,3,2,1,4,2,6,7,1,1,7,1,7,1,1,6,7,7,4,2,1,6,4,5,5,3, , , , , , , , , , , , ,5,5,2,3,2,1,4,1,1,1,1,4,40,80,50,1,80,1,1,3, , , ,3,9,4,8,6,1,40,20,3,2,3,1,2,1,3,3,2,3,3,4,5,5,5,5,5,2,4,7,4, , , , , , ,4,5,1,1,1,1,4,4,2,2,6,3,6,3,2,2,2,4
12839,1,1,2,3,3,2, , ,-7,5,2,3,2, ,2,2,2, ,3,1,1,6,4,5,2,3,5,1,5,5,2,4,6,4,4, , , , , , , , , , , , , , , , , , , ,3,3,1,2,1,1,4,2, ,3,1,1,60,30,20,0,50,2, , , , , ,3,9,1,4,6,2,30,30,2,2,1,5,2,3,2,3,2,4,3,2, , , , , , , , , , , , , , , ,1,4,3,2,3,2,6,5,3,5,6,5,3,5,6,6,6,5
12854,1,3,2,4,4,3, , ,-7,1,2,4,2, ,3,1,1,2,1,1,2,5,6,5,2,2,6,1,5,6,5,2,5,6,6,5,5,2,5,3,4,-7, , , , , , , , , , , , ,6,1,2,2,1,1,2,1,1,3,1,4,90,80,20,5,100,2, , , , , ,2,5,3,-9,3,4,40,20,1,1,2,4,2,1,4,5,3,4,2,3,7,7,6,7,7,3,2,6,6, , , , , , ,3,4,3,2,3,1,2,2,6,4,6,4,5,4,4,4,4,3
